,AGE,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,HEIGHT,LOSES,MIN,NUM,OREB,PF,PLAYER,PLAYER_ID,PLUS_MINUS,POSITION,PTS,REB,SEASON,STL,TOV,TeamID,Unnamed: 0,WEIGHT,WINS,WL
2,25.0,5.8055555555555545,0.3333333333333333,2.4722222222222223,5,6.125,2.458333333333333,0.4014722222222221,19.722222222222218,9.319444444444443,0.4766944444444445,4.5555555555555545,4.125,0.8579861111111112,72.0,6-3,25.0,35.05555555555556,2,0.7222222222222222,2.180555555555556,Kyrie Irving,202681,4.583333333333333,G,25.222222222222218,3.1944444444444446,2016,1.1527777777777777,2.5,1610612739,2,193,47.0,
3,26.0,0.56,0.14,2.22,5,1.94,0.6,0.22834000000000002,4.88,2.16,0.4410199999999999,1.78,1.16,0.32461999999999996,50.0,6-8,34.0,16.06,3,0.38,1.2,Derrick Williams,202682,-1.2,F,6.08,2.6,2016,0.28,0.56,1610612739,3,240,16.0,
4,27.0,1.4342105263157894,0.35526315789473684,2.3552631578947367,5,3.4342105263157894,1.236842105263158,0.3184342105263158,6.434210526315789,2.6447368421052637,0.4140263157894736,1.1842105263157894,0.9342105263157896,0.3470394736842105,76.0,6-5,28.0,25.48684210526316,4,0.5131578947368421,1.973684210526316,Iman Shumpert,202697,0.5657894736842105,G,7.4605263157894735,2.8684210526315788,2016,0.8157894736842105,1.0263157894736843,1610612739,4,220,48.0,
5,31.0,1.5121951219512195,0.2682926829268293,2.341463414634146,12,6.609756097560974,2.3170731707317067,0.3452682926829268,8.682926829268293,3.0,0.3637317073170731,0.36585365853658536,0.24390243902439024,0.1097560975609756,41.0,6-6,16.0,28.97560975609756,5,0.4146341463414634,1.8780487804878048,JR Smith,2747,1.7317073170731707,G,8.560975609756097,2.756097560975609,2016,0.975609756097561,0.6341463414634146,1610612739,5,225,25.0,
6,34.0,0.6081081081081081,0.5,3.418918918918919,10,4.527027027027027,1.8513513513513515,0.40082432432432413,7.027027027027027,3.216216216216216,0.4400540540540541,1.0,0.8513513513513513,0.3396351351351351,74.0,6-11,30.0,18.918918918918923,8,0.5,1.864864864864865,Channing Frye,101112,0.8243243243243243,F,9.135135135135137,3.918918918918919,2016,0.4459459459459459,0.7162162162162162,1610612739,6,255,44.0,
7,26.0,0.9871794871794872,1.0769230769230769,5.5,5,0.038461538461538464,0.0,0.0,5.602564102564101,3.358974358974359,0.586974358974359,2.730769230769231,1.358974358974359,0.3601794871794872,78.0,6-9,28.0,29.961538461538463,13,3.6666666666666665,2.2564102564102564,Tristan Thompson,202684,1.6538461538461535,C,8.076923076923077,9.166666666666666,2016,0.5,0.8205128205128205,1610612739,7,238,50.0,
9,32.0,8.72972972972973,0.5945945945945946,7.3243243243243255,13,4.621621621621622,1.6756756756756757,0.327662162162162,18.16216216216216,9.945945945945946,0.5528783783783785,7.1756756756756745,4.837837837837838,0.6664459459459461,74.0,6-8,23.0,37.78378378378378,23,1.3108108108108107,1.8108108108108107,LeBron James,2544,6.527027027027027,F,26.40540540540541,8.635135135135135,2016,1.2432432432432432,4.094594594594596,1610612739,9,250,51.0,
10,37.0,0.9873417721518988,0.12658227848101267,2.2151898734177213,15,2.354430379746836,0.7848101265822784,0.27598734177215195,4.341772151898734,1.9367088607594936,0.4259367088607595,1.3670886075949369,1.0126582278481011,0.3782151898734177,79.0,6-7,29.0,20.468354430379748,24,0.35443037974683544,1.9367088607594936,Richard Jefferson,2210,1.6835443037974684,F,5.670886075949367,2.5696202531645564,2016,0.3291139240506329,0.6582278481012658,1610612739,10,233,50.0,
11,36.0,1.6417910447761197,0.31343283582089554,2.671641791044776,13,5.358208955223881,2.417910447761194,0.4500597014925373,7.686567164179103,3.567164179104477,0.4656119402985074,0.6268656716417911,0.5671641791044776,0.2997462686567164,67.0,6-7,34.0,26.13432835820895,26,0.1044776119402985,1.5970149253731345,Kyle Korver,2594,-2.5074626865671643,G,10.119402985074627,2.776119402985074,2016,0.5074626865671642,1.0298507462686568,1610612739,11,212,33.0,
13,33.0,5.625,0.125,2.078125,11,3.65625,1.328125,0.3341718750000001,9.375,4.109375,0.44990625,1.703125,1.40625,0.5119843749999999,64.0,6-3,39.0,25.90625,31,0.21875,2.15625,Deron Williams,101114,-1.390625,G,10.953125,2.296875,2016,0.484375,2.15625,1610612739,13,200,25.0,
0,26.0,4.611111111111111,1.2916666666666667,8.916666666666666,6,5.041666666666667,1.8194444444444444,0.3392222222222223,19.88888888888889,8.986111111111109,0.4514027777777779,9.305555555555557,7.1805555555555545,0.7291805555555554,72.0,6-11,42.0,34.25,0,2.1111111111111107,3.861111111111111,DeMarcus Cousins,202326,-0.3888888888888889,F-C,26.972222222222218,11.027777777777779,2016,1.3888888888888888,3.736111111111111,1610612740,0,270,30.0,
1,26.0,5.153846153846153,0.09230769230769233,2.1384615384615384,2,1.9692307692307691,0.6153846153846154,0.2517538461538461,6.215384615384616,2.507692307692308,0.3679384615384615,1.984615384615385,1.5076923076923077,0.4013230769230769,65.0,6-1,39.0,23.43076923076923,2,0.5230769230769231,2.046153846153846,Tim Frazier,204025,-1.3230769230769228,G,7.138461538461539,2.6615384615384614,2016,0.8615384615384616,1.553846153846154,1610612740,1,170,26.0,
5,27.0,7.2835820895522385,0.6567164179104478,3.2537313432835817,7,4.1940298507462686,1.492537313432836,0.3277462686567164,13.328358208955224,6.044776119402986,0.4408507462686567,2.5074626865671643,1.7761194029850746,0.489313432835821,67.0,6-4,35.0,32.61194029850746,11,0.6865671641791045,1.985074626865672,Jrue Holiday,201950,0.5671641791044776,G,15.35820895522388,3.9402985074626864,2016,1.492537313432836,2.8955223880597014,1610612740,5,205,32.0,
10,24.0,2.0933333333333333,2.2266666666666666,9.493333333333334,4,1.7866666666666666,0.5333333333333333,0.1944533333333333,20.346666666666668,10.266666666666667,0.5012533333333336,8.626666666666667,6.92,0.7761599999999997,75.0,6-11,44.0,36.053333333333335,23,2.293333333333333,2.24,Anthony Davis,203076,0.6666666666666666,F-C,27.986666666666668,11.786666666666667,2016,1.2533333333333334,2.4133333333333336,1610612740,10,253,31.0,
11,30.0,0.5606060606060606,0.42424242424242425,3.3484848484848486,7,2.7424242424242418,1.0757575757575757,0.3297121212121212,5.4393939393939394,2.636363636363636,0.4700454545454546,0.4090909090909091,0.24242424242424246,0.13636363636363635,66.0,6-8,38.0,24.96969696969697,33,0.8484848484848485,1.5151515151515151,Dante Cunningham,201967,-0.7727272727272727,F,6.590909090909091,4.196969696969697,2016,0.5909090909090909,0.42424242424242425,1610612740,11,230,28.0,
13,26.0,1.7625,0.4,3.2,3,3.375,1.175,0.2955375,5.975,2.2875,0.34682500000000005,1.6,1.2875,0.4173625,80.0,6-7,46.0,29.6875,44,0.6375,2.275,Solomon Hill,203524,0.0625,F,7.0375,3.8375,2016,0.9,1.025,1610612740,13,225,34.0,
14,28.0,2.246575342465753,0.4383561643835616,1.6301369863013702,5,2.8493150684931505,1.0547945205479452,0.3303150684931506,8.479452054794521,3.8767123287671232,0.4361506849315068,1.0136986301369864,0.7808219178082192,0.33287671232876714,73.0,6-4,41.0,24.876712328767123,55,0.4520547945205479,1.7945205479452055,E'Twaun Moore,202734,-1.5205479452054795,G,9.58904109589041,2.0821917808219177,2016,0.6849315068493149,0.8493150684931506,1610612740,14,191,32.0,
1,24.0,1.9206349206349207,0.12698412698412698,1.4920634920634919,1,2.126984126984127,0.7777777777777778,0.28441269841269834,4.777777777777779,2.031746031746032,0.3801111111111112,1.1587301587301588,1.031746031746032,0.3672063492063492,63.0,6-4,34.0,16.333333333333332,2,0.2698412698412698,1.4761904761904765,Jerian Grant,1626170,0.8253968253968254,G,5.873015873015873,1.761904761904762,2016,0.7460317460317459,0.6984126984126984,1610612741,1,198,29.0,
2,35.0,3.8,0.6833333333333333,3.45,13,2.4166666666666665,0.75,0.22225,15.916666666666664,6.9,0.4275000000000001,4.683333333333334,3.716666666666667,0.7734833333333333,60.0,6-4,31.0,29.88333333333333,3,1.05,1.8666666666666667,Dwyane Wade,2548,-1.2166666666666666,G,18.266666666666666,4.5,2016,1.4333333333333331,2.3,1610612741,2,220,29.0,
3,22.0,0.546875,0.171875,3.453125,1,1.5,0.5,0.208328125,5.859375,2.859375,0.4378125,0.921875,0.609375,0.24453125,64.0,6-11,34.0,15.65625,5,1.171875,1.46875,Bobby Portis,1626171,-1.25,F,6.828125,4.625,2016,0.25,0.578125,1610612741,3,246,30.0,
4,24.0,0.6060606060606061,0.2575757575757576,2.833333333333333,1,0.0,0.0,0.0,3.3484848484848486,1.9393939393939397,0.5481363636363636,1.4090909090909092,0.9090909090909092,0.36074242424242425,66.0,6-9,35.0,15.742424242424242,6,1.8787878787878791,1.6666666666666667,Cristiano Felicio,1626245,-0.5151515151515151,F-C,4.787878787878788,4.712121212121212,2016,0.3787878787878788,0.5,1610612741,4,266,31.0,
5,25.0,2.5111111111111106,0.5111111111111111,2.8666666666666667,3,1.4222222222222225,0.3333333333333333,0.19442222222222225,6.8,2.4888888888888894,0.32988888888888884,1.7111111111111108,1.2888888888888892,0.4557111111111111,45.0,6-6,20.0,18.777777777777782,7,0.5333333333333333,2.2666666666666666,Michael Carter-Williams,203487,-0.6222222222222222,G,6.6,3.4,2016,0.8444444444444444,1.4666666666666666,1610612741,5,190,25.0,
6,29.0,0.9876543209876544,1.4444444444444444,3.4074074074074074,8,0.02469135802469136,0.0,0.0,9.567901234567902,4.716049382716049,0.4926049382716049,1.2839506172839503,0.925925925925926,0.3934074074074074,81.0,7-0,41.0,28.06172839506173,8,3.0123456790123457,1.8641975308641976,Robin Lopez,201577,0.9135802469135802,C,10.358024691358024,6.419753086419753,2016,0.2222222222222222,1.1234567901234571,1610612741,6,255,40.0,
7,31.0,6.681159420289855,0.15942028985507245,4.086956521739131,10,1.9275362318840576,0.7246376811594203,0.2945072463768116,8.130434782608695,3.318840579710145,0.3829855072463768,0.7246376811594203,0.43478260869565216,0.16908695652173913,69.0,6-1,35.0,26.73913043478261,9,1.0579710144927537,2.0869565217391304,Rajon Rondo,200765,-0.8695652173913043,G,7.797101449275362,5.144927536231884,2016,1.4347826086956519,2.449275362318841,1610612741,7,186,34.0,
8,31.0,0.5102040816326531,0.040816326530612235,0.3877551020408163,8,2.7142857142857144,0.8367346938775511,0.3140204081632653,5.142857142857143,2.0,0.36420408163265305,0.7551020408163265,0.6938775510204082,0.2551020408163265,49.0,6-5,24.0,14.510204081632653,11,0.24489795918367346,0.8979591836734694,Anthony Morrow,201627,0.42857142857142855,G,5.530612244897959,0.6326530612244898,2016,0.4897959183673469,0.12244897959183673,1610612741,8,210,25.0,
9,23.0,0.8181818181818182,0.3636363636363637,2.5,R,2.25,0.75,0.2377727272727273,5.0227272727272725,2.0,0.3107500000000001,0.9090909090909092,0.7045454545454546,0.29736363636363633,44.0,6-8,23.0,19.068181818181817,16,0.3409090909090909,1.7727272727272727,Paul Zipser,1627835,0.3409090909090909,F,5.454545454545454,2.8409090909090913,2016,0.3409090909090909,0.9090909090909092,1610612741,9,210,21.0,
10,27.0,5.4868421052631575,0.42105263157894735,4.4868421052631575,5,3.263157894736842,1.1973684210526316,0.34107894736842104,16.473684210526315,7.5,0.4585263157894738,8.894736842105264,7.697368421052633,0.8283947368421052,76.0,6-7,36.0,36.94736842105263,21,1.6973684210526316,1.4736842105263157,Jimmy Butler,202710,2.6973684210526314,F,23.894736842105264,6.184210526315789,2016,1.881578947368421,2.0921052631578947,1610612741,10,231,40.0,
12,26.0,1.0714285714285714,0.7857142857142857,4.614285714285714,2,5.385714285714287,1.8428571428571427,0.3304857142857142,8.928571428571429,3.6857142857142855,0.3897999999999999,1.8285714285714283,1.4142857142857144,0.4482285714285714,70.0,6-10,33.0,24.014285714285716,44,0.8714285714285714,1.8285714285714283,Nikola Mirotic,202703,2.8285714285714287,F,10.628571428571428,5.485714285714287,2016,0.7571428571428571,1.1428571428571428,1610612741,12,238,37.0,
13,23.0,1.1052631578947372,0.12280701754385966,2.456140350877193,R,3.649122807017544,1.2807017543859651,0.2817017543859649,5.052631578947368,1.7894736842105263,0.28996491228070176,0.3157894736842105,0.2456140350877193,0.12719298245614036,57.0,6-6,29.0,17.105263157894736,45,0.19298245614035087,1.5087719298245614,Denzel Valentine,1627756,-0.3157894736842105,G,5.105263157894737,2.649122807017544,2016,0.5263157894736842,0.8596491228070176,1610612741,13,212,28.0,
14,25.0,1.0,0.08571428571428573,2.557142857142857,2,1.4,0.4714285714285714,0.19045714285714285,4.8,2.1142857142857143,0.4250142857142857,1.042857142857143,0.6571428571428571,0.2352428571428571,70.0,6-11,29.0,14.042857142857144,77,1.0285714285714285,1.1857142857142855,Joffrey Lauvergne,203530,-1.3,C-F,5.357142857142857,3.585714285714286,2016,0.35714285714285715,0.8,1610612741,14,220,41.0,
0,23.0,0.9803921568627452,0.9803921568627452,3.941176470588236,2,0.0196078431372549,0.0,0.0,6.0588235294117645,3.607843137254902,0.6032941176470589,2.176470588235294,1.5098039215686274,0.5372549019607843,51.0,6-11,27.0,20.49019607843137,3,1.8235294117647056,2.4705882352941178,Nerlens Noel,203457,-1.6666666666666667,F-C,8.725490196078429,5.764705882352941,2016,1.2745098039215683,1.0,1610612742,0,228,24.0,
3,25.0,0.6363636363636364,0.5064935064935064,2.7662337662337664,2,0.9610389610389609,0.2727272727272727,0.10377922077922078,4.896103896103896,2.51948051948052,0.486909090909091,1.8311688311688312,1.3896103896103895,0.4395454545454545,77.0,6-11,47.0,17.25974025974026,7,1.207792207792208,1.7532467532467533,Dwight Powell,203939,-2.1818181818181817,F-C,6.701298701298702,3.9740259740259742,2016,0.7922077922077922,0.4415584415584416,1610612742,3,240,30.0,
5,24.0,0.8271604938271605,0.308641975308642,2.061728395061728,R,2.3580246913580245,0.6913580246913579,0.24049382716049375,4.111111111111111,1.530864197530864,0.3432962962962963,0.7530864197530864,0.5679012345679012,0.22530864197530864,81.0,6-8,48.0,20.271604938271604,10,0.6790123456790124,1.5432098765432098,Dorian Finney-Smith,1627827,-1.4814814814814814,F,4.320987654320987,2.740740740740741,2016,0.6419753086419753,0.5555555555555556,1610612742,5,220,33.0,
6,24.0,3.739130434782609,0.1956521739130435,1.9782608695652173,R,3.8260869565217392,1.4782608695652173,0.33843478260869564,8.565217391304348,3.4782608695652173,0.3981739130434783,1.9347826086956519,1.608695652173913,0.4927608695652174,46.0,6-0,28.0,26.108695652173914,11,0.43478260869565216,1.9565217391304348,Yogi Ferrell,1627812,-2.5434782608695654,G,10.043478260869565,2.4130434782608696,2016,0.9130434782608696,1.5217391304347827,1610612742,6,180,18.0,
7,29.0,0.8709677419354839,0.2258064516129032,1.4193548387096775,3,0.7419354838709677,0.27419354838709675,0.14246774193548387,2.290322580645161,0.8870967741935484,0.2638387096774194,0.6451612903225806,0.4032258064516129,0.20430645161290326,62.0,6-6,22.0,12.516129032258064,14,0.3225806451612903,1.3064516129032258,DeAndre Liggins,202732,0.8387096774193549,G,2.4516129032258065,1.7419354838709675,2016,0.7580645161290323,0.6774193548387096,1610612742,7,209,40.0,
10,30.0,2.8767123287671232,0.2054794520547945,3.3013698630136985,7,6.5616438356164375,2.3835616438356166,0.3659726027397261,11.602739726027398,4.561643835616438,0.38631506849315067,2.4520547945205484,2.0,0.5433698630136986,73.0,6-5,44.0,34.178082191780824,23,0.2465753424657534,2.2054794520547945,Wesley Matthews,202083,-2.643835616438356,G-F,13.506849315068493,3.5479452054794516,2016,1.0547945205479452,1.3972602739726028,1610612742,10,220,29.0,
11,26.0,2.7,0.1,2.2,3,4.6,1.957142857142857,0.4103428571428571,10.042857142857144,4.828571428571427,0.4828285714285714,1.4285714285714286,1.2142857142857142,0.4923857142857143,70.0,6-2,40.0,28.985714285714284,30,0.35714285714285715,1.8,Seth Curry,203552,-0.5285714285714286,G,12.82857142857143,2.557142857142857,2016,1.1285714285714286,1.3142857142857145,1610612742,11,185,30.0,
12,34.0,2.0923076923076924,0.1076923076923077,1.7846153846153847,12,2.7230769230769236,0.8923076923076924,0.2728153846153845,5.246153846153846,2.0923076923076924,0.3721999999999999,1.984615384615385,1.646153846153846,0.5146153846153847,65.0,6-3,36.0,16.753846153846155,34,0.16923076923076924,1.553846153846154,Devin Harris,2734,0.6,G,6.723076923076923,1.9538461538461536,2016,0.6615384615384615,0.8769230769230769,1610612742,12,185,29.0,
13,25.0,1.4683544303797469,0.18987341772151897,3.8101265822784818,4,2.8101265822784813,0.9873417721518988,0.3262911392405062,16.20253164556962,7.582278481012659,0.4620759493670885,3.556962025316456,3.0632911392405062,0.6596202531645571,79.0,6-8,47.0,35.506329113924046,40,1.1772151898734178,1.620253164556962,Harrison Barnes,203084,-1.7215189873417722,F,19.215189873417717,4.987341772151898,2016,0.8227848101265823,1.2911392405063291,1610612742,13,225,32.0,
14,39.0,1.5185185185185186,0.7037037037037037,6.111111111111112,18,3.87037037037037,1.4629629629629632,0.3462592592592592,12.555555555555555,5.481481481481482,0.4389629629629628,2.074074074074074,1.8148148148148149,0.6012037037037038,54.0,7-0,31.0,26.296296296296298,41,0.4259259259259259,2.092592592592593,Dirk Nowitzki,1717,-0.2222222222222222,F,14.24074074074074,6.537037037037037,2016,0.5555555555555556,0.9444444444444444,1610612742,14,245,23.0,
15,31.0,0.1917808219178082,0.8356164383561644,2.8904109589041096,1,0.0410958904109589,0.0136986301369863,0.0136986301369863,1.8767123287671232,1.2054794520547945,0.4565616438356164,0.8356164383561644,0.4931506849315068,0.20913698630136984,73.0,7-2,44.0,12.397260273972602,50,1.3287671232876712,2.0821917808219177,Salah Mejri,1626257,-0.2465753424657534,C,2.9178082191780823,4.219178082191782,2016,0.4383561643835616,0.547945205479452,1610612742,15,245,29.0,
0,29.0,1.024390243902439,0.5121951219512195,2.1219512195121952,7,2.8536585365853657,1.2926829268292683,0.41707317073170735,5.243902439024391,2.3170731707317067,0.4395853658536584,0.5365853658536586,0.4634146341463415,0.15582926829268293,41.0,6-9,21.0,15.634146341463413,0,0.6097560975609756,1.8536585365853657,Darrell Arthur,201589,-0.5365853658536586,F,6.390243902439026,2.731707317073171,2016,0.4634146341463415,0.8780487804878049,1610612743,0,235,20.0,
1,21.0,3.945454545454545,0.2363636363636364,2.7090909090909094,1,3.2363636363636363,1.018181818181818,0.2445636363636364,10.01818181818182,3.7818181818181817,0.35236363636363643,3.036363636363636,2.3818181818181814,0.5276545454545454,55.0,6-5,30.0,25.654545454545456,0,0.5272727272727272,1.7272727272727273,Emmanuel Mudiay,1626144,-2.4181818181818184,G,10.963636363636363,3.2363636363636363,2016,0.7454545454545455,2.2363636363636363,1610612743,1,200,25.0,
2,35.0,5.133333333333334,0.10666666666666667,2.1866666666666665,12,3.64,1.413333333333333,0.3420266666666666,8.053333333333333,3.5733333333333333,0.4237066666666667,0.84,0.6,0.235,75.0,6-0,41.0,27.32,1,0.37333333333333335,2.6266666666666665,Jameer Nelson,2749,1.7733333333333334,G,9.16,2.56,2016,0.72,1.7066666666666668,1610612743,2,190,34.0,
4,26.0,3.433333333333333,0.4666666666666667,3.35,4,3.9166666666666665,1.45,0.3397333333333333,11.1,4.916666666666667,0.42445000000000016,3.1666666666666665,2.3833333333333333,0.6069000000000001,60.0,6-6,29.0,28.41666666666667,5,0.9666666666666668,1.8333333333333333,Will Barton,203115,-1.4333333333333331,G-F,13.666666666666664,4.316666666666666,2016,0.8,1.6166666666666667,1610612743,4,175,31.0,
5,28.0,2.142857142857143,0.2380952380952381,4.53968253968254,7,5.142857142857143,2.0,0.4083809523809524,11.904761904761903,5.317460317460316,0.4507936507936509,6.142857142857142,5.53968253968254,0.8352063492063493,63.0,6-10,32.0,33.87301587301587,8,0.6190476190476191,1.4761904761904765,Danilo Gallinari,201568,2.523809523809524,F,18.17460317460317,5.158730158730159,2016,0.6349206349206349,1.3015873015873016,1610612743,5,225,31.0,
6,22.0,2.8771929824561404,0.14035087719298245,2.280701754385965,2,4.473684210526316,1.8771929824561404,0.4041929824561403,11.175438596491228,5.614035087719297,0.4901578947368422,2.3508771929824563,1.824561403508772,0.6061578947368421,57.0,6-4,28.0,31.26315789473684,14,0.8421052631578947,1.6140350877192982,Gary Harris,203914,1.4210526315789471,G,14.929824561403509,3.12280701754386,2016,1.2456140350877194,1.3333333333333333,1610612743,6,210,29.0,
7,22.0,4.917808219178082,0.7534246575342466,6.931506849315069,1,1.904109589041096,0.6164383561643836,0.2557260273972602,11.698630136986301,6.767123287671232,0.5817671232876713,3.1232876712328768,2.5753424657534247,0.624945205479452,73.0,6-10,36.0,27.849315068493148,15,2.904109589041096,2.9315068493150687,Nikola Jokic,203999,4.068493150684931,F-C,16.726027397260275,9.835616438356164,2016,0.8356164383561644,2.3424657534246576,1610612743,7,250,37.0,
8,30.0,1.9859154929577465,0.4225352112676056,5.028169014084507,8,4.591549295774648,1.5492957746478873,0.31514084507042256,13.225352112676056,6.098591549295776,0.4473380281690141,2.732394366197183,1.9859154929577465,0.5472535211267605,71.0,6-8,36.0,30.901408450704228,21,1.4507042253521127,2.422535211267605,Wilson Chandler,201163,-0.4788732394366197,F,15.732394366197186,6.478873239436621,2016,0.7183098591549296,1.6056338028169015,1610612743,8,225,35.0,
9,27.0,3.5061728395061733,1.1358024691358024,5.37037037037037,3,0.07407407407407407,0.0,0.0,7.6913580246913575,4.1234567901234565,0.5493333333333333,3.703703703703704,2.1481481481481484,0.4813703703703704,81.0,6-11,43.0,26.51851851851852,24,2.098765432098765,2.7901234567901234,Mason Plumlee,203486,-0.012345679012345678,C,10.395061728395063,7.469135802469137,2016,0.8518518518518519,1.6543209876543212,1610612743,9,255,38.0,
11,20.0,2.073170731707317,0.2926829268292683,2.109756097560976,R,4.1951219512195115,1.4024390243902438,0.29003658536585364,8.902439024390244,3.597560975609756,0.3723170731707317,1.4634146341463414,1.2926829268292683,0.4782560975609756,82.0,6-4,42.0,21.52439024390244,27,0.5,1.5121951219512195,Jamal Murray,1627750,0.9268292682926829,G,9.890243902439023,2.609756097560976,2016,0.6219512195121951,1.3780487804878048,1610612743,11,207,40.0,
12,30.0,0.4375,0.9583333333333334,2.0416666666666665,8,0.0,0.0,0.0,3.0625,1.6666666666666667,0.4633541666666667,1.5625,1.2708333333333333,0.478125,48.0,7-2,24.0,14.25,34,1.125,2.083333333333333,Roy Hibbert,201579,-0.4583333333333333,C,4.604166666666667,3.1666666666666665,2016,0.16666666666666666,0.6666666666666666,1610612743,12,270,24.0,
13,27.0,0.9016393442622952,0.6557377049180327,4.573770491803279,5,0.09836065573770493,0.0,0.0,6.819672131147541,3.737704918032787,0.5041475409836065,3.098360655737705,2.1475409836065573,0.5496721311475409,61.0,6-8,32.0,21.311475409836067,35,3.0,2.0327868852459017,Kenneth Faried,202702,-0.9672131147540984,F,9.62295081967213,7.573770491803278,2016,0.7049180327868853,0.9672131147540984,1610612743,13,228,29.0,
14,21.0,0.4677419354838709,0.1935483870967742,2.3225806451612905,R,1.8225806451612905,0.7419354838709677,0.24908064516129036,3.612903225806452,1.6290322580645162,0.3721935483870967,1.2258064516129032,0.9193548387096774,0.3911290322580645,62.0,6-9,32.0,13.56451612903226,41,0.6935483870967742,1.0,Juancho Hernangomez,1627823,-0.5483870967741935,F,4.919354838709677,3.0161290322580645,2016,0.4838709677419355,0.5,1610612743,14,230,30.0,
0,21.0,1.0845070422535212,0.2112676056338028,1.1126760563380282,R,1.7323943661971832,0.5774647887323944,0.2474225352112676,3.4507042253521125,1.4929577464788732,0.3849859154929577,0.5211267605633803,0.4084507042253521,0.1936619718309859,71.0,6-7,14.0,15.169014084507044,0,0.29577464788732394,0.8732394366197183,Patrick McCaw,1627775,-0.5211267605633803,G,3.9718309859154934,1.4084507042253518,2016,0.4507042253521127,0.5070422535211268,1610612744,0,185,57.0,
2,36.0,2.2205882352941178,0.7058823529411765,2.294117647058824,13,0.1176470588235294,0.04411764705882353,0.02205882352941177,3.7058823529411766,1.9852941176470589,0.5270441176470588,0.8235294117647058,0.6323529411764706,0.2867647058823529,68.0,6-9,12.0,12.573529411764708,3,0.6911764705882353,1.5441176470588236,David West,2561,1.75,F,4.647058823529412,2.9852941176470584,2016,0.6176470588235294,1.1470588235294117,1610612744,2,250,56.0,
4,33.0,3.4342105263157894,0.5131578947368421,3.3289473684210527,12,2.3289473684210527,0.8421052631578947,0.3188421052631578,5.4605263157894735,2.881578947368421,0.5001842105263158,1.3421052631578947,0.9473684210526316,0.31475000000000003,76.0,6-6,12.0,26.328947368421048,9,0.6710526315789473,1.2763157894736843,Andre Iguodala,2738,6.921052631578947,G-F,7.552631578947367,4.0,2016,1.0,0.7631578947368421,1610612744,4,215,64.0,
5,27.0,2.051282051282051,0.5128205128205128,3.025641025641025,5,8.294871794871796,3.435897435897436,0.4090384615384615,17.641025641025642,8.256410256410257,0.4672948717948717,2.7948717948717947,2.3846153846153846,0.6131794871794871,78.0,6-7,12.0,33.93589743589744,11,0.6282051282051282,1.7820512820512822,Klay Thompson,202691,10.166666666666666,G,22.33333333333333,3.6538461538461537,2016,0.8461538461538461,1.641025641025641,1610612744,5,215,66.0,
8,26.0,1.1688311688311688,0.1038961038961039,1.2857142857142858,3,2.116883116883117,0.7922077922077922,0.3058441558441557,5.6233766233766245,2.74025974025974,0.4369610389610389,0.7532467532467533,0.5714285714285714,0.2597402597402597,77.0,6-3,14.0,14.766233766233766,21,0.2857142857142857,1.0,Ian Clark,203546,0.4675324675324675,G,6.8441558441558445,1.5714285714285714,2016,0.5064935064935064,0.7142857142857143,1610612744,8,175,63.0,
9,37.0,2.6351351351351346,0.35135135135135137,4.243243243243243,13,3.5540540540540535,1.1756756756756757,0.3041216216216216,6.391891891891893,2.5,0.3912432432432433,1.2027027027027026,0.945945945945946,0.33914864864864863,74.0,6-7,36.0,24.05405405405405,22,0.945945945945946,2.5,Matt Barnes,2440,-0.8918918918918919,F,7.121621621621622,5.1891891891891895,2016,0.6486486486486487,1.445945945945946,1610612744,9,226,38.0,
10,27.0,7.0131578947368425,1.3947368421052628,6.592105263157895,4,3.4605263157894735,1.0657894736842106,0.2485,8.552631578947368,3.5789473684210527,0.4036710526315792,2.8026315789473686,1.9868421052631582,0.5625263157894737,76.0,6-7,14.0,32.56578947368421,23,1.2894736842105263,2.8552631578947367,Draymond Green,203110,10.81578947368421,F,10.210526315789474,7.88157894736842,2016,2.026315789473684,2.421052631578948,1610612744,10,230,62.0,
11,33.0,1.8857142857142857,0.4714285714285714,3.8571428571428568,13,0.028571428571428567,0.0,0.0,4.385714285714286,2.342857142857143,0.5357714285714287,1.8,1.4,0.4653428571428571,70.0,6-11,12.0,18.071428571428573,27,2.0,2.3714285714285714,Zaza Pachulia,2585,5.985714285714287,C,6.085714285714285,5.857142857142858,2016,0.8428571428571429,1.2428571428571429,1610612744,11,275,58.0,
12,29.0,6.632911392405063,0.21518987341772156,3.6962025316455698,7,9.9873417721519,4.10126582278481,0.4013164556962025,18.26582278481013,8.544303797468354,0.4674430379746837,4.582278481012659,4.113924050632911,0.807632911392405,79.0,6-3,14.0,33.367088607594944,30,0.7721518987341772,2.316455696202532,Stephen Curry,201939,12.873417721518988,G,25.30379746835443,4.4683544303797476,2016,1.7974683544303798,3.0253164556962027,1610612744,12,190,65.0,
13,31.0,1.8289473684210529,0.2631578947368421,1.618421052631579,11,0.03947368421052632,0.013157894736842105,0.013157894736842105,4.157894736842104,2.276315789473684,0.5434210526315791,0.7894736842105263,0.5526315789473685,0.28618421052631576,76.0,6-7,13.0,17.69736842105263,34,0.3684210526315789,1.5789473684210529,Shaun Livingston,2733,1.9868421052631582,G,5.118421052631579,1.9868421052631582,2016,0.5,0.8157894736842105,1610612744,13,192,63.0,
