,AGE,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,HEIGHT,LOSES,MIN,NUM,OREB,PF,PLAYER,PLAYER_ID,PLUS_MINUS,POSITION,PTS,REB,SEASON,STL,TOV,TeamID,Unnamed: 0,WEIGHT,WINS,WL
12,36.0,0.9433962264150944,0.1320754716981132,1.8301886792452833,14,2.5283018867924527,1.0,0.3569245283018868,4.150943396226415,1.7547169811320755,0.3943396226415096,0.8490566037735849,0.6792452830188679,0.21352830188679245,53.0,6-9,19.0,15.943396226415095,34,0.33962264150943394,1.2641509433962264,Mike Dunleavy,2399,-0.6792452830188679,G-F,5.188679245283018,2.1698113207547167,2016,0.2830188679245283,0.5283018867924528,1610612737,12,230,34.0,
13,32.0,0.5178571428571429,0.375,2.607142857142857,12,0.9642857142857144,0.3392857142857143,0.19941071428571427,3.821428571428572,1.5535714285714286,0.35892857142857143,1.4642857142857142,1.1428571428571428,0.381375,56.0,6-9,25.0,12.303571428571427,43,1.0714285714285714,1.2321428571428572,Kris Humphries,2743,-1.1964285714285714,F,4.589285714285714,3.678571428571429,2016,0.26785714285714285,0.5,1610612737,13,235,31.0,
0,26.0,2.2181818181818183,0.2,4.890909090909091,6,5.036363636363637,1.963636363636364,0.3865818181818181,14.090909090909092,6.527272727272727,0.4640363636363635,1.690909090909091,1.2363636363636363,0.42194545454545457,55.0,6-2,21.0,33.4,0,1.181818181818182,2.5636363636363635,Avery Bradley,202340,1.3272727272727274,G,16.254545454545454,6.072727272727272,2016,1.2363636363636363,1.6,1610612738,0,180,34.0,
1,28.0,5.894736842105262,0.17105263157894735,2.131578947368421,5,8.5,3.2236842105263164,0.37476315789473696,19.38157894736842,8.973684210526315,0.4638684210526315,8.539473684210527,7.763157894736842,0.8748684210526317,76.0,5-9,25.0,33.8421052631579,4,0.5526315789473685,2.1973684210526314,Isaiah Thomas,202738,3.6052631578947367,G,28.934210526315788,2.6842105263157894,2016,0.9210526315789472,2.763157894736842,1610612738,1,185,51.0,
2,20.0,0.8205128205128205,0.2307692307692308,2.243589743589744,R,1.7179487179487178,0.5897435897435898,0.2211410256410256,5.410256410256411,2.4615384615384617,0.4071282051282053,1.5897435897435896,1.0897435897435896,0.3811794871794872,78.0,6-7,28.0,17.205128205128204,7,0.5769230769230769,1.8205128205128205,Jaylen Brown,1627759,-1.5897435897435896,F,6.602564102564102,2.8205128205128207,2016,0.4487179487179487,0.8717948717948718,1610612738,2,225,50.0,
3,30.0,0.9102564102564102,0.21794871794871795,2.730769230769231,6,1.6666666666666667,0.5769230769230769,0.31216666666666665,3.358974358974359,1.4615384615384617,0.42694871794871786,0.4743589743589744,0.3333333333333333,0.1794871794871795,78.0,6-10,27.0,15.833333333333336,8,0.7564102564102564,1.5641025641025639,Jonas Jerebko,201973,0.5,F,3.8333333333333335,3.4871794871794872,2016,0.3205128205128205,0.5,1610612738,3,231,51.0,
5,23.0,1.7702702702702702,0.14864864864864866,2.5270270270270268,1,2.418918918918919,0.7702702702702703,0.2545270270270269,5.554054054054054,2.0405405405405403,0.35110810810810805,0.8918918918918919,0.6891891891891891,0.2766891891891892,74.0,6-2,27.0,17.14864864864865,12,0.5405405405405406,0.9324324324324323,Terry Rozier,1626179,-0.17567567567567569,G,5.54054054054054,3.0675675675675675,2016,0.6081081081081081,0.6351351351351351,1610612738,5,190,47.0,
7,31.0,0.7021276595744681,0.14893617021276595,1.4468085106382982,9,2.3617021276595747,0.8297872340425532,0.2712765957446808,4.9361702127659575,2.0212765957446805,0.353404255319149,0.8723404255319149,0.7021276595744681,0.2393617021276596,47.0,6-7,15.0,11.468085106382981,30,0.3404255319148936,1.0212765957446808,Gerald Green,101123,0.1914893617021277,F,5.574468085106383,1.7872340425531914,2016,0.1914893617021277,0.5319148936170213,1610612738,7,205,32.0,
8,23.0,4.6075949367088604,0.4303797468354431,2.873417721518988,2,4.2025316455696204,1.1898734177215189,0.2657974683544304,9.481012658227847,3.4050632911392404,0.3506962025316456,3.1645569620253164,2.5696202531645564,0.6674556962025315,79.0,6-4,28.0,30.417721518987346,36,0.9873417721518988,2.4303797468354436,Marcus Smart,203935,1.6455696202531649,G,10.569620253164556,3.8607594936708862,2016,1.5822784810126582,2.0126582278481013,1610612738,8,220,51.0,
9,26.0,1.9733333333333332,0.38666666666666666,3.84,3,2.56,0.9066666666666666,0.32492000000000004,6.7733333333333325,3.466666666666667,0.4909200000000001,1.64,1.2,0.4632133333333333,75.0,7-0,26.0,20.453333333333333,41,0.9733333333333334,2.76,Kelly Olynyk,203482,0.21333333333333332,C-F,9.04,4.8133333333333335,2016,0.5866666666666667,1.28,1610612738,9,238,49.0,
10,31.0,4.955882352941177,1.2647058823529411,5.441176470588236,9,3.5588235294117645,1.2647058823529411,0.3753970588235294,11.779411764705882,5.5735294117647065,0.4811911764705882,1.9852941176470589,1.5882352941176472,0.5591470588235294,68.0,6-10,22.0,32.338235294117645,42,1.3970588235294117,2.0294117647058822,Al Horford,201143,3.1617647058823533,C,14.0,6.838235294117648,2016,0.7647058823529411,1.6911764705882353,1610612738,10,245,46.0,
11,27.0,0.8235294117647058,0.4117647058823529,1.5882352941176472,4,0.0196078431372549,0.0,0.0,3.0980392156862746,1.5294117647058822,0.4383921568627449,0.7647058823529411,0.4313725490196079,0.2002745098039216,51.0,7-0,19.0,10.294117647058824,44,0.8431372549019608,1.196078431372549,Tyler Zeller,203092,-0.0784313725490196,C,3.4901960784313726,2.431372549019608,2016,0.13725490196078433,0.392156862745098,1610612738,11,253,32.0,
13,30.0,1.75,0.775,3.1,11,0.825,0.3375,0.189575,4.625,2.6625,0.5669624999999999,1.25,0.8375,0.3246,80.0,6-9,29.0,20.1125,90,1.475,2.6375,Amir Johnson,101161,2.5875,F,6.5,4.575,2016,0.6375,0.9625,1610612738,13,240,51.0,
14,26.0,2.1527777777777777,0.3194444444444444,5.097222222222221,4,5.472222222222222,2.180555555555556,0.4008749999999999,10.0,4.625,0.4563888888888889,3.013888888888889,2.4444444444444446,0.6326666666666667,72.0,6-6,24.0,32.458333333333336,99,0.6666666666666666,2.2361111111111107,Jae Crowder,203109,4.902777777777779,F,13.875,5.763888888888888,2016,1.0138888888888888,1.1111111111111112,1610612738,14,235,48.0,
0,28.0,1.9333333333333331,0.35,8.633333333333333,8,6.4833333333333325,2.4166666666666665,0.32385,14.45,6.166666666666668,0.4173666666666666,4.916666666666667,4.283333333333333,0.7718333333333336,60.0,6-10,20.0,31.45,0,2.466666666666667,2.083333333333333,Kevin Love,201567,5.6,F,19.03333333333333,11.1,2016,0.8833333333333333,2.033333333333333,1610612739,0,251,40.0,
