,TeamID,SEASON,PLAYER,NUM,POSITION,HEIGHT,WEIGHT,AGE,EXP,PLAYER_ID,AST,BLK,DREB,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,LOSES,MIN,OREB,PF,PLUS_MINUS,PTS,REB,STL,TOV,WINS,WL
0,1610612755,2016,Jerryd Bayless,0,G,6-3,200,28.0,8,201573,4.333333333333333,0.0,3.0,1.6666666666666667,0.6666666666666666,0.5,10.666666666666666,3.6666666666666665,0.31433333333333335,3.3333333333333335,3.0,0.9443333333333334,3.0,2.0,23.666666666666668,1.0,1.3333333333333333,-7.0,11.0,4.0,0.0,3.0,1.0,
1,1610612755,2016,T.J. McConnell,1,G,6-2,200,25.0,1,204456,6.592592592592593,0.12345679012345678,2.617283950617284,0.6790123456790124,0.13580246913580246,0.08744444444444445,6.320987654320987,2.9135802469135803,0.44674074074074066,1.1111111111111112,0.9012345679012346,0.35758024691358026,81.0,54.0,26.395061728395063,0.48148148148148145,1.7160493827160495,-3.8518518518518516,6.864197530864198,3.0987654320987654,1.654320987654321,1.962962962962963,27.0,
2,1610612755,2016,Alex Poythress,5,F,6-7,238,23.0,R,1627816,0.8333333333333334,0.3333333333333333,3.0,3.1666666666666665,1.0,0.20233333333333334,9.0,4.166666666666667,0.43083333333333335,1.6666666666666667,1.3333333333333333,0.5555,6.0,6.0,26.166666666666668,1.8333333333333333,2.3333333333333335,-5.833333333333333,10.666666666666666,4.833333333333333,0.5,0.5,0.0,
3,1610612755,2016,Jahlil Okafor,8,C,6-11,275,21.0,1,1626143,1.16,0.98,3.18,0.0,0.0,0.0,9.42,4.84,0.50808,3.16,2.12,0.4899199999999999,50.0,35.0,22.7,1.62,2.44,-6.44,11.8,4.8,0.4,1.82,15.0,
4,1610612755,2016,Dario Saric,9,F,6-10,223,23.0,R,203967,2.246913580246914,0.37037037037037035,4.950617283950617,4.209876543209877,1.308641975308642,0.2885308641975308,11.444444444444445,4.703703703703703,0.3844691358024693,2.7160493827160495,2.123456790123457,0.6090987654320988,81.0,53.0,26.271604938271604,1.382716049382716,2.0,-3.728395061728395,12.839506172839506,6.333333333333333,0.7037037037037037,2.259259259259259,28.0,
5,1610612755,2016,Nik Stauskas,11,G,6-6,205,23.0,2,203917,2.35,0.4,2.5625,4.4875,1.65,0.3543374999999999,7.925,3.1375,0.39498749999999994,1.875,1.525,0.521875,80.0,53.0,27.3875,0.2625,1.8,-2.3125,9.45,2.825,0.5625,1.6,27.0,
6,1610612755,2016,Gerald Henderson,12,G,6-5,215,29.0,7,201945,1.5555555555555556,0.20833333333333334,2.0972222222222223,2.4027777777777777,0.8472222222222222,0.3135277777777778,7.680555555555555,3.25,0.40750000000000014,2.2916666666666665,1.8472222222222223,0.4916805555555555,72.0,48.0,23.180555555555557,0.4722222222222222,1.7916666666666667,-4.291666666666667,9.194444444444445,2.5694444444444446,0.5555555555555556,0.8611111111111112,24.0,
7,1610612755,2016,Sergio Rodriguez,14,G,6-3,176,31.0,4,200771,5.0588235294117645,0.058823529411764705,2.0,3.7058823529411766,1.3529411764705883,0.3439558823529411,7.882352941176471,3.088235294117647,0.39717647058823524,0.39705882352941174,0.2647058823529412,0.17279411764705882,68.0,44.0,22.308823529411764,0.3088235294117647,1.3970588235294117,-2.014705882352941,7.794117647058823,2.3088235294117645,0.7205882352941176,1.8823529411764706,24.0,
8,1610612755,2016,Timothe Luwawu-Cabarrot,20,G-F,6-6,205,22.0,R,1627789,1.0869565217391304,0.14492753623188406,1.7971014492753623,2.3333333333333335,0.7246376811594203,0.24836231884057972,5.231884057971015,2.101449275362319,0.36799999999999994,1.7826086956521738,1.5217391304347827,0.4946811594202899,69.0,46.0,17.231884057971016,0.36231884057971014,2.2318840579710146,-0.8405797101449275,6.449275362318841,2.1594202898550723,0.463768115942029,1.0579710144927537,23.0,
9,1610612755,2016,Joel Embiid,21,C,7-0,250,23.0,R,203954,2.129032258064516,2.4516129032258065,5.870967741935484,3.161290322580645,1.1612903225806452,0.3241290322580645,13.838709677419354,6.451612903225806,0.47016129032258075,7.870967741935484,6.161290322580645,0.7831935483870968,31.0,18.0,25.35483870967742,1.967741935483871,3.6129032258064515,2.2903225806451615,20.225806451612904,7.838709677419355,0.8709677419354839,3.774193548387097,13.0,
10,1610612755,2016,Richaun Holmes,22,F,6-10,245,23.0,1,1626158,1.0175438596491229,0.9649122807017544,3.807017543859649,1.3508771929824561,0.47368421052631576,0.23243859649122808,7.228070175438597,4.035087719298246,0.5663684210526316,1.8070175438596492,1.263157894736842,0.4783508771929824,57.0,41.0,20.87719298245614,1.6491228070175439,2.3859649122807016,-4.0,9.807017543859649,5.456140350877193,0.7368421052631579,0.9649122807017544,16.0,
11,1610612755,2016,Justin Anderson,23,G-F,6-6,228,23.0,1,1626147,0.88,0.30666666666666664,2.3466666666666667,2.5866666666666664,0.7733333333333333,0.2702133333333333,5.8533333333333335,2.48,0.3937333333333333,1.72,1.36,0.41189333333333344,75.0,51.0,16.36,0.92,1.4533333333333334,-2.5866666666666664,7.093333333333334,3.2666666666666666,0.5466666666666666,0.88,24.0,
12,1610612755,2016,Ben Simmons,25,F,6-10,240,20.0,R,1627732,,,,,,,,,,,,,0.0,0.0,,,,,,,,,0.0,
