,Unnamed: 0,PLAYER,POSITION,SEASON,GP,MIN,PTS,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,HEIGHT,LOSES,NUM,OREB,PF,PLAYER_ID,PLUS_MINUS,REB,STL,TOV,TeamID,WEIGHT,WINS,AGE
3962,3962,Nikola Mirotic,F,2016,70.0,24.014285714285716,10.628571428571428,1.0714285714285714,0.7857142857142857,4.614285714285714,2,5.385714285714287,1.8428571428571427,0.3304857142857142,8.928571428571429,3.6857142857142855,0.3897999999999999,1.8285714285714283,1.4142857142857144,0.4482285714285714,6-10,33.0,44.0,0.8714285714285714,1.8285714285714283,202703,2.8285714285714287,5.485714285714287,0.7571428571428571,1.1428571428571428,1610612741,238,37.0,26.0
3963,3963,Denzel Valentine,G,2016,57.0,17.105263157894736,5.105263157894737,1.1052631578947372,0.12280701754385966,2.456140350877193,R,3.649122807017544,1.2807017543859651,0.2817017543859649,5.052631578947368,1.7894736842105263,0.28996491228070176,0.3157894736842105,0.2456140350877193,0.12719298245614036,6-6,29.0,45.0,0.19298245614035087,1.5087719298245614,1627756,-0.3157894736842105,2.649122807017544,0.5263157894736842,0.8596491228070176,1610612741,212,28.0,23.0
3965,3965,Nerlens Noel,F-C,2016,51.0,20.49019607843137,8.725490196078429,0.9803921568627452,0.9803921568627452,3.941176470588237,2,0.0196078431372549,0.0,0.0,6.0588235294117645,3.607843137254902,0.6032941176470589,2.176470588235294,1.5098039215686274,0.5372549019607843,6-11,27.0,3.0,1.8235294117647056,2.4705882352941178,203457,-1.6666666666666667,5.764705882352941,1.2745098039215683,1.0,1610612742,228,24.0,23.0
3966,3966,J.J. Barea,G,2016,35.0,22.0,10.885714285714288,5.514285714285713,0.028571428571428567,2.142857142857143,10,4.228571428571429,1.5142857142857142,0.33668571428571425,9.8,4.057142857142857,0.4042857142857145,1.457142857142857,1.2571428571428571,0.39,6-0,24.0,5.0,0.2571428571428571,0.8571428571428571,200826,0.2857142857142857,2.4,0.4,1.8,1610612742,185,11.0,33.0
3968,3968,Dwight Powell,F-C,2016,77.0,17.25974025974026,6.701298701298702,0.6363636363636364,0.5064935064935064,2.7662337662337664,2,0.9610389610389608,0.2727272727272727,0.10377922077922078,4.896103896103896,2.51948051948052,0.486909090909091,1.8311688311688312,1.3896103896103895,0.4395454545454545,6-11,47.0,7.0,1.207792207792208,1.7532467532467533,203939,-2.1818181818181817,3.9740259740259742,0.7922077922077922,0.4415584415584416,1610612742,240,30.0,25.0
3970,3970,Dorian Finney-Smith,F,2016,81.0,20.271604938271604,4.320987654320987,0.8271604938271605,0.30864197530864196,2.0617283950617282,R,2.3580246913580245,0.6913580246913579,0.2404938271604937,4.111111111111111,1.530864197530864,0.3432962962962963,0.7530864197530864,0.5679012345679012,0.22530864197530864,6-8,48.0,10.0,0.6790123456790124,1.5432098765432098,1627827,-1.4814814814814814,2.740740740740741,0.6419753086419753,0.5555555555555556,1610612742,220,33.0,24.0
3971,3971,Yogi Ferrell,G,2016,46.0,26.108695652173914,10.043478260869565,3.739130434782609,0.1956521739130435,1.9782608695652173,R,3.8260869565217392,1.4782608695652173,0.33843478260869564,8.565217391304348,3.4782608695652173,0.3981739130434783,1.934782608695652,1.608695652173913,0.4927608695652174,6-0,28.0,11.0,0.43478260869565216,1.9565217391304348,1627812,-2.5434782608695654,2.4130434782608696,0.9130434782608696,1.5217391304347827,1610612742,180,18.0,24.0
3975,3975,Wesley Matthews,G-F,2016,73.0,34.178082191780824,13.506849315068493,2.8767123287671232,0.2054794520547945,3.3013698630136985,7,6.5616438356164375,2.3835616438356166,0.3659726027397261,11.602739726027398,4.561643835616438,0.38631506849315067,2.4520547945205484,2.0,0.5433698630136986,6-5,44.0,23.0,0.2465753424657534,2.2054794520547945,202083,-2.643835616438356,3.547945205479452,1.0547945205479452,1.3972602739726028,1610612742,220,29.0,30.0
3976,3976,Seth Curry,G,2016,70.0,28.985714285714284,12.82857142857143,2.7,0.1,2.2,3,4.6,1.957142857142857,0.4103428571428571,10.042857142857144,4.8285714285714265,0.4828285714285714,1.4285714285714286,1.2142857142857142,0.4923857142857143,6-2,40.0,30.0,0.35714285714285715,1.8,203552,-0.5285714285714286,2.557142857142857,1.1285714285714286,1.3142857142857145,1610612742,185,30.0,26.0
3977,3977,Devin Harris,G,2016,65.0,16.753846153846155,6.723076923076923,2.0923076923076924,0.1076923076923077,1.7846153846153847,12,2.723076923076924,0.8923076923076924,0.2728153846153845,5.246153846153846,2.0923076923076924,0.3721999999999999,1.984615384615385,1.646153846153846,0.5146153846153847,6-3,36.0,34.0,0.16923076923076924,1.5538461538461539,2734,0.6,1.9538461538461536,0.6615384615384615,0.8769230769230769,1610612742,185,29.0,34.0
3978,3978,Harrison Barnes,F,2016,79.0,35.506329113924046,19.215189873417717,1.4683544303797469,0.18987341772151886,3.8101265822784818,4,2.8101265822784813,0.9873417721518988,0.3262911392405062,16.20253164556962,7.582278481012659,0.4620759493670885,3.556962025316456,3.0632911392405062,0.6596202531645571,6-8,47.0,40.0,1.1772151898734178,1.620253164556962,203084,-1.7215189873417722,4.987341772151898,0.8227848101265823,1.2911392405063291,1610612742,225,32.0,25.0
3979,3979,Dirk Nowitzki,F,2016,54.0,26.296296296296298,14.24074074074074,1.5185185185185186,0.7037037037037037,6.1111111111111125,18,3.8703703703703702,1.4629629629629632,0.3462592592592592,12.555555555555555,5.481481481481482,0.4389629629629628,2.074074074074074,1.8148148148148149,0.6012037037037038,7-0,31.0,41.0,0.4259259259259259,2.092592592592593,1717,-0.2222222222222222,6.537037037037037,0.5555555555555556,0.9444444444444444,1610612742,245,23.0,39.0
3981,3981,Darrell Arthur,F,2016,41.0,15.634146341463413,6.3902439024390265,1.024390243902439,0.5121951219512195,2.1219512195121952,7,2.8536585365853657,1.2926829268292683,0.41707317073170735,5.243902439024391,2.3170731707317067,0.4395853658536584,0.5365853658536586,0.4634146341463415,0.15582926829268293,6-9,21.0,0.0,0.6097560975609756,1.8536585365853653,201589,-0.5365853658536586,2.731707317073171,0.4634146341463415,0.8780487804878049,1610612743,235,20.0,29.0
3982,3982,Emmanuel Mudiay,G,2016,55.0,25.654545454545456,10.963636363636363,3.945454545454545,0.2363636363636364,2.709090909090909,1,3.2363636363636363,1.018181818181818,0.2445636363636364,10.01818181818182,3.7818181818181817,0.35236363636363643,3.036363636363636,2.3818181818181814,0.5276545454545454,6-5,30.0,0.0,0.5272727272727272,1.7272727272727273,1626144,-2.4181818181818184,3.2363636363636363,0.7454545454545455,2.2363636363636363,1610612743,200,25.0,21.0
3983,3983,Jameer Nelson,G,2016,75.0,27.32,9.16,5.133333333333334,0.10666666666666667,2.1866666666666665,12,3.64,1.413333333333333,0.3420266666666666,8.053333333333333,3.5733333333333333,0.4237066666666667,0.84,0.6,0.235,6-0,41.0,1.0,0.37333333333333335,2.6266666666666665,2749,1.7733333333333334,2.56,0.72,1.7066666666666668,1610612743,190,34.0,35.0
3985,3985,Will Barton,G-F,2016,60.0,28.41666666666667,13.666666666666664,3.433333333333333,0.4666666666666667,3.35,4,3.9166666666666665,1.45,0.3397333333333333,11.1,4.916666666666667,0.42445000000000016,3.1666666666666665,2.3833333333333333,0.6069000000000001,6-6,29.0,5.0,0.9666666666666668,1.8333333333333333,203115,-1.4333333333333331,4.316666666666666,0.8,1.6166666666666667,1610612743,175,31.0,26.0
3986,3986,Danilo Gallinari,F,2016,63.0,33.87301587301587,18.17460317460317,2.142857142857143,0.2380952380952381,4.53968253968254,7,5.142857142857143,2.0,0.4083809523809524,11.904761904761903,5.317460317460316,0.4507936507936509,6.142857142857142,5.5396825396825395,0.8352063492063493,6-10,32.0,8.0,0.6190476190476191,1.4761904761904765,201568,2.5238095238095237,5.158730158730159,0.6349206349206349,1.3015873015873016,1610612743,225,31.0,28.0
3987,3987,Gary Harris,G,2016,57.0,31.26315789473684,14.929824561403509,2.8771929824561404,0.14035087719298245,2.280701754385965,2,4.473684210526316,1.8771929824561404,0.4041929824561403,11.175438596491228,5.614035087719297,0.4901578947368422,2.3508771929824563,1.824561403508772,0.6061578947368421,6-4,28.0,14.0,0.8421052631578947,1.6140350877192982,203914,1.4210526315789471,3.12280701754386,1.2456140350877194,1.3333333333333333,1610612743,210,29.0,22.0
3988,3988,Nikola Jokic,F-C,2016,73.0,27.849315068493148,16.726027397260275,4.917808219178082,0.7534246575342466,6.931506849315069,1,1.904109589041096,0.6164383561643836,0.2557260273972602,11.698630136986301,6.767123287671232,0.5817671232876713,3.1232876712328768,2.5753424657534247,0.624945205479452,6-10,36.0,15.0,2.904109589041096,2.9315068493150687,203999,4.068493150684931,9.835616438356164,0.8356164383561644,2.3424657534246576,1610612743,250,37.0,22.0
3989,3989,Wilson Chandler,F,2016,71.0,30.90140845070423,15.732394366197186,1.9859154929577465,0.4225352112676056,5.028169014084507,8,4.591549295774648,1.5492957746478873,0.31514084507042256,13.225352112676056,6.098591549295776,0.4473380281690141,2.732394366197183,1.9859154929577465,0.5472535211267605,6-8,36.0,21.0,1.4507042253521127,2.422535211267605,201163,-0.4788732394366197,6.478873239436622,0.7183098591549296,1.6056338028169015,1610612743,225,35.0,30.0
3990,3990,Mason Plumlee,C,2016,81.0,26.51851851851852,10.395061728395063,3.5061728395061733,1.1358024691358024,5.37037037037037,3,0.07407407407407407,0.0,0.0,7.691358024691357,4.1234567901234565,0.5493333333333333,3.7037037037037037,2.1481481481481484,0.4813703703703704,6-11,43.0,24.0,2.098765432098765,2.7901234567901234,203486,-0.012345679012345678,7.469135802469138,0.8518518518518519,1.6543209876543212,1610612743,255,38.0,27.0
3992,3992,Jamal Murray,G,2016,82.0,21.52439024390244,9.890243902439023,2.073170731707317,0.2926829268292683,2.1097560975609757,R,4.195121951219512,1.4024390243902438,0.29003658536585364,8.902439024390244,3.597560975609756,0.3723170731707317,1.4634146341463414,1.2926829268292683,0.4782560975609756,6-4,42.0,27.0,0.5,1.5121951219512195,1627750,0.9268292682926828,2.609756097560976,0.6219512195121951,1.3780487804878048,1610612743,207,40.0,20.0
3994,3994,Kenneth Faried,F,2016,61.0,21.311475409836067,9.62295081967213,0.9016393442622952,0.6557377049180327,4.573770491803279,5,0.09836065573770493,0.0,0.0,6.819672131147541,3.737704918032787,0.5041475409836065,3.098360655737705,2.1475409836065573,0.5496721311475409,6-8,32.0,35.0,3.0,2.0327868852459017,202702,-0.9672131147540984,7.573770491803278,0.7049180327868853,0.9672131147540984,1610612743,228,29.0,27.0
3996,3996,Patrick McCaw,G,2016,71.0,15.169014084507046,3.971830985915493,1.0845070422535212,0.2112676056338028,1.1126760563380282,R,1.7323943661971832,0.5774647887323944,0.2474225352112676,3.4507042253521125,1.4929577464788732,0.3849859154929577,0.5211267605633803,0.4084507042253521,0.1936619718309859,6-7,14.0,0.0,0.29577464788732394,0.8732394366197183,1627775,-0.5211267605633803,1.4084507042253518,0.4507042253521127,0.5070422535211268,1610612744,185,57.0,21.0
4000,4000,Andre Iguodala,G-F,2016,76.0,26.328947368421048,7.552631578947367,3.4342105263157894,0.5131578947368421,3.3289473684210527,12,2.3289473684210527,0.8421052631578947,0.3188421052631578,5.4605263157894735,2.8815789473684217,0.5001842105263158,1.3421052631578947,0.9473684210526316,0.31475000000000003,6-6,12.0,9.0,0.6710526315789473,1.2763157894736843,2738,6.921052631578947,4.0,1.0,0.7631578947368421,1610612744,215,64.0,33.0
4001,4001,Klay Thompson,G,2016,78.0,33.93589743589744,22.33333333333333,2.051282051282051,0.5128205128205128,3.0256410256410247,5,8.294871794871796,3.435897435897436,0.4090384615384615,17.641025641025642,8.256410256410257,0.4672948717948717,2.7948717948717947,2.3846153846153846,0.6131794871794871,6-7,12.0,11.0,0.6282051282051282,1.7820512820512822,202691,10.166666666666666,3.6538461538461537,0.8461538461538461,1.641025641025641,1610612744,215,66.0,27.0
4005,4005,Matt Barnes,F,2016,74.0,24.05405405405405,7.121621621621622,2.635135135135134,0.35135135135135137,4.243243243243243,13,3.554054054054053,1.1756756756756757,0.3041216216216216,6.391891891891893,2.5,0.3912432432432433,1.2027027027027026,0.9459459459459459,0.33914864864864863,6-7,36.0,22.0,0.9459459459459459,2.5,2440,-0.8918918918918919,5.1891891891891895,0.6486486486486487,1.445945945945946,1610612744,226,38.0,37.0
4006,4006,Draymond Green,F,2016,76.0,32.56578947368421,10.210526315789474,7.0131578947368425,1.3947368421052628,6.592105263157895,4,3.460526315789473,1.0657894736842106,0.2485,8.552631578947368,3.5789473684210527,0.4036710526315792,2.8026315789473686,1.9868421052631584,0.5625263157894737,6-7,14.0,23.0,1.2894736842105263,2.8552631578947367,203110,10.81578947368421,7.88157894736842,2.026315789473684,2.4210526315789482,1610612744,230,62.0,27.0
4007,4007,Zaza Pachulia,C,2016,70.0,18.071428571428573,6.085714285714285,1.8857142857142857,0.4714285714285714,3.8571428571428568,13,0.028571428571428567,0.0,0.0,4.385714285714286,2.342857142857143,0.5357714285714287,1.8,1.4,0.4653428571428571,6-11,12.0,27.0,2.0,2.3714285714285714,2585,5.985714285714287,5.857142857142858,0.8428571428571429,1.2428571428571429,1610612744,275,58.0,33.0
4008,4008,Stephen Curry,G,2016,79.0,33.367088607594944,25.30379746835443,6.632911392405063,0.2151898734177216,3.6962025316455698,7,9.9873417721519,4.10126582278481,0.4013164556962025,18.26582278481013,8.544303797468354,0.4674430379746837,4.582278481012659,4.113924050632911,0.807632911392405,6-3,14.0,30.0,0.7721518987341772,2.3164556962025316,201939,12.873417721518988,4.468354430379748,1.7974683544303798,3.0253164556962027,1610612744,190,65.0,29.0
4009,4009,Shaun Livingston,G,2016,76.0,17.69736842105263,5.118421052631579,1.8289473684210529,0.2631578947368421,1.618421052631579,11,0.03947368421052632,0.013157894736842105,0.013157894736842105,4.1578947368421035,2.276315789473684,0.5434210526315791,0.7894736842105263,0.5526315789473685,0.28618421052631576,6-7,13.0,34.0,0.3684210526315789,1.5789473684210529,2733,1.9868421052631584,1.9868421052631584,0.5,0.8157894736842105,1610612744,192,63.0,31.0
4010,4010,Kevin Durant,F,2016,62.0,33.41935483870968,25.080645161290327,4.838709677419357,1.596774193548387,7.645161290322582,9,5.032258064516129,1.8870967741935485,0.3608548387096774,16.548387096774196,8.887096774193546,0.5339838709677419,6.193548387096772,5.419354838709676,0.7991935483870968,6-9,11.0,35.0,0.6290322580645161,1.8870967741935485,201142,11.467741935483868,8.274193548387098,1.064516129032258,2.225806451612903,1610612744,240,51.0,28.0
4011,4011,Trevor Ariza,F,2016,80.0,34.6625,11.7,2.1875,0.25,5.05,12,6.9375,2.3875,0.34237499999999993,9.975,4.075,0.41005,1.575,1.1625,0.4154125,6-8,27.0,1.0,0.675,1.6625,2772,4.575,5.725,1.8375,0.9125,1610612745,215,53.0,32.0
4012,4012,Patrick Beverley,G,2016,67.0,30.67164179104477,9.537313432835822,4.1940298507462686,0.373134328358209,4.447761194029852,4,4.298507462686567,1.6417910447761197,0.33950746268656706,8.104477611940299,3.4029850746268657,0.39835820895522384,1.4179104477611941,1.0895522388059702,0.4164179104477612,6-1,21.0,2.0,1.4179104477611941,3.3134328358208966,201976,5.268656716417911,5.865671641791044,1.4776119402985075,1.492537313432836,1610612745,185,46.0,28.0
4013,4013,Ryan Anderson,F,2016,72.0,29.347222222222207,13.597222222222221,0.9444444444444444,0.19444444444444445,3.0277777777777777,8,7.027777777777778,2.833333333333333,0.3875416666666667,10.736111111111107,4.486111111111111,0.4055416666666665,2.083333333333333,1.7916666666666667,0.5204305555555556,6-10,22.0,3.0,1.5555555555555556,1.9722222222222223,201583,5.666666666666668,4.583333333333333,0.4305555555555556,0.7638888888888888,1610612745,240,50.0,29.0
4014,4014,Montrezl Harrell,F,2016,58.0,18.41379310344828,9.086206896551724,1.1034482758620692,0.7241379310344828,2.3793103448275863,1,0.1206896551724138,0.017241379310344827,0.017241379310344827,5.948275862068965,3.8793103448275854,0.6456724137931034,2.086206896551724,1.3103448275862069,0.4236034482758621,6-8,19.0,5.0,1.3965517241379308,2.1724137931034484,1626149,1.8275862068965518,3.7758620689655173,0.3448275862068966,0.7586206896551724,1610612745,240,39.0,23.0
4015,4015,Sam Dekker,F,2016,77.0,18.441558441558442,6.545454545454546,0.987012987012987,0.2727272727272727,2.467532467532468,1,2.4285714285714284,0.7792207792207793,0.2801298701298701,5.571428571428571,2.636363636363636,0.4460779220779222,0.8831168831168831,0.4935064935064935,0.18463636363636365,6-9,25.0,7.0,1.2207792207792207,1.0779220779220782,1626155,0.987012987012987,3.688311688311688,0.4935064935064935,0.5324675324675324,1610612745,230,52.0,23.0
4017,4017,Eric Gordon,G,2016,75.0,30.96,16.226666666666667,2.506666666666667,0.5466666666666666,2.293333333333333,8,8.813333333333333,3.28,0.3683066666666667,13.546666666666667,5.493333333333332,0.40786666666666666,2.333333333333333,1.96,0.5754266666666668,6-4,25.0,10.0,0.38666666666666666,2.0,201569,3.933333333333333,2.68,0.64,1.6133333333333333,1610612745,215,50.0,28.0
4018,4018,Lou Williams,G,2016,81.0,24.592592592592588,17.543209876543212,2.9506172839506166,0.2469135802469136,2.1728395061728394,11,5.506172839506172,2.0123456790123457,0.33596296296296285,12.320987654320989,5.283950617283951,0.4150740740740742,5.641975308641976,4.962962962962963,0.8444320987654318,6-1,47.0,12.0,0.32098765432098764,1.1358024691358024,101150,0.6049382716049383,2.4938271604938267,0.9876543209876544,1.9753086419753083,1610612745,175,34.0,30.0
4019,4019,James Harden,G,2016,81.0,36.481481481481474,29.086419753086425,11.197530864197534,0.4691358024691358,6.962962962962963,7,9.333333333333334,3.2345679012345685,0.3390987654320988,18.925925925925924,8.320987654320987,0.44327160493827145,10.876543209876543,9.209876543209877,0.8500987654320986,6-5,27.0,13.0,1.1728395061728396,2.654320987654321,201935,5.234567901234568,8.135802469135802,1.4938271604938271,5.728395061728394,1610612745,220,54.0,27.0
4020,4020,Troy Williams,F,2016,30.0,18.566666666666666,6.166666666666668,0.8333333333333334,0.3333333333333333,1.8,R,2.066666666666667,0.6,0.16610000000000005,5.566666666666666,2.433333333333333,0.3677333333333333,1.0666666666666669,0.7,0.2008,6-7,11.0,14.0,0.5,2.0,1627786,-2.533333333333333,2.3,0.9,1.0666666666666669,1610612745,210,19.0,22.0
4021,4021,Clint Capela,C,2016,65.0,23.907692307692308,12.584615384615386,0.9692307692307692,1.2153846153846153,5.3538461538461535,2,0.0,0.0,0.0,8.661538461538461,5.569230769230769,0.6475384615384617,2.723076923076924,1.4461538461538461,0.407046153846154,6-10,21.0,15.0,2.7384615384615385,2.7538461538461543,203991,3.3076923076923075,8.092307692307692,0.5230769230769231,1.3384615384615384,1610612745,240,44.0,23.0
4025,4025,Nene,C-F,2016,67.0,17.880597014925375,9.089552238805972,0.9701492537313432,0.582089552238806,2.7910447761194046,14,0.13432835820895522,0.04477611940298507,0.04477611940298507,5.925373134328357,3.656716417910448,0.5889552238805973,2.9402985074626864,1.7313432835820894,0.4415373134328358,6-11,20.0,42.0,1.4179104477611941,2.4328358208955225,2403,2.91044776119403,4.208955223880597,0.8358208955223879,1.0895522388059702,1610612745,250,47.0,34.0
4027,4027,Raymond Felton,G,2016,80.0,21.275,6.725,2.3875,0.275,2.3125,11,1.8,0.575,0.238375,6.425,2.7625,0.4240249999999999,0.8,0.625,0.2052125,6-1,30.0,2.0,0.4125,1.5625,101109,-2.0375,2.725,0.825,1.0375,1610612746,205,50.0,33.0
4028,4028,Chris Paul,G,2016,61.0,31.491803278688533,18.098360655737704,9.229508196721312,0.13114754098360654,4.327868852459017,11,4.950819672131146,2.0327868852459017,0.4231311475409836,12.868852459016392,6.131147540983608,0.4754098360655738,4.262295081967213,3.80327868852459,0.7695409836065573,6-0,18.0,3.0,0.6557377049180327,2.3934426229508197,101108,9.524590163934427,4.9836065573770485,1.9508196721311484,2.4098360655737703,1610612746,175,43.0,32.0
4029,4029,JJ Redick,G,2016,78.0,28.19230769230769,15.038461538461535,1.4102564102564104,0.16666666666666666,2.051282051282051,10,6.0,2.5769230769230766,0.4247692307692309,11.410256410256407,5.0769230769230775,0.4389230769230769,2.58974358974359,2.3076923076923075,0.671653846153846,6-4,28.0,4.0,0.14102564102564102,1.6025641025641026,200755,6.064102564102564,2.1923076923076925,0.6923076923076923,1.2564102564102564,1610612746,190,50.0,33.0
4030,4030,Marreese Speights,F-C,2016,82.0,15.670731707317074,8.670731707317072,0.7926829268292683,0.5,3.475609756097561,8,3.3780487804878048,1.2560975609756098,0.3590487804878049,6.682926829268293,2.975609756097561,0.4342804878048782,1.670731707317073,1.4634146341463414,0.48939024390243896,6-10,31.0,5.0,1.0731707317073171,2.792682926829269,201578,-0.3902439024390244,4.548780487804878,0.2804878048780488,0.8414634146341463,1610612746,255,51.0,29.0
4031,4031,DeAndre Jordan,C,2016,81.0,31.71604938271605,12.703703703703706,1.1851851851851851,1.6543209876543212,10.074074074074074,8,0.02469135802469136,0.0,0.0,7.1234567901234565,5.08641975308642,0.7211851851851849,5.246913580246914,2.5308641975308643,0.4266790123456793,6-11,30.0,6.0,3.679012345679012,2.617283950617284,201599,5.617283950617285,13.753086419753089,0.6296296296296297,1.4197530864197532,1610612746,265,51.0,28.0
4034,4034,Jamal Crawford,G,2016,82.0,26.31707317073171,12.292682926829267,2.609756097560976,0.17073170731707318,1.3658536585365857,16,3.9268292682926833,1.4146341463414631,0.3246951219512194,10.609756097560977,4.378048780487805,0.3925121951219511,2.475609756097561,2.1219512195121952,0.6083658536585366,6-5,31.0,11.0,0.2073170731707317,1.4024390243902438,2037,0.25609756097560976,1.5731707317073171,0.7439024390243902,1.6341463414634143,1610612746,195,51.0,37.0
4035,4035,Luc Mbah a Moute,F,2016,80.0,22.3,6.05,0.4875,0.4375,1.575,8,1.375,0.5375,0.2989750000000001,4.725,2.3875,0.4786125,1.0875,0.7375,0.34063750000000004,6-8,31.0,12.0,0.55,1.525,201601,3.2875,2.125,1.0125,0.575,1610612746,230,49.0,30.0
4036,4036,Austin Rivers,G,2016,74.0,27.77027027027027,12.013513513513516,2.756756756756757,0.13513513513513514,1.9054054054054053,4,4.04054054054054,1.5,0.3013513513513513,9.87837837837838,4.364864864864865,0.4188918918918919,2.581081081081081,1.7837837837837838,0.5050675675675678,6-4,31.0,25.0,0.2702702702702703,2.5270270270270268,203085,-0.13513513513513514,2.1756756756756763,0.6486486486486487,1.554054054054054,1610612746,200,43.0,24.0
4038,4038,Blake Griffin,F,2016,61.0,34.0655737704918,21.57377049180328,4.918032786885246,0.3606557377049181,6.311475409836067,6,1.8524590163934431,0.6229508196721312,0.2325737704918033,15.918032786885245,7.852459016393442,0.4909672131147542,6.901639344262295,5.245901639344262,0.7463934426229509,6-10,21.0,32.0,1.836065573770492,2.5737704918032787,201933,7.245901639344263,8.147540983606557,0.9344262295081968,2.3278688524590163,1610612746,251,40.0,28.0
4041,4041,Nick Young,G-F,2016,60.0,25.93333333333333,13.183333333333335,0.9666666666666668,0.2333333333333333,1.8833333333333333,9,7.016666666666668,2.833333333333333,0.3900000000000002,10.55,4.533333333333333,0.4097666666666667,1.5,1.2833333333333334,0.4925166666666667,6-7,41.0,0.0,0.4166666666666667,2.283333333333333,201156,-3.45,2.3,0.6166666666666667,0.6,1610612747,210,19.0,32.0
4042,4042,D'Angelo Russell,G,2016,63.0,28.793650793650798,15.61904761904762,4.809523809523808,0.25396825396825395,3.0158730158730163,1,6.095238095238094,2.142857142857143,0.3200476190476189,13.761904761904766,5.571428571428571,0.3853968253968253,2.984126984126984,2.333333333333333,0.5863650793650794,6-5,42.0,1.0,0.49206349206349204,2.0634920634920637,1626156,-5.666666666666668,3.507936507936508,1.380952380952381,2.793650793650793,1610612747,195,21.0,21.0
4043,4043,Corey Brewer,F,2016,82.0,15.634146341463413,4.524390243902438,1.1829268292682926,0.24390243902439024,1.6341463414634143,9,1.4390243902439024,0.32926829268292684,0.17479268292682926,4.243902439024391,1.7926829268292683,0.4026585365853659,0.8292682926829268,0.6097560975609756,0.3048780487804878,6-9,35.0,3.0,0.3902439024390244,1.6219512195121952,201147,0.8780487804878049,2.024390243902439,0.7439024390243902,0.6707317073170732,1610612747,186,47.0,31.0
4044,4044,Jordan Clarkson,G,2016,82.0,29.231707317073173,14.695121951219509,2.597560975609756,0.0975609756097561,2.4024390243902443,2,4.341463414634147,1.4268292682926829,0.2610975609756097,13.060975609756095,5.817073170731707,0.4416097560975612,2.048780487804878,1.6341463414634143,0.5339512195121952,6-5,56.0,6.0,0.5975609756097561,1.829268292682927,203903,-5.182926829268292,3.0,1.0731707317073171,2.0,1610612747,194,26.0,25.0
4045,4045,Larry Nance Jr.,F,2016,63.0,22.857142857142854,7.126984126984127,1.5238095238095235,0.6190476190476191,3.952380952380953,1,0.5714285714285714,0.15873015873015872,0.10317460317460317,5.730158730158732,3.0158730158730163,0.5167777777777778,1.2698412698412698,0.9365079365079364,0.2727619047619047,6-9,42.0,7.0,1.9047619047619049,2.3650793650793656,1626204,-2.095238095238096,5.857142857142858,1.3015873015873016,0.8888888888888888,1610612747,230,21.0,24.0
4046,4046,Luol Deng,F,2016,56.0,26.5,7.5892857142857135,1.3214285714285714,0.35714285714285715,4.142857142857143,12,2.946428571428572,0.9107142857142856,0.2386964285714286,7.571428571428571,2.9285714285714284,0.3446428571428571,1.125,0.8214285714285714,0.2344821428571429,6-9,38.0,9.0,1.125,1.0892857142857142,2736,-3.4821428571428568,5.267857142857143,0.8571428571428571,0.7678571428571429,1610612747,220,18.0,32.0
4049,4049,Brandon Ingram,F,2016,79.0,28.860759493670894,9.367088607594935,2.1012658227848102,0.4556962025316456,3.240506329113924,R,2.367088607594937,0.6962025316455697,0.2461898734177215,8.683544303797468,3.4936708860759493,0.3920379746835444,2.7088607594936707,1.6835443037974684,0.4649620253164558,6-9,53.0,14.0,0.7594936708860759,2.0,1627742,-4.873417721518988,4.0,0.6329113924050633,1.4683544303797469,1610612747,190,26.0,19.0
4051,4051,Timofey Mozgov,C,2016,54.0,20.48148148148148,7.425925925925926,0.7962962962962963,0.5740740740740741,2.962962962962963,6,0.018518518518518517,0.0,0.0,6.074074074074074,3.1296296296296298,0.4872777777777778,1.4444444444444444,1.1666666666666667,0.3902222222222223,7-1,38.0,20.0,1.9259259259259256,2.462962962962963,202389,-3.611111111111111,4.888888888888889,0.2962962962962963,1.3333333333333333,1610612747,275,16.0,30.0
4052,4052,Tarik Black,C-F,2016,67.0,16.26865671641791,5.7164179104477615,0.582089552238806,0.6567164179104478,2.970149253731343,2,0.02985074626865672,0.01492537313432836,0.01492537313432836,4.388059701492537,2.238805970149253,0.4689253731343285,1.6268656716417909,1.2238805970149254,0.4686716417910448,6-9,43.0,28.0,2.1492537313432845,2.582089552238806,204028,-0.7313432835820896,5.119402985074627,0.4328358208955224,0.8656716417910447,1610612747,250,24.0,25.0
4053,4053,Julius Randle,F,2016,74.0,28.81081081081081,13.175675675675675,3.5675675675675675,0.5,6.5675675675675675,2,0.8513513513513513,0.2297297297297297,0.13175675675675674,10.445945945945946,5.094594594594595,0.4708108108108109,3.810810810810811,2.756756756756757,0.5490405405405406,6-9,50.0,30.0,2.0270270270270268,3.351351351351352,203944,-6.121621621621622,8.594594594594595,0.6621621621621622,2.3378378378378377,1610612747,250,24.0,22.0
4055,4055,Ivica Zubac,C,2016,38.0,16.07894736842105,7.473684210526316,0.7894736842105263,0.8684210526315791,3.1052631578947367,R,0.07894736842105263,0.0,0.0,6.2631578947368425,3.3157894736842106,0.4545,1.2894736842105263,0.8421052631578947,0.3793947368421053,7-1,30.0,40.0,1.0789473684210529,1.7368421052631582,1627826,-3.5526315789473686,4.1842105263157885,0.3684210526315789,0.7894736842105263,1610612747,240,8.0,20.0
