,AGE,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,GP,HEIGHT,LOSES,MIN,NUM,OREB,PF,PLAYER,PLAYER_ID,PLUS_MINUS,POSITION,PTS,REB,SEASON,STL,TOV,TeamID,WEIGHT,WINS,WL
0,26.0,6.6835443037974684,0.21518987341772153,2.2025316455696204,4,2.848101265822785,0.9367088607594937,0.2717088607594936,13.164556962025317,5.772151898734177,0.4261518987341772,4.7594936708860756,4.025316455696203,0.74426582278481,79.0,6-2,42.0,32.20253164556962,0,0.43037974683544306,2.0,Jeff Teague,201952,1.481012658227848,G,16.50632911392405,2.632911392405063,2013,1.1265822784810127,2.9367088607594938,1610612737,181,37.0,
1,27.0,3.5,0.06666666666666667,1.9,8,3.85,1.3166666666666667,0.30315,8.216666666666667,3.283333333333333,0.37646666666666656,2.9833333333333334,2.533333333333333,0.6613333333333333,60.0,6-1,34.0,24.083333333333332,3,0.16666666666666666,1.0833333333333333,Lou Williams,101150,-2.783333333333333,G,10.416666666666666,2.066666666666667,2013,0.75,1.5333333333333334,1610612737,175,26.0,
2,29.0,3.135135135135135,1.054054054054054,6.391891891891892,7,2.864864864864865,1.027027027027027,0.2922567567567567,14.14864864864865,6.527027027027027,0.4591216216216216,5.283783783783784,3.864864864864865,0.6757162162162162,74.0,6-8,38.0,33.527027027027025,4,2.081081081081081,2.8378378378378377,Paul Millsap,200794,1.6756756756756757,F,17.945945945945947,8.472972972972974,2013,1.7432432432432432,2.5,1610612737,253,36.0,
3,27.0,1.8356164383561644,0.2876712328767123,4.054794520547945,4,3.671232876712329,1.3287671232876712,0.3387397260273972,8.794520547945206,4.136986301369863,0.47335616438356176,1.9315068493150684,1.4931506849315068,0.4764931506849316,73.0,6-8,36.0,32.0958904109589,5,1.4657534246575343,2.5753424657534247,DeMarre Carroll,201960,1.356164383561644,F,11.095890410958905,5.52054794520548,2013,1.4794520547945205,1.082191780821918,1610612737,212,37.0,
4,31.0,1.16,0.24,3.04,R,3.42,1.12,0.29208,5.88,2.46,0.3807199999999999,1.32,1.0,0.36928000000000005,50.0,6-11,27.0,18.54,6,1.14,2.52,Pero Antic,203544,2.62,C,7.04,4.18,2013,0.38,1.1,1610612737,260,23.0,
5,24.0,3.712328767123288,0.0273972602739726,1.904109589041096,2,2.5205479452054793,0.8493150684931506,0.2742191780821918,6.863013698630137,2.863013698630137,0.3921643835616438,1.0136986301369864,0.8767123287671232,0.36187671232876717,73.0,6-3,40.0,20.45205479452055,8,0.2876712328767123,1.36986301369863,Shelvin Mack,202714,-0.6438356164383562,G,7.4520547945205475,2.191780821917808,2013,0.684931506849315,1.2191780821917808,1610612737,207,33.0,
6,23.0,0.8461538461538461,0.07692307692307693,1.4615384615384615,1,1.3846153846153846,0.3076923076923077,0.057692307692307696,3.230769230769231,1.2307692307692308,0.2967692307692308,0.3076923076923077,0.3076923076923077,0.23076923076923078,13.0,6-4,7.0,12.076923076923077,12,0.23076923076923078,0.8461538461538461,John Jenkins,203098,-2.0,G,3.076923076923077,1.6923076923076923,2013,0.07692307692307693,0.8461538461538461,1610612737,215,6.0,
7,29.0,1.0769230769230769,0.38461538461538464,3.1923076923076925,2,0.0,0.0,0.0,3.923076923076923,2.0,0.42826923076923074,0.7692307692307693,0.3076923076923077,0.1346153846153846,26.0,6-10,14.0,16.5,14,1.6153846153846154,1.8076923076923077,Gustavo Ayon,202970,-1.0,F-C,4.3076923076923075,4.8076923076923075,2013,0.9615384615384616,1.1153846153846154,1610612737,250,12.0,
8,28.0,2.6206896551724137,1.5172413793103448,6.137931034482759,6,0.3793103448275862,0.13793103448275862,0.13793103448275862,14.482758620689655,8.206896551724139,0.569551724137931,2.9310344827586206,2.0,0.587310344827586,29.0,6-10,13.0,33.10344827586207,15,2.2758620689655173,1.9310344827586208,Al Horford,201143,2.5172413793103448,C-F,18.551724137931036,8.413793103448276,2013,0.9310344827586207,2.206896551724138,1610612737,250,16.0,
9,20.0,1.8979591836734695,0.0,1.1224489795918366,R,0.8571428571428571,0.20408163265306123,0.10202040816326531,3.836734693877551,1.469387755102041,0.3431020408163264,0.8775510204081632,0.5918367346938775,0.2653061224489796,49.0,6-1,28.0,13.061224489795919,17,0.10204081632653061,1.1020408163265305,Dennis Schroder,203471,-4.183673469387755,G,3.7346938775510203,1.2244897959183674,2013,0.3469387755102041,1.2448979591836735,1610612737,168,21.0,
10,29.0,0.559322033898305,0.11864406779661017,1.6440677966101696,5,2.559322033898305,1.0,0.3005593220338983,4.47457627118644,1.88135593220339,0.3387457627118644,1.1016949152542372,0.8135593220338984,0.30622033898305084,59.0,6-7,32.0,14.76271186440678,20,0.22033898305084745,1.2033898305084745,Cartier Martin,201858,-2.135593220338983,F,5.576271186440678,1.8644067796610169,2013,0.4576271186440678,0.576271186440678,1610612737,220,27.0,
11,33.0,2.9295774647887325,0.3380281690140845,3.6619718309859155,10,5.52112676056338,2.6056338028169015,0.4797464788732396,8.577464788732394,4.070422535211268,0.4798873239436618,1.323943661971831,1.2253521126760563,0.4883802816901408,71.0,6-7,34.0,33.971830985915496,26,0.30985915492957744,2.0704225352112675,Kyle Korver,2594,2.971830985915493,G-F,11.971830985915492,3.971830985915493,2013,0.9859154929577465,1.4366197183098592,1610612737,212,37.0,
12,22.0,0.35,0.5,1.75,R,0.15,0.0,0.0,3.65,1.55,0.3862,0.7,0.7,0.3,20.0,6-11,10.0,10.75,31,0.85,1.45,Mike Muscala,203488,-4.6,C,3.8,2.6,2013,0.15,0.6,1610612737,239,10.0,
13,25.0,0.9375,0.0875,2.775,1,2.5,0.775,0.21550000000000002,7.85,3.7625,0.4527125000000002,1.65,1.2875,0.47001250000000006,80.0,6-8,44.0,18.55,32,0.775,1.5125,Mike Scott,203118,-2.4,F,9.5875,3.55,2013,0.375,0.9875,1610612737,237,36.0,
14,35.0,1.0136986301369864,1.2054794520547945,3.6164383561643834,14,0.0273972602739726,0.0,0.0,4.5479452054794525,2.452054794520548,0.49909589041095886,1.2876712328767124,0.8356164383561644,0.30512328767123287,73.0,6-9,39.0,19.397260273972602,42,1.3287671232876712,2.6301369863013697,Elton Brand,1882,-0.821917808219178,F,5.739726027397261,4.945205479452055,2013,0.547945205479452,0.821917808219178,1610612737,254,34.0,
0,23.0,1.4166666666666667,0.18333333333333332,2.966666666666667,3,3.3333333333333335,1.3166666666666667,0.3351333333333333,13.75,6.016666666666667,0.4210000000000001,1.8666666666666667,1.5,0.5266666666666667,60.0,6-2,41.0,30.916666666666668,0,0.8,2.4166666666666665,Avery Bradley,202340,-2.1166666666666667,G,14.85,3.7666666666666666,2013,1.05,1.6,1610612738,180,19.0,
1,34.0,0.5,0.0,0.5,10,1.0,0.5,0.2778333333333333,1.0,0.5,0.2778333333333333,0.5,0.5,0.16666666666666666,6.0,6-5,5.0,9.166666666666666,4,0.0,0.3333333333333333,Keith Bogans,2586,-1.0,G-F,2.0,0.5,2013,0.16666666666666666,0.16666666666666666,1610612738,215,1.0,
2,22.0,1.5945945945945945,0.6621621621621622,4.864864864864865,1,2.810810810810811,0.7567567567567568,0.20833783783783782,12.14864864864865,5.1891891891891895,0.4103243243243244,2.7432432432432434,2.135135135135135,0.5330405405405405,74.0,6-9,51.0,27.594594594594593,7,3.2567567567567566,3.391891891891892,Jared Sullinger,203096,-0.1891891891891892,C-F,13.27027027027027,8.121621621621621,2013,0.47297297297297297,1.6081081081081081,1610612738,260,23.0,
3,27.0,1.6829268292682926,0.573170731707317,3.975609756097561,5,4.829268292682927,1.646341463414634,0.34339024390243894,14.28048780487805,5.878048780487805,0.4078170731707316,4.341463414634147,3.451219512195122,0.6583048780487806,82.0,6-9,57.0,34.207317073170735,8,0.6585365853658537,2.1951219512195124,Jeff Green,201145,-4.2926829268292686,F,16.853658536585368,4.634146341463414,2013,0.6951219512195121,2.0121951219512195,1610612738,235,25.0,
4,28.0,9.8,0.06666666666666667,4.733333333333333,7,3.0,0.8666666666666667,0.18606666666666669,11.666666666666666,4.7,0.41483333333333333,2.2333333333333334,1.4,0.3924666666666667,30.0,6-1,24.0,33.266666666666666,9,0.7333333333333333,2.1666666666666665,Rajon Rondo,200765,-5.733333333333333,G,11.666666666666666,5.466666666666667,2013,1.3333333333333333,3.3,1610612738,186,6.0,
5,25.0,2.6944444444444446,0.125,1.7083333333333333,5,2.9444444444444446,1.0555555555555556,0.2652916666666666,8.569444444444445,3.4444444444444446,0.365638888888889,1.6388888888888888,1.3055555555555556,0.4968472222222223,72.0,6-3,48.0,23.416666666666668,11,0.3055555555555556,2.236111111111111,Jerryd Bayless,201573,-1.5416666666666667,G,9.25,2.013888888888889,2013,0.8333333333333334,1.1388888888888888,1610612738,200,24.0,
6,24.0,0.775,0.1,1.65,1,3.175,1.075,0.298675,5.35,2.125,0.3519,1.075,0.925,0.3625,40.0,6-6,29.0,19.75,12,0.775,1.575,Chris Johnson,203187,0.3,F-G,6.25,2.425,2013,0.675,0.55,1610612738,201,11.0,
7,23.0,3.2133333333333334,0.06666666666666667,1.1333333333333333,R,1.4133333333333333,0.37333333333333335,0.13621333333333335,3.3733333333333335,1.04,0.22584000000000004,0.6,0.38666666666666666,0.14285333333333333,75.0,5-11,52.0,15.053333333333333,26,0.26666666666666666,1.2933333333333332,Phil Pressey,203515,-0.3333333333333333,G,2.84,1.4,2013,0.9066666666666666,1.16,1610612738,175,23.0,
