,PLAYER,POSITION,SEASON,GP,MIN,PTS,AST,BLK,DREB,EXP,FG3A,FG3M,FG3_PCT,FGA,FGM,FG_PCT,FTA,FTM,FT_PCT,HEIGHT,LOSES,NUM,OREB,PF,PLAYER_ID,PLUS_MINUS,REB,STL,TOV,TeamID,WEIGHT,WINS,AGE
10,Jeremy Richardson,G-F,2007,27.0,4.851851851851851,1.5185185185185186,0.07407407407407407,0.0,0.2962962962962963,1,0.7037037037037037,0.25925925925925924,0.16048148148148147,1.6296296296296295,0.5925925925925926,0.2542962962962963,0.07407407407407407,0.07407407407407407,0.037037037037037035,6-7,15.0,32.0,0.037037037037037035,0.4814814814814815,200978,-2.0370370370370368,0.3333333333333333,0.1111111111111111,0.2222222222222222,1610612737,195,12.0,24.0
11,Solomon Jones,F,2007,35.0,4.228571428571429,1.0,0.0,0.14285714285714285,0.6571428571428571,1,0.057142857142857134,0.0,0.0,0.8571428571428571,0.3428571428571429,0.15237142857142855,0.5714285714285714,0.3142857142857143,0.15714285714285714,6-10,22.0,44.0,0.5428571428571428,0.8,200780,-1.1142857142857143,1.2,0.08571428571428573,0.3142857142857143,1610612737,230,13.0,23.0
12,Leon Powe,F,2007,56.0,14.428571428571427,7.946428571428571,0.26785714285714285,0.2857142857142857,2.357142857142857,1,0.017857142857142856,0.0,0.0,4.803571428571429,2.75,0.4977678571428573,3.446428571428572,2.4464285714285716,0.5060178571428572,6-8,10.0,0.0,1.6964285714285714,2.267857142857143,200796,1.8035714285714288,4.053571428571429,0.26785714285714285,0.7678571428571429,1610612738,240,46.0,24.0
13,Kevin Garnett,F,2007,71.0,32.83098591549296,18.83098591549296,3.436619718309859,1.2535211267605637,7.323943661971831,12,0.15492957746478872,0.0,0.0,13.943661971830986,7.521126760563378,0.5448732394366198,4.732394366197184,3.788732394366197,0.7178169014084506,6-11,14.0,5.0,1.9014084507042253,2.295774647887324,708,10.380281690140846,9.225352112676056,1.4084507042253518,1.9436619718309855,1610612738,220,57.0,32.0
14,Rajon Rondo,G,2007,77.0,29.961038961038962,10.571428571428571,5.103896103896104,0.16883116883116886,3.168831168831169,1,0.24675324675324675,0.06493506493506493,0.05194805194805195,9.25974025974026,4.558441558441558,0.4751168831168832,2.272727272727273,1.3896103896103895,0.4010779220779221,6-1,15.0,9.0,1.0129870129870129,2.4285714285714284,200765,7.909090909090909,4.181818181818182,1.675324675324675,1.9090909090909087,1610612738,171,62.0,22.0
15,Glen Davis,F,2007,69.0,13.652173913043475,4.536231884057972,0.4057971014492754,0.2898550724637681,1.6376811594202898,R,0.0,0.0,0.0,3.2028985507246377,1.5507246376811594,0.4116376811594204,2.1739130434782608,1.434782608695652,0.437927536231884,6-9,13.0,11.0,1.3768115942028984,2.318840579710145,201175,1.5507246376811594,3.0144927536231885,0.4492753623188406,0.9420289855072465,1610612738,289,56.0,22.0
16,Gabe Pruitt,G,2007,15.0,6.333333333333332,2.1333333333333333,0.8666666666666667,0.0,0.4666666666666667,R,0.8,0.2,0.16666666666666666,2.6,0.9333333333333332,0.2833333333333333,0.13333333333333333,0.06666666666666668,0.03333333333333333,6-4,2.0,13.0,0.06666666666666668,0.6666666666666666,201172,-0.8666666666666667,0.5333333333333333,0.3333333333333333,0.3333333333333333,1610612738,170,13.0,22.0
17,Ray Allen,G,2007,73.0,35.9041095890411,17.438356164383563,3.0821917808219177,0.2191780821917808,2.643835616438356,11,6.191780821917808,2.4657534246575343,0.3950273972602739,13.506849315068493,6.013698630136986,0.44916438356164384,3.246575342465753,2.9452054794520546,0.7309041095890411,6-5,15.0,20.0,1.0273972602739727,2.0136986301369864,951,8.438356164383563,3.671232876712329,0.8904109589041096,1.7397260273972603,1610612738,205,58.0,32.0
18,Sam Cassell,G,2007,55.0,23.163636363636364,11.2,3.890909090909091,0.10909090909090907,2.163636363636364,14,1.3818181818181818,0.41818181818181815,0.15545454545454546,9.672727272727274,4.236363636363636,0.39689090909090896,2.6181818181818186,2.309090909090909,0.5971636363636363,6-3,26.0,28.0,0.3090909090909091,1.7818181818181815,208,-1.3090909090909093,2.4727272727272727,0.6727272727272727,1.7636363636363637,1610612738,185,29.0,38.0
19,Paul Pierce,F,2007,80.0,35.925,19.625,4.5375,0.45,4.475,9,4.5625,1.7875,0.3540375000000001,13.725,6.3625,0.4666249999999999,6.0625,5.1125,0.7904124999999997,6-7,16.0,34.0,0.6625,2.5,1718,9.8,5.1375,1.2625,2.7625,1610612738,235,64.0,30.0
20,James Posey,F,2007,74.0,24.567567567567572,7.364864864864867,1.5405405405405406,0.25675675675675674,3.9459459459459465,8,3.77027027027027,1.4324324324324325,0.318918918918919,5.594594594594594,2.3378378378378377,0.35705405405405394,1.554054054054054,1.2567567567567568,0.4477162162162162,6-8,14.0,41.0,0.40540540540540543,2.45945945945946,1899,2.5945945945945947,4.351351351351353,0.972972972972973,0.8783783783783784,1610612738,217,60.0,31.0
21,Tony Allen,G,2007,75.0,18.36,6.586666666666668,1.52,0.28,1.7866666666666666,3,0.76,0.24,0.12666666666666668,5.1866666666666665,2.2533333333333334,0.37916,2.4133333333333336,1.84,0.5274266666666667,6-4,14.0,42.0,0.4533333333333333,2.24,2754,2.9066666666666667,2.24,0.8266666666666667,1.4533333333333334,1610612738,213,61.0,26.0
22,Kendrick Perkins,C,2007,78.0,24.512820512820515,6.948717948717951,1.0769230769230769,1.4615384615384617,4.217948717948718,4,0.01282051282051282,0.0,0.0,4.461538461538462,2.743589743589744,0.6177948717948717,2.3461538461538463,1.4615384615384617,0.4112564102564103,6-10,16.0,43.0,1.858974358974359,3.1025641025641018,2570,6.397435897435898,6.0769230769230775,0.3974358974358974,1.6025641025641026,1610612738,264,62.0,23.0
23,Brian Scalabrine,F-C,2007,48.0,10.666666666666666,1.8333333333333333,0.8333333333333334,0.16666666666666666,1.1875,6,0.9583333333333334,0.3125,0.17916666666666667,1.9583333333333333,0.6041666666666666,0.2183125,0.4166666666666667,0.3125,0.140625,6-9,8.0,44.0,0.4583333333333333,1.3125,2243,0.9791666666666666,1.6458333333333333,0.1875,0.5416666666666666,1610612738,235,40.0,30.0
24,Eddie House,G,2007,78.0,18.96153846153846,7.487179487179486,1.9487179487179491,0.1282051282051282,1.8974358974358967,7,3.8205128205128207,1.5,0.3799358974358973,6.8076923076923075,2.782051282051282,0.40266666666666656,0.4615384615384616,0.4230769230769231,0.2564102564102564,6-1,16.0,50.0,0.2435897435897436,1.4615384615384617,2067,3.58974358974359,2.141025641025641,0.7564102564102564,0.9743589743589745,1610612738,175,62.0,30.0
25,Scot Pollard,C-F,2007,22.0,7.863636363636362,1.7727272727272727,0.13636363636363635,0.2727272727272727,1.0454545454545454,10,0.0,0.0,0.0,1.0454545454545454,0.5454545454545454,0.2939545454545454,1.0,0.6818181818181818,0.2121363636363636,6-11,5.0,66.0,0.6363636363636364,1.9545454545454544,1513,0.6363636363636364,1.6818181818181819,0.13636363636363635,0.2272727272727273,1610612738,278,17.0,33.0
26,P.J. Brown,F-C,2007,18.0,11.555555555555555,2.1666666666666665,0.5555555555555556,0.4444444444444444,2.1666666666666665,14,0.05555555555555555,0.0,0.0,2.2777777777777777,0.7777777777777778,0.3583333333333333,0.8888888888888888,0.6111111111111112,0.3055555555555556,6-11,2.0,93.0,1.6111111111111112,1.6111111111111112,136,-0.16666666666666666,3.7777777777777777,0.2777777777777778,0.5555555555555556,1610612738,239,16.0,38.0
27,Daniel Gibson,G,2007,58.0,30.46551724137931,10.43103448275862,2.5,0.2413793103448276,1.7931034482758617,1,4.620689655172415,2.034482758620689,0.4130172413793104,8.017241379310345,3.4655172413793105,0.4265344827586208,1.8103448275862069,1.4655172413793105,0.5557586206896551,6-2,26.0,1.0,0.5172413793103449,2.810344827586207,200789,1.637931034482759,2.3103448275862077,0.8103448275862069,1.3103448275862069,1610612739,194,32.0,22.0
28,Sasha Pavlovic,G-F,2007,51.0,23.31372549019608,7.431372549019607,1.6078431372549018,0.1176470588235294,1.8235294117647056,4,2.235294117647059,0.6666666666666666,0.2376078431372549,7.901960784313728,2.8627450980392166,0.32441176470588234,1.5098039215686274,1.03921568627451,0.35327450980392155,6-7,23.0,3.0,0.6862745098039216,2.2941176470588243,2562,-1.1372549019607845,2.5098039215686274,0.5686274509803921,1.0784313725490196,1610612739,239,28.0,24.0
29,Ben Wallace,C-F,2007,72.0,30.680555555555557,4.833333333333333,1.4583333333333333,1.625,5.138888888888889,11,0.05555555555555555,0.0,0.0,4.888888888888889,1.9166666666666667,0.3778472222222221,2.3472222222222223,1.0,0.2587777777777778,6-9,41.0,4.0,3.25,1.6805555555555556,1112,-1.7777777777777777,8.38888888888889,1.2222222222222223,0.9305555555555556,1610612739,240,31.0,33.0
30,Wally Szczerbiak,F,2007,75.0,23.14666666666667,11.48,1.3866666666666667,0.16,2.44,8,2.9066666666666667,1.2,0.3169733333333333,9.626666666666667,4.1466666666666665,0.4105066666666666,2.333333333333333,1.9866666666666664,0.6119733333333333,6-7,51.0,10.0,0.4533333333333333,1.3733333333333333,1887,-0.05333333333333334,2.893333333333333,0.30666666666666664,1.0133333333333334,1610612739,245,24.0,31.0
31,Zydrunas Ilgauskas,C,2007,73.0,30.47945205479452,14.095890410958905,1.4246575342465753,1.643835616438356,5.7397260273972615,9,0.0136986301369863,0.0,0.0,12.041095890410961,5.712328767123287,0.4591095890410958,3.328767123287671,2.671232876712329,0.6369178082191781,7-3,32.0,11.0,3.602739726027397,3.3835616438356166,980,0.7671232876712328,9.342465753424657,0.4657534246575342,1.8493150684931507,1610612739,260,41.0,33.0
32,Billy Thomas,G,2007,11.0,3.6363636363636362,1.2727272727272727,0.0,0.0,0.18181818181818185,2,1.4545454545454546,0.3636363636363637,0.11572727272727272,1.5454545454545454,0.3636363636363637,0.11572727272727272,0.18181818181818185,0.18181818181818185,0.09090909090909093,6-5,4.0,12.0,0.0,0.3636363636363637,2873,-0.2727272727272727,0.18181818181818185,0.09090909090909093,0.3636363636363637,1610612739,220,7.0,32.0
33,Delonte West,G,2007,61.0,25.081967213114748,8.311475409836065,3.7540983606557377,0.4754098360655738,2.6557377049180326,3,2.2131147540983607,0.7868852459016393,0.2751311475409836,7.786885245901638,3.2131147540983607,0.4002622950819672,1.4918032786885247,1.098360655737705,0.3183934426229508,6-3,38.0,13.0,0.5081967213114754,1.6885245901639343,2753,-1.3770491803278688,3.1639344262295084,0.9672131147540984,1.9180327868852456,1610612739,180,23.0,24.0
34,Anderson Varejao,C-F,2007,48.0,27.4375,6.6875,1.1041666666666667,0.5416666666666666,5.520833333333332,3,0.041666666666666664,0.0,0.0,6.145833333333332,2.833333333333333,0.4603125000000001,1.7083333333333333,1.0208333333333333,0.3143333333333333,6-10,20.0,17.0,2.7916666666666665,2.7916666666666665,2760,1.5416666666666667,8.3125,0.7708333333333334,1.2291666666666667,1610612739,240,28.0,25.0
35,Damon Jones,G,2007,67.0,19.98507462686567,6.522388059701491,1.8805970149253728,0.01492537313432836,1.0,9,4.119402985074627,1.7164179104477613,0.4024776119402985,5.4179104477611935,2.253731343283582,0.3985671641791043,0.417910447761194,0.29850746268656714,0.14801492537313432,6-3,32.0,19.0,0.07462686567164177,0.9850746268656716,1800,0.9253731343283582,1.0746268656716418,0.2835820895522388,0.5373134328358209,1610612739,195,35.0,31.0
36,Eric Snow,G,2007,22.0,13.909090909090908,1.0,1.9090909090909087,0.18181818181818185,0.7272727272727273,12,0.09090909090909093,0.0,0.0,1.7272727272727273,0.2727272727272727,0.1894090909090909,1.0,0.4545454545454545,0.1590909090909091,6-3,12.0,20.0,0.18181818181818185,1.3636363636363635,727,-3.272727272727273,0.9090909090909092,0.4545454545454545,0.4545454545454545,1610612739,205,10.0,35.0
37,LeBron James,F,2007,75.0,40.373333333333335,30.0,7.1866666666666665,1.08,6.12,4,4.786666666666667,1.5066666666666666,0.27180000000000004,21.89333333333333,10.586666666666666,0.4810666666666668,10.28,7.32,0.7217600000000001,6-8,30.0,23.0,1.7733333333333334,2.2,2544,1.8266666666666669,7.893333333333333,1.84,3.4,1610612739,250,45.0,23.0
38,Dwayne Jones,C-F,2007,56.0,8.392857142857142,1.3928571428571428,0.17857142857142858,0.44642857142857145,1.2678571428571428,2,0.017857142857142856,0.0,0.0,0.8392857142857143,0.44642857142857145,0.2559642857142857,1.0357142857142858,0.5,0.15178571428571427,6-11,25.0,27.0,1.2321428571428572,1.5714285714285714,101204,-0.8214285714285714,2.5,0.17857142857142858,0.3035714285714285,1610612739,251,31.0,25.0
39,Joe Smith,F-C,2007,77.0,22.376623376623375,10.103896103896105,0.8571428571428571,0.6103896103896104,3.0909090909090917,12,0.03896103896103896,0.0,0.0,8.480519480519481,4.051948051948052,0.4606493506493506,2.6493506493506493,2.0,0.5141168831168831,6-10,43.0,32.0,2.116883116883117,2.415584415584416,693,-0.2727272727272727,5.207792207792208,0.4415584415584416,0.922077922077922,1610612739,225,34.0,32.0
40,Devin Brown,G,2007,78.0,22.58974358974359,7.512820512820514,2.243589743589744,0.08974358974358974,2.5384615384615383,5,1.8717948717948716,0.5769230769230769,0.2318076923076923,6.8076923076923075,2.782051282051282,0.3949871794871794,1.8205128205128205,1.3717948717948718,0.4580384615384616,6-5,34.0,33.0,0.8333333333333334,1.8461538461538465,2484,-0.5512820512820513,3.3717948717948723,0.6666666666666666,1.2692307692307692,1610612739,210,44.0,29.0
41,Lance Allred,C,2007,3.0,3.333333333333333,1.0,0.0,0.0,0.3333333333333333,R,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,0.111,0.6666666666666666,0.3333333333333333,0.16666666666666666,6-11,3.0,41.0,0.0,0.3333333333333333,200984,-4.333333333333333,0.3333333333333333,0.0,0.0,1610612739,250,0.0,27.0
42,Chris Andersen,F-C,2007,5.0,6.8,1.2,0.0,0.8,1.4,5,0.0,0.0,0.0,1.4,0.4,0.2666,0.8,0.4,0.4,6-10,1.0,1.0,0.4,1.2,2365,1.0,1.8,0.0,0.2,1610612740,228,4.0,29.0
43,Jannero Pargo,G,2007,80.0,18.7125,8.05,2.4,0.0625,1.3,5,2.325,0.8125,0.236525,8.15,3.175,0.362525,1.0125,0.8875,0.3760375,6-1,26.0,2.0,0.325,1.5375,2457,0.7375,1.625,0.625,1.1625,1610612740,175,54.0,28.0
44,Chris Paul,G,2007,80.0,37.575,21.05,11.5625,0.05,3.2375,2,3.1125,1.15,0.329925,16.1375,7.875,0.4852250000000001,4.875,4.15,0.7454500000000002,6-0,25.0,3.0,0.775,2.3125,101108,5.9875,4.0125,2.7125,2.5125,1610612740,175,55.0,23.0
45,Mike James,G,2007,54.0,13.333333333333336,5.037037037037037,1.1111111111111112,0.037037037037037035,1.0185185185185186,6,1.7962962962962965,0.5740740740740741,0.2118703703703704,5.37037037037037,1.8703703703703705,0.2819259259259259,0.8888888888888888,0.7222222222222222,0.2525740740740741,6-2,26.0,5.0,0.25925925925925924,1.037037037037037,2229,-0.8148148148148148,1.2777777777777777,0.3888888888888889,0.6666666666666666,1610612740,188,28.0,33.0
46,Tyson Chandler,C,2007,79.0,35.253164556962034,11.759493670886073,1.0253164556962024,1.0632911392405062,7.670886075949367,6,0.012658227848101266,0.0,0.0,7.6582278481012676,4.772151898734177,0.6356455696202529,3.734177215189873,2.2151898734177213,0.5332911392405063,7-1,25.0,6.0,4.075949367088608,3.075949367088608,2199,5.405063291139243,11.746835443037975,0.569620253164557,1.7215189873417722,1610612740,235,54.0,25.0
47,Morris Peterson,G,2007,76.0,23.63157894736842,8.0,0.8815789473684209,0.09210526315789473,2.236842105263158,7,3.776315789473684,1.4868421052631582,0.3614605263157895,6.7894736842105265,2.8289473684210527,0.3933684210526314,1.118421052631579,0.8552631578947368,0.3017631578947368,6-7,24.0,9.0,0.4736842105263158,1.6447368421052633,2050,2.8421052631578947,2.7105263157894743,0.618421052631579,0.5394736842105263,1610612740,220,52.0,30.0
48,Hilton Armstrong,C-F,2007,65.0,11.215384615384616,2.7384615384615385,0.3538461538461539,0.5230769230769231,1.5076923076923077,1,0.0,0.0,0.0,2.276923076923077,1.0307692307692309,0.3446923076923077,1.0769230769230769,0.676923076923077,0.2792307692307692,6-11,22.0,12.0,1.0,2.0,200756,-0.6,2.507692307692308,0.2307692307692308,0.9076923076923076,1610612740,235,43.0,23.0
49,Peja Stojakovic,F,2007,77.0,35.27272727272727,16.4025974025974,1.2467532467532467,0.12987012987012986,3.4675324675324686,9,6.8051948051948035,3.0,0.4338701298701297,13.324675324675324,5.857142857142858,0.4282987012987012,1.8181818181818181,1.6883116883116882,0.517974025974026,6-10,24.0,16.0,0.8311688311688312,1.6493506493506491,978,5.987012987012987,4.298701298701299,0.7402597402597403,0.7922077922077922,1610612740,229,53.0,31.0
50,Bonzi Wells,G-F,2007,73.0,21.45205479452055,9.068493150684931,1.3287671232876712,0.4383561643835616,3.3835616438356166,9,0.6849315068493149,0.1643835616438356,0.10502739726027396,7.794520547945205,3.4520547945205484,0.4276712328767123,3.1095890410958904,2.0,0.4585205479452055,6-5,29.0,24.0,1.1506849315068493,2.150684931506849,1719,0.2876712328767123,4.534246575342466,1.0273972602739727,1.4109589041095891,1610612740,210,44.0,31.0
51,David West,F,2007,76.0,37.776315789473685,20.57894736842105,2.3289473684210527,1.3026315789473684,6.5131578947368425,4,0.32894736842105265,0.07894736842105263,0.05263157894736842,17.17105263157895,8.276315789473685,0.4764342105263159,4.644736842105263,3.947368421052632,0.8090263157894736,6-9,24.0,30.0,2.3684210526315788,2.736842105263158,2561,5.38157894736842,8.881578947368421,0.8157894736842105,2.1710526315789482,1610612740,240,52.0,27.0
52,Julian Wright,F,2007,57.0,11.210526315789476,3.9122807017543866,0.7017543859649122,0.21052631578947367,1.4736842105263157,R,0.42105263157894735,0.17543859649122806,0.15789473684210525,2.9649122807017543,1.5789473684210529,0.4594210526315789,0.912280701754386,0.5789473684210527,0.1820175438596492,6-8,18.0,32.0,0.5789473684210527,0.7543859649122807,201153,0.2807017543859649,2.0526315789473686,0.5087719298245614,0.5964912280701754,1610612740,225,39.0,21.0
53,Melvin Ely,C-F,2007,52.0,11.961538461538465,3.8846153846153846,0.4230769230769231,0.3461538461538461,2.25,5,0.0,0.0,0.0,3.4615384615384617,1.6346153846153846,0.3571346153846153,1.1153846153846154,0.6153846153846154,0.2262692307692308,6-10,17.0,33.0,0.5384615384615384,1.5192307692307692,2408,1.6153846153846154,2.7884615384615383,0.1346153846153846,0.8076923076923077,1610612740,261,35.0,30.0
54,Ryan Bowen,F,2007,53.0,12.433962264150946,2.150943396226415,0.4716981132075472,0.2075471698113208,0.8490566037735849,7,0.018867924528301886,0.0,0.0,1.8867924528301887,0.9245283018867924,0.3674528301886792,0.5471698113207547,0.3018867924528302,0.13364150943396227,6-9,17.0,40.0,1.0377358490566038,1.4528301886792452,1763,0.5094339622641509,1.8867924528301887,0.6037735849056604,0.2830188679245283,1610612740,218,36.0,32.0
55,Rasual Butler,F-G,2007,51.0,17.215686274509803,4.941176470588236,0.7058823529411765,0.4117647058823529,1.6470588235294117,5,2.607843137254902,0.8627450980392157,0.2374313725490196,5.098039215686273,1.7843137254901962,0.3057450980392156,0.6078431372549019,0.5098039215686274,0.2385686274509804,6-7,14.0,45.0,0.3137254901960784,1.2941176470588236,2446,0.8823529411764706,1.96078431372549,0.29411764705882354,0.19607843137254904,1610612740,205,37.0,29.0
56,Thabo Sefolosha,G,2007,69.0,20.82608695652174,6.72463768115942,1.8695652173913044,0.43478260869565216,2.971014492753623,1,1.2753623188405796,0.42028985507246375,0.193231884057971,6.1014492753623175,2.608695652173913,0.3551884057971015,1.5072463768115942,1.0869565217391304,0.33186956521739125,6-7,42.0,2.0,0.7246376811594203,1.855072463768116,200757,-1.463768115942029,3.695652173913044,0.8840579710144928,1.3478260869565215,1610612741,215,27.0,24.0
57,Andres Nocioni,F,2007,82.0,24.621951219512194,13.170731707317074,1.1585365853658536,0.5243902439024389,3.5853658536585367,3,4.219512195121951,1.5365853658536586,0.3350365853658536,10.695121951219512,4.621951219512195,0.4272682926829268,2.963414634146341,2.3902439024390243,0.5943170731707318,6-7,49.0,5.0,0.5853658536585366,2.9878048780487805,2804,-1.4878048780487805,4.170731707317073,0.3048780487804878,1.6219512195121952,1610612741,225,33.0,28.0
58,Shannon Brown,G,2007,21.0,11.428571428571427,5.428571428571429,0.8095238095238095,0.14285714285714285,0.6666666666666666,1,1.4285714285714286,0.42857142857142855,0.11842857142857145,6.0,2.095238095238096,0.24128571428571424,1.380952380952381,0.8095238095238095,0.2523809523809524,6-4,16.0,6.0,0.2857142857142857,1.380952380952381,200769,-3.8095238095238084,0.9523809523809524,0.5238095238095238,1.1428571428571428,1610612741,211,5.0,22.0
59,Ben Gordon,G,2007,72.0,31.81944444444445,18.555555555555557,2.958333333333333,0.1111111111111111,2.5138888888888893,3,4.8055555555555545,1.9722222222222223,0.3687777777777777,14.847222222222221,6.4444444444444455,0.4281249999999999,4.069444444444445,3.6944444444444446,0.7904444444444443,6-3,43.0,7.0,0.5555555555555556,2.375,2732,-3.2222222222222223,3.0694444444444446,0.7638888888888888,2.083333333333333,1610612741,200,29.0,25.0
60,Luol Deng,F,2007,63.0,33.746031746031754,16.984126984126984,2.4603174603174605,0.4603174603174603,4.095238095238095,3,0.3492063492063492,0.12698412698412698,0.08333333333333333,14.222222222222221,6.809523809523809,0.4623492063492064,4.206349206349207,3.238095238095238,0.677984126984127,6-9,38.0,9.0,2.1587301587301586,1.8571428571428568,2736,-2.4285714285714284,6.253968253968254,0.9047619047619048,1.9047619047619049,1610612741,220,25.0,23.0
61,Kirk Hinrich,G,2007,75.0,31.746666666666666,11.493333333333334,6.026666666666666,0.2533333333333333,2.88,4,3.2,1.12,0.33507999999999993,10.626666666666667,4.4,0.39742666666666665,1.893333333333333,1.5733333333333333,0.4659733333333334,6-3,44.0,12.0,0.37333333333333335,2.986666666666667,2550,-1.9733333333333327,3.2533333333333334,1.16,2.0933333333333333,1610612741,190,31.0,27.0
62,Joakim Noah,C-F,2007,74.0,20.71621621621621,6.594594594594594,1.135135135135135,0.8648648648648649,3.27027027027027,R,0.013513513513513514,0.0,0.0,4.95945945945946,2.391891891891892,0.4097702702702703,2.621621621621621,1.8108108108108107,0.4997702702702703,6-11,43.0,13.0,2.351351351351352,2.3378378378378377,201149,-0.35135135135135137,5.621621621621622,0.9189189189189192,1.2027027027027026,1610612741,232,31.0,23.0
63,Cedric Simmons,F,2007,14.0,6.2142857142857135,0.5714285714285714,0.0,0.35714285714285715,0.8571428571428571,1,0.0,0.0,0.0,1.0,0.2857142857142857,0.21428571428571427,0.7142857142857143,0.0,0.0,6-9,7.0,15.0,0.42857142857142855,0.5714285714285714,200759,-2.5,1.2857142857142858,0.14285714285714285,0.42857142857142855,1610612741,235,7.0,22.0
64,Chris Duhon,G,2007,66.0,22.57575757575757,5.833333333333332,3.984848484848485,0.030303030303030307,1.4696969696969695,3,2.3484848484848486,0.8181818181818182,0.2987575757575758,5.212121212121212,2.015151515151515,0.34853030303030297,1.2121212121212122,0.9848484848484848,0.3589242424242425,6-1,41.0,21.0,0.2878787878787879,1.393939393939394,2768,-0.9545454545454546,1.7575757575757576,0.7272727272727273,1.0757575757575757,1610612741,185,25.0,25.0
