,Unnamed: 0,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS,TEAM_ID,TEAM_NAME,EASTERN
506,6,By Year,2011-12,66,47,19,0.7120000000000001,48.5,37.3,79.2,0.47100000000000003,7.2,20.0,0.358,21.3,26.4,0.8059999999999999,11.0,32.7,43.7,18.5,16.3,7.5,8.2,4.9,20.5,20.0,103.1,6.1,21,10,1,4,3,13,20,5,11,8,10,4,6,3,20,7,7,21,22,17,1,12,4,11,8,6,210,2011-12,1,1610612760,OKC,False
507,7,By Year,2010-11,82,55,27,0.6709999999999999,48.8,37.4,80.6,0.46399999999999997,5.9,17.1,0.34700000000000003,24.1,29.3,0.823,11.0,31.8,42.8,20.4,14.1,8.0,5.9,4.3,22.4,21.5,104.8,3.8,1,5,7,6,2,11,14,8,17,16,15,1,1,2,19,10,11,18,7,11,4,4,19,2,6,7,210,2010-11,1,1610612760,OKC,False
508,8,By Year,2009-10,82,50,32,0.61,48.3,37.4,80.8,0.462,5.1,15.0,0.34,21.7,27.0,0.805,11.7,31.8,43.5,20.0,15.0,8.0,5.9,4.7,21.3,21.4,101.5,3.5,1,8,10,9,14,12,12,9,20,19,18,3,4,5,15,9,9,20,11,11,6,9,13,3,10,8,210,2009-10,1,1610612760,OKC,False
509,9,By Year,2008-09,82,23,59,0.28,48.3,36.6,81.9,0.447,4.0,11.6,0.34600000000000003,19.8,25.2,0.7859999999999999,12.2,30.5,42.6,20.3,16.2,7.4,4.5,5.0,20.2,20.2,97.0,-6.1,1,21,21,21,14,17,8,17,21,21,16,9,11,8,10,11,12,19,21,18,15,16,3,9,20,21,210,2008-09,0,1610612760,OKC,False
510,10,By Year,2007-08,82,20,62,0.244,48.4,38.1,85.8,0.444,3.8,11.5,0.33299999999999996,17.5,22.8,0.77,11.8,32.8,44.6,21.3,16.0,6.5,4.9,5.4,20.5,19.6,97.5,-8.8,1,22,22,22,13,8,5,19,22,22,21,17,19,11,12,6,6,13,20,22,11,20,5,13,17,22,210,2007-08,0,1610612760,OKC,False
511,11,By Year,2006-07,82,31,51,0.37799999999999995,48.4,37.2,80.8,0.46,6.4,17.7,0.36200000000000004,18.4,23.3,0.7909999999999999,11.3,28.3,39.6,20.7,15.5,7.7,3.7,4.2,22.0,19.9,99.1,-2.9,1,19,20,20,6,15,13,10,14,15,8,15,18,6,17,17,19,16,18,15,21,3,16,12,13,19,210,2006-07,0,1610612760,OKC,False
512,12,By Year,2005-06,82,35,47,0.42700000000000005,48.4,37.5,81.8,0.45899999999999996,7.4,19.9,0.371,20.1,25.7,0.785,12.4,27.2,39.6,20.7,14.7,7.6,3.7,4.9,23.6,22.2,102.6,-3.0,1,18,19,19,12,10,9,11,9,9,6,8,10,9,7,21,20,15,10,16,20,13,21,1,9,20,210,2005-06,0,1610612760,OKC,False
513,13,By Year,2004-05,82,52,30,0.634,48.2,35.1,79.2,0.444,8.1,22.2,0.365,20.5,26.0,0.79,12.7,28.2,40.9,18.1,13.6,6.7,4.1,4.8,23.7,0.0,98.9,2.3,1,7,9,8,22,21,19,20,5,7,7,6,7,7,5,19,15,22,2,21,18,11,22,21,15,11,210,2004-05,1,1610612760,OKC,False
514,14,By Year,2003-04,82,37,45,0.451,48.3,35.8,80.4,0.446,8.8,23.6,0.373,16.6,21.7,0.765,11.1,28.3,39.3,21.7,14.5,8.1,4.7,4.7,21.8,0.1,97.1,-0.6,1,17,18,18,14,19,16,18,2,4,5,19,20,12,18,18,21,9,8,8,13,10,15,20,19,17,210,2003-04,0,1610612760,OKC,False
515,15,By Year,2002-03,82,40,42,0.488,48.4,35.2,80.5,0.43700000000000006,5.6,15.7,0.353,16.2,21.7,0.7440000000000001,11.7,29.1,40.8,21.6,13.2,8.3,3.6,5.0,20.9,0.1,92.1,-0.1,1,16,17,17,4,20,15,22,19,18,12,21,21,17,14,14,16,10,1,5,22,17,8,18,22,16,210,2002-03,0,1610612760,OKC,False
516,16,By Year,2001-02,82,45,37,0.5489999999999999,48.4,38.2,81.5,0.469,6.0,15.8,0.37799999999999995,15.4,20.4,0.755,11.8,28.5,40.3,23.5,13.7,8.5,4.4,4.9,21.1,0.1,97.7,3.0,1,12,13,12,6,6,10,6,16,17,3,22,22,13,13,15,17,3,3,4,16,14,11,18,16,10,210,2001-02,1,1610612760,OKC,False
517,17,By Year,2000-01,82,44,38,0.537,48.3,36.9,81.1,0.456,5.7,14.3,0.39899999999999997,17.7,24.2,0.732,12.2,29.5,41.7,21.9,15.3,8.0,5.0,6.2,21.1,0.0,97.3,0.0,1,15,16,15,14,16,11,12,18,20,1,16,16,18,10,13,14,7,14,9,9,22,12,21,18,15,210,2000-01,0,1610612760,OKC,False
518,18,By Year,1999-00,82,45,37,0.5489999999999999,48.2,37.9,84.7,0.447,6.7,19.6,0.33899999999999997,16.6,23.9,0.695,12.7,30.3,43.0,22.9,14.0,8.0,4.2,5.3,21.7,2.2,99.1,1.0,1,12,13,12,20,9,6,15,13,10,20,19,17,21,4,12,10,5,6,9,17,19,14,14,14,13,210,1999-00,1,1610612760,OKC,False
519,19,By Year,1998-99,50,25,25,0.5,48.4,35.1,79.5,0.442,6.2,18.0,0.344,18.4,27.1,0.6809999999999999,13.5,28.4,42.0,21.7,15.3,7.9,4.0,4.5,20.9,0.2,94.9,-1.1,22,20,5,16,5,22,17,21,15,14,17,14,3,22,1,16,13,8,16,14,19,5,10,16,21,18,210,1998-99,0,1610612760,OKC,False
520,20,By Year,1997-98,82,61,21,0.7440000000000001,48.2,37.2,78.7,0.47200000000000003,7.6,19.1,0.395,18.5,25.7,0.721,11.4,27.1,38.5,24.2,14.0,9.8,4.6,4.9,22.0,0.2,100.5,7.2,1,1,2,1,21,14,21,3,8,13,2,13,9,19,16,22,22,1,4,2,14,15,17,15,12,4,210,1997-98,1,1610612760,OKC,False
521,21,By Year,1996-97,82,57,25,0.695,49.9,36.5,78.2,0.467,6.8,19.3,0.353,21.0,28.0,0.752,12.3,27.7,40.0,23.5,15.0,11.0,4.7,5.2,20.7,0.2,100.9,7.7,1,4,5,5,1,18,22,7,12,12,13,5,2,15,8,20,18,2,13,1,12,18,7,17,11,2,210,1996-97,1,1610612760,OKC,False
544,0,By Year,2017-18,82,48,34,0.585,48.2,38.3,82.9,0.462,10.8,29.6,0.366,16.8,21.5,0.779,9.0,34.2,43.3,22.4,14.7,8.6,5.1,4.6,19.6,20.5,104.1,4.3,1,9,11,10,20,4,2,13,1,1,8,21,22,1,22,1,3,14,6,5,13,3,3,8,3,8,210,2017-18,1,1610612762,UTA,False
545,1,By Year,2016-17,82,51,31,0.622,48.2,37.0,79.5,0.466,9.6,26.0,0.37200000000000005,17.1,22.9,0.747,9.4,33.8,43.2,20.1,13.6,6.7,5.0,3.8,18.8,20.2,100.7,3.9,1,7,9,8,17,10,10,9,2,2,3,19,20,14,21,2,4,20,1,20,16,1,1,11,8,9,210,2016-17,1,1610612762,UTA,False
546,2,By Year,2015-16,82,40,42,0.488,48.7,36.1,80.4,0.449,8.5,23.9,0.355,17.1,23.0,0.7440000000000001,10.7,32.5,43.2,19.0,14.9,7.7,5.2,4.7,20.2,19.9,97.7,1.8,1,16,18,18,4,14,6,18,3,3,11,18,18,18,19,3,4,22,10,13,12,5,4,12,12,13,210,2015-16,0,1610612762,UTA,False
547,3,By Year,2014-15,82,38,44,0.46299999999999997,48.1,35.4,79.2,0.447,7.4,21.7,0.34299999999999997,17.0,23.5,0.721,12.0,31.9,44.0,19.9,15.3,7.6,6.0,4.7,19.3,19.6,95.1,0.2,1,18,20,20,21,16,11,19,4,4,16,20,17,21,9,4,2,21,12,16,5,4,2,13,16,16,210,2014-15,0,1610612762,UTA,False
548,4,By Year,2013-14,82,25,57,0.305,48.2,36.0,81.1,0.444,6.6,19.2,0.344,16.4,22.0,0.747,11.0,30.2,41.2,20.3,14.6,7.0,4.5,4.9,20.7,20.4,95.0,-7.2,1,22,22,22,11,15,4,20,5,5,15,22,21,15,16,7,13,19,4,19,20,6,5,9,17,22,210,2013-14,0,1610612762,UTA,False
549,5,By Year,2012-13,82,43,39,0.524,48.5,37.1,81.8,0.45399999999999996,6.2,16.9,0.366,17.5,23.0,0.764,12.1,30.0,42.0,22.7,14.8,8.4,6.3,5.9,21.3,20.4,98.0,-0.1,1,13,15,15,5,9,3,15,6,6,7,17,19,8,8,9,10,13,7,7,2,20,6,10,11,17,210,2012-13,0,1610612762,UTA,False
550,6,By Year,2011-12,66,36,30,0.545,49.0,38.2,83.8,0.456,4.1,12.8,0.32299999999999995,19.1,25.3,0.754,13.0,31.1,44.2,21.8,14.2,8.3,5.8,5.7,21.8,20.7,99.7,0.6,21,20,8,13,2,5,1,14,12,12,21,16,15,12,4,6,1,16,2,8,7,18,7,7,9,15,210,2011-12,1,1610612762,UTA,False
551,7,By Year,2010-11,82,39,43,0.47600000000000003,48.5,37.4,80.4,0.465,5.3,15.3,0.34600000000000003,19.4,25.1,0.7709999999999999,11.0,28.5,39.5,23.4,14.3,7.7,5.9,5.0,22.7,22.0,99.4,-1.8,1,17,19,19,5,8,8,11,8,7,14,15,16,4,17,20,22,12,3,14,6,7,13,6,10,19,210,2010-11,0,1610612762,UTA,False
552,8,By Year,2009-10,82,53,29,0.6459999999999999,48.2,39.4,80.2,0.491,5.4,14.7,0.364,20.2,27.2,0.741,10.6,31.6,42.2,26.7,15.2,8.2,4.9,5.4,22.7,22.2,104.2,5.3,1,5,6,6,17,2,9,3,7,8,9,13,12,20,20,5,7,2,11,9,17,15,12,5,2,5,210,2009-10,1,1610612762,UTA,False
553,9,By Year,2008-09,82,48,34,0.585,48.5,38.3,80.8,0.475,4.8,13.7,0.349,22.1,28.7,0.7709999999999999,11.5,29.5,41.0,24.7,14.8,8.8,4.6,5.2,22.3,24.0,103.6,2.6,1,9,11,10,5,3,5,5,10,9,13,6,7,5,13,12,16,8,7,3,18,11,8,3,4,11,210,2008-09,1,1610612762,UTA,False
554,10,By Year,2007-08,82,54,28,0.659,48.1,40.0,80.4,0.49700000000000005,5.0,13.4,0.37200000000000005,21.3,28.0,0.759,11.5,29.4,40.9,26.4,14.6,8.7,4.3,5.1,24.0,23.1,106.2,6.9,1,4,5,5,21,1,7,2,9,10,4,9,9,10,12,13,18,3,4,4,21,9,15,4,1,2,210,2007-08,1,1610612762,UTA,False
555,11,By Year,2006-07,82,51,31,0.622,48.3,37.4,78.9,0.474,4.3,12.9,0.335,22.3,30.0,0.743,12.6,30.0,42.5,24.7,15.6,7.0,4.1,5.3,25.2,24.5,101.5,2.9,1,7,9,8,10,7,12,6,11,11,18,5,4,19,6,10,6,8,15,18,22,14,19,2,6,10,210,2006-07,1,1610612762,UTA,False
556,12,By Year,2005-06,82,41,41,0.5,48.5,33.5,75.7,0.442,3.8,11.3,0.336,21.6,30.1,0.7190000000000001,13.1,29.0,42.1,21.6,15.7,6.4,6.0,5.6,24.8,25.7,92.4,-2.6,1,15,17,17,5,21,18,21,16,13,17,7,3,22,3,18,9,17,16,22,4,17,18,1,21,20,210,2005-06,0,1610612762,UTA,False
557,13,By Year,2004-05,82,26,56,0.317,48.2,34.5,76.8,0.449,3.0,9.3,0.32799999999999996,21.0,27.7,0.757,12.8,27.4,40.1,22.3,15.8,6.6,4.6,5.8,26.7,0.0,93.0,-4.3,1,21,21,21,16,19,15,17,19,19,20,10,11,11,5,22,21,15,17,21,18,19,22,21,20,21,210,2004-05,0,1610612762,UTA,False
558,14,By Year,2003-04,82,42,40,0.512,48.2,32.8,75.3,0.436,3.1,9.6,0.321,20.0,26.8,0.746,13.5,27.7,41.2,20.4,16.6,7.1,6.0,6.5,25.6,0.1,88.7,-1.2,1,14,16,16,11,22,20,22,18,18,22,14,13,16,2,21,14,18,21,17,3,21,20,20,22,18,210,2003-04,0,1610612762,UTA,False
559,15,By Year,2002-03,82,47,35,0.573,48.2,35.3,75.5,0.46799999999999997,2.7,7.8,0.349,21.3,28.6,0.745,12.5,29.0,41.5,25.6,16.8,8.6,5.7,5.2,22.4,0.1,94.7,2.4,1,11,13,12,11,17,19,8,22,21,12,8,8,17,7,17,11,5,22,6,8,12,9,19,18,12,210,2002-03,1,1610612762,UTA,False
560,16,By Year,2001-02,82,44,38,0.537,48.4,35.0,77.7,0.45,3.4,10.3,0.33299999999999996,22.6,29.6,0.763,13.5,28.6,42.2,24.4,16.5,9.1,6.4,6.7,24.0,0.1,96.0,0.9,1,12,14,14,9,18,14,16,17,17,19,4,5,9,1,19,8,10,20,1,1,22,16,18,15,14,210,2001-02,1,1610612762,UTA,False
561,17,By Year,2000-01,82,53,29,0.6459999999999999,48.2,36.1,76.7,0.47100000000000003,4.0,10.4,0.381,20.9,27.8,0.752,11.5,29.1,40.6,25.7,15.8,8.1,5.6,5.5,25.7,0.0,97.1,4.7,1,5,6,6,15,13,16,7,15,16,2,11,10,13,11,16,19,4,18,10,9,16,21,21,13,6,210,2000-01,1,1610612762,UTA,False
562,18,By Year,1999-00,82,55,27,0.6709999999999999,48.2,36.1,77.8,0.46399999999999997,4.0,10.4,0.385,20.3,26.2,0.773,11.4,29.6,41.0,24.9,14.9,7.7,5.4,5.0,24.5,2.8,96.5,4.5,1,3,4,4,17,12,13,12,14,15,1,12,14,3,14,11,17,7,9,14,11,7,17,14,14,7,210,1999-00,1,1610612762,UTA,False
563,19,By Year,1998-99,50,37,13,0.74,48.7,33.7,72.4,0.465,2.8,7.8,0.361,23.2,30.2,0.767,11.1,30.2,41.3,24.1,16.3,8.0,5.5,5.3,22.7,0.1,93.3,6.5,22,19,1,3,3,20,22,10,21,22,10,2,2,7,15,8,12,11,19,11,10,13,11,17,19,4,210,1998-99,1,1610612762,UTA,False
564,20,By Year,1997-98,82,62,20,0.7559999999999999,48.2,36.5,74.5,0.49,3.0,8.2,0.37200000000000005,24.9,32.2,0.773,11.7,29.3,41.1,25.2,15.4,7.9,5.0,5.2,23.9,0.3,101.0,6.5,1,2,3,2,14,11,21,4,20,20,5,1,1,2,10,15,15,6,13,12,15,10,14,15,7,3,210,1997-98,1,1610612762,UTA,False
565,21,By Year,1996-97,82,64,18,0.78,50.3,38.2,75.8,0.504,4.1,11.0,0.37,22.7,29.5,0.769,10.8,29.4,40.2,26.8,15.4,9.1,5.1,4.5,22.6,0.2,103.1,8.8,1,1,2,1,1,6,17,1,13,14,6,3,6,6,18,13,20,1,13,2,14,2,10,16,5,1,210,1996-97,1,1610612762,UTA,False
566,0,By Year,2017-18,82,22,60,0.268,48.1,36.7,82.8,0.444,9.2,26.2,0.35200000000000004,16.6,21.1,0.7859999999999999,9.5,31.0,40.5,21.5,15.0,7.5,4.8,5.1,23.2,20.4,99.3,-6.2,1,16,17,16,21,8,5,15,2,2,10,18,21,1,22,4,16,9,11,17,12,4,20,9,6,17,210,2017-18,0,1610612763,MEM,False
567,1,By Year,2016-17,82,43,39,0.524,48.5,36.4,83.6,0.435,9.4,26.5,0.354,18.3,23.4,0.784,10.8,32.0,42.8,21.3,12.9,8.0,4.2,5.0,22.4,20.8,100.5,0.5,1,8,9,9,5,12,3,21,1,1,8,11,14,2,16,2,2,10,1,10,21,2,17,8,4,9,210,2016-17,1,1610612763,MEM,False
568,2,By Year,2015-16,82,42,40,0.512,48.4,36.8,83.6,0.44,6.1,18.5,0.331,19.3,24.7,0.7829999999999999,11.2,30.5,41.6,20.7,13.3,8.8,4.3,5.7,21.7,21.1,99.1,-2.2,1,9,10,10,12,7,2,17,6,5,19,6,10,3,13,6,9,14,2,4,17,15,14,7,7,11,210,2015-16,1,1610612763,MEM,False
569,3,By Year,2014-15,82,55,27,0.6709999999999999,48.5,37.8,82.5,0.45799999999999996,5.2,15.2,0.33899999999999997,17.6,22.8,0.773,10.4,32.1,42.6,21.7,13.3,8.5,4.2,5.2,19.1,20.3,98.3,3.2,1,2,3,2,5,4,6,5,11,11,16,15,17,5,18,1,4,8,3,6,19,5,1,10,8,3,210,2014-15,1,1610612763,MEM,False
570,4,By Year,2013-14,82,50,32,0.61,48.3,38.1,82.0,0.46399999999999997,4.9,14.0,0.353,15.1,20.3,0.741,11.6,30.8,42.4,21.9,13.7,7.7,4.6,5.0,19.1,18.9,96.1,1.6,1,3,4,4,14,3,10,4,12,12,9,21,22,13,11,5,5,6,4,14,15,2,2,13,12,8,210,2013-14,1,1610612763,MEM,False
571,5,By Year,2012-13,82,56,26,0.6829999999999999,48.3,36.1,81.5,0.444,4.7,13.5,0.345,16.5,21.3,0.773,12.9,29.8,42.7,20.9,14.0,8.6,5.3,5.5,20.2,20.0,93.4,4.1,1,1,2,1,14,13,11,16,14,13,13,19,19,6,4,9,3,12,6,5,8,8,8,11,17,1,210,2012-13,1,1610612763,MEM,False
572,6,By Year,2011-12,66,41,25,0.621,48.3,36.7,82.2,0.447,4.2,12.9,0.326,17.3,22.8,0.759,12.6,29.5,42.0,19.5,14.5,9.6,5.2,5.5,19.9,19.3,95.0,2.0,21,10,1,3,18,9,9,12,15,16,21,17,18,9,6,11,6,17,8,2,9,10,5,12,13,7,210,2011-12,1,1610612763,MEM,False
573,7,By Year,2010-11,82,46,36,0.561,48.5,39.0,82.9,0.47100000000000003,3.8,11.3,0.33399999999999996,18.1,24.2,0.75,11.8,29.2,41.0,20.6,14.0,9.4,5.4,6.2,20.8,21.4,99.9,2.3,1,6,7,7,8,2,4,1,21,19,18,12,12,12,10,13,13,15,7,3,7,19,10,6,5,5,210,2010-11,1,1610612763,MEM,False
574,8,By Year,2009-10,82,40,42,0.488,48.5,39.3,83.8,0.469,4.2,12.4,0.337,19.7,26.9,0.733,13.0,30.4,43.5,18.8,15.2,7.9,4.9,6.1,20.2,22.4,102.5,-1.5,1,11,11,11,5,1,1,2,16,17,17,3,3,16,2,7,1,21,12,13,11,18,7,4,1,10,210,2009-10,0,1610612763,MEM,False
575,9,By Year,2008-09,82,24,58,0.293,48.3,34.9,77.0,0.45399999999999996,4.9,13.5,0.36,19.1,25.3,0.7559999999999999,10.3,28.5,38.8,17.4,15.3,7.5,4.7,5.4,21.7,21.8,93.9,-5.5,1,13,14,13,14,17,19,8,13,14,6,7,7,10,20,17,21,22,14,15,14,7,13,5,15,14,210,2008-09,0,1610612763,MEM,False
576,10,By Year,2007-08,82,22,60,0.268,48.3,37.3,82.2,0.45399999999999996,7.6,21.7,0.349,18.5,25.6,0.723,10.3,31.3,41.6,19.2,15.3,6.1,4.7,4.9,19.4,22.5,100.7,-6.2,1,16,17,16,14,5,8,7,3,3,12,10,6,18,19,3,8,20,13,22,13,1,4,3,3,17,210,2007-08,0,1610612763,MEM,False
577,11,By Year,2006-07,82,22,60,0.268,48.7,36.6,78.6,0.465,6.1,16.6,0.36700000000000005,22.4,29.4,0.7609999999999999,10.6,29.0,39.5,20.5,16.4,6.9,5.0,5.5,22.3,24.3,101.6,-5.1,1,16,17,16,2,11,17,3,7,7,2,1,1,8,17,16,18,16,18,21,10,8,16,1,2,13,210,2006-07,0,1610612763,MEM,False
578,12,By Year,2005-06,82,49,33,0.598,48.4,33.5,74.7,0.44799999999999995,7.2,19.2,0.374,18.0,25.3,0.711,10.2,29.0,39.2,19.3,13.8,7.3,5.4,5.6,21.4,22.8,92.2,3.7,1,5,6,6,10,21,22,11,4,4,1,13,7,20,21,15,19,18,5,19,6,11,12,2,18,2,210,2005-06,1,1610612763,MEM,False
579,13,By Year,2004-05,82,45,37,0.5489999999999999,48.1,34.2,76.5,0.447,6.5,18.1,0.35700000000000004,18.6,24.7,0.754,10.8,28.1,39.0,20.9,14.6,8.5,5.8,5.8,23.3,0.0,93.4,2.3,1,7,8,8,21,20,21,13,5,6,7,9,10,11,15,20,20,11,9,7,4,16,22,21,16,6,210,2004-05,1,1610612763,MEM,False
580,14,By Year,2003-04,82,50,32,0.61,48.5,36.1,81.2,0.445,5.5,16.0,0.34,19.0,26.1,0.727,12.8,29.0,41.8,23.4,15.0,9.7,6.9,5.6,23.2,0.0,96.7,2.4,1,3,4,4,8,14,12,14,9,8,15,8,5,17,5,14,7,2,10,1,1,13,21,19,10,4,210,2003-04,1,1610612763,MEM,False
581,15,By Year,2002-03,82,28,54,0.341,48.6,37.2,82.2,0.452,5.7,15.6,0.365,17.4,23.6,0.7390000000000001,11.5,30.1,41.6,23.1,15.4,7.9,6.1,5.2,20.5,0.0,97.5,-3.2,1,12,13,12,4,6,7,9,8,9,3,16,13,15,12,8,10,4,15,11,2,6,9,20,9,12,210,2002-03,0,1610612763,MEM,False
582,16,By Year,2001-02,82,23,59,0.28,48.2,34.8,79.7,0.436,4.1,13.4,0.307,16.3,23.0,0.708,12.0,29.4,41.4,21.8,16.4,7.9,6.0,5.6,19.2,0.1,89.9,-7.4,1,14,15,14,19,18,15,20,17,15,22,20,16,22,9,12,11,7,19,12,3,12,3,17,20,20,210,2001-02,0,1610612763,MEM,False
583,17,By Year,2000-01,82,23,59,0.28,48.2,35.0,79.7,0.439,4.0,11.5,0.34299999999999997,17.8,23.1,0.77,10.9,29.6,40.5,23.2,15.7,7.1,4.4,5.8,21.1,0.0,91.7,-5.7,1,14,15,14,19,16,14,18,18,18,14,14,15,7,14,10,15,3,16,20,16,16,11,21,19,16,210,2000-01,0,1610612763,MEM,False
584,18,By Year,1999-00,82,22,60,0.268,48.4,35.3,78.5,0.449,4.0,11.0,0.361,19.4,25.1,0.774,12.3,28.3,40.6,20.7,16.8,7.4,4.2,6.3,22.9,2.4,93.9,-5.6,1,16,17,16,10,15,18,10,20,20,5,4,9,4,8,18,14,13,20,18,20,20,19,14,14,15,210,1999-00,0,1610612763,MEM,False
585,19,By Year,1998-99,50,8,42,0.16,48.7,32.9,76.8,0.428,3.0,9.1,0.327,20.2,28.2,0.7170000000000001,13.0,27.2,40.2,19.3,17.0,8.4,4.0,6.6,22.5,0.2,88.9,-8.7,22,22,11,22,3,22,20,22,22,22,20,2,2,19,3,21,17,19,21,8,22,21,18,16,22,21,210,1998-99,0,1610612763,MEM,False
586,20,By Year,1997-98,82,19,63,0.23199999999999998,48.4,36.7,80.1,0.45799999999999996,4.0,11.0,0.36200000000000004,19.3,26.2,0.7390000000000001,13.2,28.2,41.4,23.9,17.1,7.5,4.3,6.6,22.1,0.2,96.6,-7.3,1,20,21,20,12,10,13,6,18,20,4,5,4,14,1,19,12,1,22,16,18,22,15,15,11,19,210,1997-98,0,1610612763,MEM,False
587,21,By Year,1996-97,82,14,68,0.171,49.7,34.4,78.7,0.43700000000000006,5.4,15.5,0.349,15.0,21.1,0.7090000000000001,12.5,26.3,38.8,22.7,15.9,8.0,5.7,5.6,20.0,0.1,89.2,-10.2,1,21,22,21,1,19,16,19,10,10,11,22,20,21,7,22,22,5,17,9,5,13,6,18,21,22,210,1996-97,0,1610612763,MEM,False
