,Unnamed: 0,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS,PLAYOFFS,TEAM_ID,TEAM_NAME,EASTERN
53,9,By Year,2008-09,82,66,16,0.805,3956.0,109.7,99.4,10.3,0.55,1.59,16.6,0.27699999999999997,0.746,0.52,0.139,0.519,0.56,91.22,0.5589999999999999,1,1,1,1,17,3,5,1,21,6,13,14,10,4,3,6,4,20,1,210,2008-09,1,1610612739,CLE,True
54,10,By Year,2007-08,82,45,37,0.5489999999999999,3971.0,103.2,103.7,-0.5,0.5579999999999999,1.43,15.8,0.304,0.759,0.524,0.15,0.48,0.52,92.52,0.49,1,10,11,10,10,8,14,12,20,15,20,4,4,1,12,10,13,18,14,210,2007-08,1,1610612739,CLE,True
55,11,By Year,2006-07,82,50,32,0.61,3976.0,102.6,98.9,3.7,0.574,1.45,16.3,0.297,0.758,0.522,0.152,0.484,0.522,93.2,0.52,1,6,7,6,3,10,3,4,16,13,15,7,5,3,13,9,11,14,5,210,2006-07,1,1610612739,CLE,True
56,12,By Year,2005-06,82,50,32,0.61,3966.0,105.2,102.6,2.5,0.536,1.37,15.4,0.284,0.757,0.518,0.149,0.49200000000000005,0.5379999999999999,92.16,0.51,1,6,7,6,11,7,12,9,22,17,22,11,8,7,11,8,7,19,9,210,2005-06,1,1610612739,CLE,True
57,13,By Year,2004-05,82,42,40,0.512,3971.0,103.2,102.5,0.7,0.619,1.62,17.4,0.325,0.715,0.515,0.149,0.47,0.518,92.62,0.51,1,11,12,11,5,9,11,11,6,4,9,1,18,9,9,16,15,16,10,210,2004-05,0,1610612739,CLE,True
58,14,By Year,2003-04,82,35,47,0.42700000000000005,3971.0,98.4,101.3,-2.9,0.619,1.49,16.9,0.311,0.73,0.52,0.157,0.451,0.498,93.55,0.491,1,13,15,14,6,17,7,14,7,10,12,2,13,6,15,21,21,12,13,210,2003-04,0,1610612739,CLE,True
59,15,By Year,2002-03,82,17,65,0.207,3966.0,93.5,103.6,-10.1,0.601,1.14,15.8,0.31,0.732,0.517,0.187,0.444,0.491,96.86,0.431,1,22,22,22,11,22,13,22,8,22,19,3,12,8,22,22,22,4,22,210,2002-03,0,1610612739,CLE,True
60,16,By Year,2001-02,82,29,53,0.354,3971.0,101.7,105.0,-3.3,0.6409999999999999,1.58,17.9,0.289,0.728,0.51,0.156,0.47700000000000004,0.524,92.96,0.48200000000000004,1,17,19,18,6,12,17,16,4,7,3,9,14,11,14,13,10,15,15,210,2001-02,0,1610612739,CLE,True
61,17,By Year,2000-01,82,30,52,0.366,3966.0,97.4,102.0,-4.6,0.591,1.27,16.3,0.297,0.711,0.505,0.174,0.45899999999999996,0.509,93.92,0.469,1,16,18,17,11,20,9,18,11,21,16,6,20,14,18,20,19,11,18,210,2000-01,0,1610612739,CLE,True
62,18,By Year,1999-00,82,32,50,0.39,3971.0,97.9,100.9,-3.0,0.652,1.36,17.5,0.281,0.7120000000000001,0.494,0.17600000000000002,0.46799999999999997,0.516,98.42,0.475,1,15,17,16,6,19,6,15,3,18,7,13,19,18,20,17,17,2,16,210,1999-00,0,1610612739,CLE,True
