,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,CFID,CFPARAMS,PLAYOFFS
16,By Year,2001-02,82,45,37,0.549,3966.0,105.8,102.5,3.4,0.615,1.71,18.4,0.294,0.681,0.491,0.148,0.505,0.54,91.69,0.522,1,11,13,12,4,11,9,9,4,2,2,6,21,19,8,8,13,19,9,210,2001-02,1
17,By Year,2000-01,82,44,38,0.537,3961.0,102.6,102.7,-0.1,0.592,1.43,17.0,0.291,0.698,0.496,0.161,0.491,0.53,94.18,0.494,1,14,16,15,11,18,10,14,8,10,7,7,15,16,17,17,17,15,16,210,2000-01,0
18,By Year,1999-00,82,45,37,0.549,3956.0,102.6,101.8,0.8,0.604,1.63,17.3,0.285,0.696,0.488,0.145,0.487,0.52,96.0,0.496,1,11,13,12,17,17,8,13,7,4,5,12,16,20,3,18,19,8,15,210,1999-00,1
19,By Year,1998-99,50,25,25,0.5,2420.0,101.8,103.3,-1.6,0.619,1.42,16.9,0.319,0.686,0.5,0.164,0.481,0.519,92.26,0.49,22,20,5,16,22,19,13,18,3,12,8,2,19,14,20,19,20,18,18,210,1998-99,0
20,By Year,1997-98,82,61,21,0.744,3953.0,108.5,100.4,8.1,0.651,1.73,18.9,0.287,0.661,0.477,0.151,0.521,0.558,92.45,0.544,1,1,2,1,18,4,4,3,1,1,1,9,22,22,9,3,6,17,4,210,1997-98,1
21,By Year,1996-97,82,57,25,0.695,4093.0,108.2,99.5,8.7,0.644,1.57,18.2,0.309,0.691,0.501,0.161,0.51,0.557,89.82,0.562,1,4,5,5,1,5,2,2,2,5,3,4,17,13,18,7,7,22,2,210,1996-97,1
0,By Year,2017-18,70,52,18,0.743,3385.0,111.5,103.1,8.4,0.582,1.8,17.8,0.234,0.771,0.508,0.132,0.539,0.577,100.12,0.542,20,2,1,1,20,1,9,1,13,3,4,20,2,6,3,1,1,1,1,210,2017-18,0
1,By Year,2016-17,82,51,31,0.622,3956.0,109.8,104.9,4.9,0.472,1.46,14.6,0.25,0.763,0.507,0.13,0.517,0.561,97.11,0.516,1,3,4,3,13,2,15,2,22,15,22,14,3,7,2,3,3,2,5,210,2016-17,1
2,By Year,2015-16,82,56,26,0.683,3956.0,107.0,102.7,4.3,0.511,1.43,15.0,0.246,0.777,0.516,0.136,0.504,0.552,95.31,0.525,1,1,2,2,13,6,8,3,21,16,21,16,1,2,5,6,5,7,2,210,2015-16,1
3,By Year,2014-15,82,49,33,0.598,3971.0,108.1,104.8,3.2,0.547,1.61,16.2,0.256,0.733,0.495,0.134,0.508,0.553,95.4,0.506,1,4,5,4,8,4,14,6,19,8,14,11,11,12,4,5,4,4,8,210,2014-15,1
4,By Year,2013-14,82,48,34,0.585,3991.0,105.8,102.4,3.5,0.581,1.5,16.5,0.272,0.749,0.509,0.148,0.498,0.545,94.42,0.512,1,5,6,5,4,8,7,4,14,12,12,9,6,4,14,9,9,12,7,210,2013-14,1
5,By Year,2012-13,82,34,48,0.415,3996.0,102.9,104.7,-1.7,0.592,1.57,17.0,0.255,0.734,0.491,0.145,0.488,0.532,92.94,0.484,1,12,14,13,2,13,13,14,10,9,9,12,9,15,12,13,13,15,14,210,2012-13,0
6,By Year,2011-12,66,23,43,0.348,3193.0,98.5,101.5,-3.0,0.609,1.38,16.9,0.259,0.754,0.509,0.165,0.475,0.518,91.63,0.478,21,19,13,18,21,19,5,17,6,17,10,10,4,5,19,15,15,19,16,210,2011-12,0
7,By Year,2010-11,82,22,60,0.268,3956.0,103.3,110.0,-6.7,0.571,1.49,16.9,0.282,0.72,0.495,0.153,0.491,0.533,95.38,0.459,1,21,21,21,13,12,21,20,15,13,11,8,14,11,15,12,12,5,20,210,2010-11,0
8,By Year,2009-10,82,40,42,0.488,3956.0,108.6,110.2,-1.6,0.564,1.64,17.2,0.247,0.729,0.495,0.14,0.521,0.564,95.44,0.489,1,11,12,11,13,3,22,12,17,7,7,15,13,13,9,2,2,3,13,210,2009-10,0
9,By Year,2008-09,82,33,49,0.402,3961.0,104.3,107.1,-2.8,0.601,1.67,17.6,0.24,0.737,0.491,0.141,0.494,0.542,94.44,0.492,1,13,15,14,11,11,18,15,8,5,6,17,8,14,10,10,10,11,11,210,2008-09,0
10,By Year,2007-08,82,41,41,0.5,3966.0,107.7,104.3,3.5,0.62,2.04,18.8,0.234,0.75,0.491,0.126,0.511,0.551,92.43,0.519,1,10,11,10,9,5,11,5,4,1,1,21,5,16,1,4,6,16,4,210,2007-08,1
11,By Year,2006-07,82,47,35,0.573,3951.0,105.0,103.2,1.8,0.601,1.65,17.6,0.222,0.745,0.481,0.142,0.504,0.55,94.73,0.514,1,6,7,6,17,9,10,8,7,6,5,22,7,19,11,7,7,10,6,210,2006-07,1
12,By Year,2005-06,82,27,55,0.329,3991.0,106.7,109.7,-3.0,0.529,1.49,15.6,0.254,0.733,0.483,0.138,0.5,0.548,93.45,0.459,1,17,19,19,4,7,20,16,20,14,19,13,10,18,6,8,8,14,19,210,2005-06,0
13,By Year,2004-05,82,33,49,0.402,3961.0,104.5,105.9,-1.3,0.566,1.54,16.2,0.237,0.711,0.47,0.139,0.492,0.539,94.97,0.479,1,13,15,14,10,10,17,11,16,10,16,19,16,20,8,11,11,9,15,210,2004-05,0
14,By Year,2003-04,82,33,49,0.402,3996.0,94.6,97.6,-3.0,0.593,1.35,16.0,0.238,0.701,0.468,0.157,0.454,0.495,89.14,0.476,1,13,15,14,3,22,1,18,9,18,18,18,20,22,18,21,22,22,17,210,2003-04,0
15,By Year,2002-03,82,24,58,0.293,3961.0,97.4,104.3,-6.9,0.556,1.34,15.4,0.282,0.707,0.486,0.154,0.458,0.497,92.42,0.447,1,18,20,20,11,21,12,21,18,19,20,7,17,17,16,20,21,17,21,210,2002-03,0
16,By Year,2001-02,82,42,40,0.512,3951.0,99.4,100.0,-0.6,0.609,1.52,17.0,0.314,0.701,0.501,0.156,0.463,0.501,91.56,0.496,1,9,10,9,17,17,2,10,5,11,8,4,19,9,17,18,20,20,10,210,2001-02,1
17,By Year,2000-01,82,47,35,0.573,3991.0,102.6,100.5,2.1,0.657,1.86,18.3,0.308,0.732,0.515,0.138,0.468,0.51,93.78,0.522,1,6,7,6,6,14,3,7,1,2,2,5,12,3,7,16,17,13,3,210,2000-01,1
18,By Year,1999-00,82,45,37,0.549,3951.0,101.8,101.7,0.0,0.653,1.71,17.9,0.301,0.718,0.502,0.145,0.464,0.511,95.21,0.5,1,8,9,8,17,15,6,9,2,4,3,6,15,8,13,17,16,8,9,210,1999-00,1
19,By Year,1998-99,50,23,27,0.46,2415.0,98.8,100.5,-1.7,0.624,1.3,16.3,0.338,0.702,0.518,0.173,0.45,0.504,91.71,0.489,22,19,3,12,22,18,4,13,3,20,13,1,18,1,20,22,19,18,12,210,1998-99,0
20,By Year,1997-98,82,16,66,0.195,3986.0,98.5,107.7,-9.2,0.589,1.27,16.1,0.321,0.629,0.469,0.173,0.462,0.504,95.35,0.431,1,22,22,22,7,20,19,22,12,21,17,3,22,21,21,19,18,6,22,210,1997-98,0
21,By Year,1996-97,82,30,52,0.366,4092.0,101.3,105.1,-3.7,0.592,1.27,16.2,0.325,0.686,0.5,0.174,0.481,0.521,90.46,0.467,1,16,18,17,1,16,16,19,11,22,15,2,21,10,22,14,14,21,18,210,1996-97,0
0,By Year,2017-18,70,40,30,0.571,3370.0,105.5,101.8,3.7,0.578,1.49,17.0,0.211,0.801,0.508,0.15,0.523,0.561,97.61,0.526,20,15,8,12,20,8,9,9,17,13,16,22,1,18,3,5,6,1,13,210,2017-18,0
1,By Year,2016-17,82,51,31,0.622,3951.0,107.4,102.7,4.7,0.544,1.48,16.3,0.232,0.789,0.518,0.145,0.526,0.563,93.62,0.534,1,7,10,8,15,5,12,6,21,16,19,21,2,14,1,3,5,8,10,210,2016-17,1
2,By Year,2015-16,82,40,42,0.488,3991.0,103.1,101.6,1.6,0.526,1.27,15.2,0.259,0.777,0.519,0.158,0.501,0.54,93.26,0.508,1,15,18,18,2,14,8,13,22,21,22,19,3,10,10,9,13,11,15,210,2015-16,0
3,By Year,2014-15,82,38,44,0.463,3941.0,102.5,102.1,0.5,0.563,1.3,16.0,0.291,0.763,0.528,0.165,0.494,0.531,92.78,0.507,1,18,20,20,18,16,10,15,20,20,21,14,4,4,14,12,16,13,16,210,2014-15,0
4,By Year,2013-14,82,25,57,0.305,3956.0,100.6,109.1,-8.4,0.564,1.39,16.1,0.255,0.745,0.492,0.155,0.484,0.523,93.57,0.451,1,22,22,22,9,21,22,22,19,18,20,20,7,21,7,17,19,9,22,210,2013-14,0
5,By Year,2012-13,82,43,39,0.524,3976.0,103.6,104.3,-0.7,0.61,1.54,17.5,0.288,0.732,0.507,0.156,0.492,0.533,93.4,0.504,1,12,15,15,3,13,16,17,16,11,14,15,12,19,8,13,15,10,17,210,2012-13,0
6,By Year,2011-12,66,36,30,0.545,3233.0,103.7,103.6,0.2,0.57,1.54,16.7,0.302,0.738,0.518,0.148,0.481,0.525,93.91,0.509,21,20,8,13,21,12,14,16,18,10,17,8,9,15,2,18,18,6,14,210,2011-12,1
7,By Year,2010-11,82,39,43,0.476,3976.0,104.9,107.3,-2.4,0.627,1.63,18.1,0.27,0.717,0.491,0.151,0.498,0.544,93.64,0.5,1,17,19,19,3,9,21,19,14,7,12,17,18,22,4,10,11,7,18,210,2010-11,0
8,By Year,2009-10,82,53,29,0.646,3951.0,107.8,102.9,4.8,0.678,1.76,19.9,0.268,0.756,0.519,0.157,0.524,0.565,96.03,0.55,1,5,6,6,15,4,13,5,8,2,2,18,5,12,9,4,4,2,7,210,2009-10,1
9,By Year,2008-09,82,48,34,0.585,3976.0,107.1,104.7,2.5,0.644,1.67,18.6,0.282,0.727,0.505,0.153,0.504,0.554,95.58,0.535,1,9,12,10,3,6,18,11,13,5,10,16,14,20,5,7,7,3,9,210,2008-09,1
10,By Year,2007-08,82,54,28,0.659,3941.0,110.8,104.0,6.8,0.66,1.8,19.7,0.295,0.741,0.52,0.153,0.528,0.573,95.57,0.556,1,4,5,5,18,1,15,4,9,1,3,13,8,9,6,2,2,4,4,210,2007-08,1
11,By Year,2006-07,82,51,31,0.622,3961.0,106.7,104.7,2.0,0.659,1.58,18.6,0.317,0.751,0.534,0.164,0.502,0.551,94.06,0.531,1,7,10,8,8,7,19,12,10,9,9,7,6,1,12,8,8,5,11,210,2006-07,1
12,By Year,2005-06,82,41,41,0.5,3976.0,100.8,104.5,-3.6,0.646,1.37,17.1,0.324,0.732,0.526,0.172,0.467,0.519,90.35,0.497,1,14,17,17,3,20,17,20,11,19,15,4,11,5,18,21,21,19,19,210,2005-06,0
13,By Year,2004-05,82,26,56,0.317,3956.0,101.1,107.0,-5.9,0.646,1.41,17.5,0.319,0.723,0.516,0.171,0.469,0.522,91.01,0.475,1,21,21,21,14,19,20,21,12,17,13,6,16,17,17,20,20,18,21,210,2004-05,0
14,By Year,2003-04,82,42,40,0.512,3956.0,98.3,100.4,-2.1,0.621,1.22,16.4,0.341,0.724,0.529,0.184,0.456,0.509,89.44,0.493,1,13,16,16,9,22,5,18,15,22,18,1,15,2,22,22,22,21,20,210,2003-04,0
15,By Year,2002-03,82,47,35,0.573,3956.0,102.4,99.8,2.7,0.727,1.53,19.7,0.325,0.702,0.521,0.181,0.486,0.537,91.96,0.551,1,10,13,11,9,17,3,10,1,12,5,3,22,8,21,15,14,16,5,210,2002-03,1
16,By Year,2001-02,82,44,38,0.537,3966.0,102.4,101.6,0.8,0.697,1.48,18.5,0.335,0.717,0.525,0.176,0.472,0.529,92.98,0.53,1,11,14,14,7,18,7,14,5,15,11,2,17,6,19,19,17,12,12,210,2001-02,1
17,By Year,2000-01,82,53,29,0.646,3956.0,104.1,100.0,4.1,0.713,1.63,19.7,0.302,0.732,0.521,0.17,0.497,0.546,92.34,0.548,1,5,6,6,13,10,4,8,3,8,4,9,13,7,16,11,9,14,8,210,2000-01,1
18,By Year,1999-00,82,55,27,0.671,3951.0,104.0,99.8,4.2,0.689,1.67,19.3,0.295,0.732,0.518,0.16,0.49,0.54,92.18,0.551,1,3,4,4,15,11,2,7,7,4,7,12,10,13,11,14,12,15,6,210,1999-00,1
19,By Year,1998-99,50,37,13,0.74,2435.0,102.7,95.5,7.2,0.715,1.48,19.1,0.3,0.704,0.517,0.179,0.485,0.545,89.56,0.591,22,19,1,3,22,15,1,2,2,14,8,10,21,16,20,16,10,20,1,210,1998-99,1
20,By Year,1997-98,82,62,20,0.756,3956.0,109.3,102.3,7.0,0.692,1.64,19.5,0.323,0.71,0.529,0.166,0.51,0.569,91.86,0.571,1,2,3,2,12,3,11,3,6,6,6,5,20,3,15,6,3,17,3,210,1997-98,1
21,By Year,1996-97,82,64,18,0.78,4123.0,110.5,101.6,9.0,0.702,1.75,20.5,0.297,0.716,0.519,0.165,0.531,0.581,88.86,0.59,1,1,2,1,1,2,6,1,4,3,1,11,19,11,13,1,1,22,2,210,1996-97,1
0,By Year,2017-18,69,19,50,0.275,3317.0,101.7,107.4,-5.7,0.591,1.44,16.8,0.222,0.767,0.489,0.153,0.497,0.539,96.81,0.465,20,19,13,16,20,12,17,15,8,10,10,22,2,13,7,3,2,2,14,210,2017-18,0
1,By Year,2016-17,82,43,39,0.524,3981.0,104.7,104.5,0.1,0.584,1.65,16.6,0.248,0.775,0.504,0.135,0.491,0.535,94.74,0.501,1,8,9,9,4,2,11,9,11,1,12,19,1,6,1,8,6,7,9,210,2016-17,1
2,By Year,2015-16,82,42,40,0.512,3966.0,102.6,105.4,-2.9,0.562,1.56,16.1,0.253,0.751,0.491,0.138,0.477,0.524,95.65,0.483,1,9,10,10,11,8,15,11,16,5,15,18,5,12,2,15,14,5,11,210,2015-16,1
3,By Year,2014-15,82,55,27,0.671,3981.0,103.1,99.9,3.1,0.574,1.62,17.0,0.247,0.753,0.501,0.14,0.489,0.531,94.21,0.53,1,2,3,2,4,6,6,3,15,2,9,20,4,8,3,9,10,10,2,210,2014-15,1
4,By Year,2013-14,82,50,32,0.61,3961.0,103.3,102.1,1.2,0.574,1.59,17.3,0.283,0.757,0.52,0.147,0.494,0.529,92.25,0.518,1,3,4,4,13,5,7,8,14,3,6,10,3,3,5,5,11,17,5,210,2013-14,1
5,By Year,2012-13,82,56,26,0.683,3961.0,101.7,97.4,4.2,0.579,1.5,16.6,0.31,0.743,0.522,0.152,0.472,0.514,91.15,0.531,1,1,2,1,13,13,1,1,12,7,11,3,6,2,6,18,18,19,1,210,2012-13,1
6,By Year,2011-12,66,41,25,0.621,3188.0,101.0,98.9,2.1,0.532,1.35,15.5,0.298,0.727,0.508,0.154,0.473,0.515,93.43,0.514,21,10,1,3,21,16,2,6,18,15,18,6,10,4,8,17,17,15,8,210,2011-12,1
7,By Year,2010-11,82,46,36,0.561,3976.0,104.4,102.5,1.9,0.528,1.48,16.1,0.289,0.725,0.505,0.146,0.493,0.534,94.5,0.518,1,6,7,7,7,3,8,7,19,8,16,9,11,5,4,7,8,9,4,210,2010-11,1
8,By Year,2009-10,82,40,42,0.488,3981.0,104.8,107.6,-2.9,0.479,1.24,14.5,0.313,0.733,0.523,0.156,0.494,0.536,96.14,0.486,1,11,11,11,4,1,18,10,22,19,21,2,9,1,11,6,5,3,10,210,2009-10,0
9,By Year,2008-09,82,24,58,0.293,3961.0,100.9,106.8,-5.9,0.497,1.14,14.4,0.258,0.735,0.493,0.164,0.486,0.533,92.45,0.457,1,13,15,13,13,17,16,16,21,21,22,16,7,9,15,12,9,16,16,210,2008-09,0
10,By Year,2007-08,82,22,60,0.268,3961.0,102.4,109.2,-6.8,0.514,1.26,15.0,0.238,0.734,0.483,0.155,0.5,0.539,97.49,0.451,1,16,18,17,13,10,20,18,20,17,20,21,8,18,10,2,3,1,20,210,2007-08,0
11,By Year,2006-07,82,22,60,0.268,3996.0,104.3,109.7,-5.4,0.56,1.25,16.0,0.259,0.711,0.485,0.168,0.504,0.555,95.88,0.462,1,16,18,17,2,4,22,13,17,18,17,15,13,17,17,1,1,4,15,210,2006-07,0
12,By Year,2005-06,82,49,33,0.598,3971.0,103.0,99.2,3.8,0.578,1.4,16.3,0.258,0.72,0.491,0.155,0.496,0.537,88.55,0.516,1,5,6,6,9,7,4,2,13,13,14,17,12,11,9,4,4,21,6,210,2005-06,1
13,By Year,2004-05,82,45,37,0.549,3941.0,102.5,99.9,2.7,0.612,1.43,17.0,0.271,0.699,0.486,0.16,0.489,0.535,91.08,0.515,1,7,8,8,19,9,5,5,7,11,7,12,15,15,14,10,7,20,7,210,2004-05,1
14,By Year,2003-04,82,50,32,0.61,3976.0,101.9,99.2,2.7,0.646,1.56,17.8,0.295,0.684,0.487,0.158,0.479,0.522,93.99,0.522,1,3,4,4,7,11,3,4,4,4,4,8,18,14,12,14,16,12,3,210,2003-04,1
15,By Year,2002-03,82,28,54,0.341,3986.0,101.0,104.6,-3.6,0.621,1.5,17.6,0.27,0.687,0.481,0.159,0.487,0.526,95.19,0.482,1,12,14,12,3,15,12,12,6,6,5,13,17,20,13,11,13,6,12,210,2002-03,0
16,By Year,2001-02,82,23,59,0.28,3956.0,95.4,103.8,-8.4,0.626,1.33,17.0,0.278,0.68,0.479,0.174,0.462,0.501,93.5,0.456,1,14,16,14,17,21,10,20,5,16,8,11,19,21,19,21,21,14,18,210,2001-02,0
17,By Year,2000-01,82,23,59,0.28,3956.0,96.8,103.2,-6.3,0.662,1.47,18.0,0.261,0.698,0.481,0.166,0.464,0.51,94.13,0.465,1,14,16,14,17,20,9,17,1,9,2,14,16,19,16,20,19,11,13,210,2000-01,0
18,By Year,1999-00,82,22,60,0.268,3971.0,99.7,105.3,-5.6,0.588,1.23,16.3,0.301,0.706,0.502,0.179,0.474,0.524,93.53,0.457,1,16,18,17,9,18,14,14,9,20,13,5,14,7,20,16,15,13,17,210,1999-00,0
19,By Year,1998-99,50,8,42,0.16,2435.0,95.4,105.1,-9.6,0.586,1.14,15.4,0.309,0.669,0.486,0.182,0.447,0.498,91.63,0.427,22,22,11,22,22,22,13,21,10,22,19,4,20,16,22,22,22,18,22,210,1998-99,0
20,By Year,1997-98,82,19,63,0.232,3966.0,101.1,109.3,-8.2,0.652,1.4,18.0,0.314,0.669,0.492,0.179,0.482,0.527,94.6,0.452,1,19,21,20,11,14,21,19,3,14,1,1,21,10,21,13,12,8,19,210,1997-98,0
21,By Year,1996-97,82,14,68,0.171,4076.0,97.6,108.9,-11.3,0.661,1.43,17.9,0.297,0.641,0.467,0.174,0.471,0.507,88.23,0.433,1,21,22,21,1,19,19,22,2,12,3,7,22,22,18,19,20,22,21,210,1996-97,0
0,By Year,2017-18,70,40,30,0.571,3395.0,107.5,106.1,1.5,0.619,1.72,18.4,0.235,0.767,0.503,0.145,0.526,0.563,98.99,0.513,20,11,1,2,20,2,16,4,2,1,1,21,3,6,6,2,2,3,3,210,2017-18,0
1,By Year,2016-17,82,49,33,0.598,3971.0,108.5,106.9,1.6,0.577,1.68,17.7,0.241,0.755,0.499,0.141,0.528,0.564,99.68,0.511,1,1,3,1,6,1,19,3,12,3,5,20,5,9,1,1,1,2,4,210,2016-17,1
2,By Year,2015-16,82,41,41,0.5,3951.0,102.9,103.6,-0.7,0.619,1.69,18.2,0.206,0.777,0.486,0.143,0.511,0.544,100.63,0.497,1,9,11,10,16,9,10,9,3,2,3,22,1,20,5,3,3,1,9,210,2015-16,0
3,By Year,2014-15,82,46,36,0.561,3991.0,101.8,100.0,1.9,0.627,1.6,18.3,0.249,0.773,0.517,0.155,0.499,0.534,95.96,0.525,1,2,4,3,3,12,1,2,1,6,2,18,2,1,13,6,9,7,1,210,2014-15,1
4,By Year,2013-14,82,44,38,0.537,4011.0,103.3,102.4,0.9,0.601,1.59,17.7,0.252,0.757,0.5,0.151,0.506,0.538,95.45,0.504,1,4,6,5,2,8,8,6,7,7,6,17,4,8,12,4,6,8,6,210,2013-14,1
5,By Year,2012-13,82,29,53,0.354,3971.0,97.8,100.6,-2.7,0.61,1.43,16.9,0.246,0.746,0.494,0.158,0.475,0.512,94.41,0.481,1,14,16,15,6,19,2,15,5,13,8,19,6,15,16,14,18,15,14,210,2012-13,0
6,By Year,2011-12,66,20,46,0.303,3173.0,97.8,103.8,-6.0,0.523,1.25,15.1,0.273,0.709,0.489,0.16,0.472,0.508,95.11,0.46,21,19,15,19,21,20,11,18,19,20,17,15,15,19,18,16,20,11,18,210,2011-12,0
7,By Year,2010-11,82,23,59,0.28,3986.0,99.6,107.2,-7.6,0.522,1.27,15.0,0.28,0.705,0.485,0.157,0.471,0.513,96.47,0.445,1,18,20,20,4,17,20,21,20,19,19,12,17,21,15,17,16,5,21,210,2010-11,0
8,By Year,2009-10,82,26,56,0.317,3966.0,101.4,106.7,-5.4,0.518,1.28,15.1,0.276,0.724,0.497,0.157,0.481,0.524,94.1,0.462,1,16,18,17,8,14,17,17,21,18,18,14,8,12,14,10,11,16,17,210,2009-10,0
9,By Year,2008-09,82,19,63,0.232,3941.0,102.3,111.2,-8.9,0.548,1.43,15.9,0.277,0.714,0.49,0.149,0.48,0.524,93.39,0.448,1,20,21,21,18,10,22,22,15,14,13,13,12,17,11,11,10,17,20,210,2008-09,0
10,By Year,2007-08,82,43,39,0.524,3981.0,106.0,106.8,-0.8,0.538,1.49,15.7,0.289,0.728,0.502,0.142,0.489,0.535,91.99,0.488,1,6,8,7,5,5,18,11,17,9,15,9,7,7,3,8,8,19,10,210,2007-08,1
11,By Year,2006-07,82,41,41,0.5,3966.0,106.7,108.0,-1.3,0.541,1.47,15.5,0.281,0.71,0.489,0.141,0.491,0.542,96.73,0.485,1,9,11,10,11,3,21,12,16,11,16,11,14,18,2,7,4,4,13,210,2006-07,1
12,By Year,2005-06,82,42,40,0.512,3966.0,106.0,104.7,1.3,0.512,1.33,14.6,0.295,0.709,0.495,0.145,0.484,0.538,94.88,0.503,1,7,9,8,12,4,14,5,22,17,22,8,16,14,7,9,7,13,7,210,2005-06,1
13,By Year,2004-05,82,45,37,0.549,3956.0,104.0,104.2,-0.2,0.527,1.33,14.7,0.311,0.7,0.499,0.148,0.474,0.523,96.18,0.485,1,3,5,4,15,7,13,8,18,16,20,2,19,10,9,15,12,6,12,210,2004-05,1
14,By Year,2003-04,82,25,57,0.305,3966.0,95.9,101.9,-6.1,0.557,1.07,14.6,0.307,0.695,0.496,0.183,0.454,0.5,94.96,0.441,1,17,19,18,8,22,6,19,14,22,21,4,20,13,22,22,22,12,22,210,2003-04,0
15,By Year,2002-03,82,37,45,0.451,3966.0,100.2,100.9,-0.7,0.572,1.47,16.1,0.273,0.716,0.494,0.146,0.46,0.513,90.79,0.498,1,12,13,12,8,16,3,10,13,10,12,16,11,16,8,21,17,22,8,210,2002-03,0
16,By Year,2001-02,82,37,45,0.451,3946.0,101.5,103.2,-1.7,0.584,1.61,16.7,0.307,0.714,0.508,0.142,0.464,0.508,91.11,0.486,1,12,13,12,17,13,9,13,10,5,10,3,13,3,4,19,19,21,11,210,2001-02,0
17,By Year,2000-01,82,19,63,0.232,3936.0,97.8,104.8,-7.0,0.581,1.18,15.7,0.297,0.718,0.503,0.178,0.46,0.514,95.3,0.453,1,20,21,21,19,21,15,20,11,21,14,7,9,5,21,20,14,10,19,210,2000-01,0
18,By Year,1999-00,82,29,53,0.354,3961.0,100.7,104.1,-3.4,0.588,1.34,16.6,0.306,0.717,0.509,0.168,0.476,0.521,95.32,0.471,1,14,16,15,13,15,12,16,9,15,11,5,10,2,20,13,13,9,16,210,1999-00,0
19,By Year,1998-99,50,18,32,0.36,2410.0,98.3,101.0,-2.7,0.602,1.45,16.9,0.282,0.695,0.484,0.159,0.468,0.507,92.24,0.476,22,22,2,14,22,18,4,14,6,12,9,10,22,22,17,18,21,18,15,210,1998-99,0
20,By Year,1997-98,82,42,40,0.512,3961.0,102.2,101.6,0.6,0.617,1.64,17.6,0.312,0.695,0.497,0.148,0.476,0.513,94.46,0.507,1,7,9,8,13,11,5,7,4,4,7,1,21,11,10,12,15,14,5,210,1997-98,0
21,By Year,1996-97,82,44,38,0.537,4100.0,104.1,102.0,2.1,0.599,1.49,17.9,0.302,0.703,0.505,0.165,0.505,0.54,91.79,0.525,1,4,6,5,1,6,7,1,8,8,4,6,18,4,19,5,5,20,2,210,1996-97,1
0,By Year,2017-18,69,30,39,0.435,3327.0,103.8,105.6,-1.8,0.581,1.64,17.1,0.228,0.783,0.497,0.139,0.508,0.538,98.38,0.478,20,16,11,15,20,8,18,15,11,6,6,22,3,16,7,2,5,1,16,210,2017-18,0
1,By Year,2016-17,82,37,45,0.451,3961.0,103.3,105.3,-2.0,0.53,1.78,16.2,0.241,0.812,0.516,0.121,0.492,0.521,97.09,0.482,1,12,15,13,13,9,17,17,21,3,15,21,1,3,1,7,15,6,14,210,2016-17,0
2,By Year,2015-16,82,44,38,0.537,3976.0,103.3,103.4,-0.2,0.512,1.44,14.9,0.27,0.793,0.521,0.137,0.491,0.522,97.39,0.486,1,9,10,10,6,10,13,12,22,15,22,17,2,2,6,9,13,4,13,210,2015-16,1
3,By Year,2014-15,82,32,50,0.39,3966.0,102.3,104.2,-1.8,0.582,1.61,16.5,0.277,0.75,0.504,0.139,0.482,0.515,95.18,0.478,1,14,17,16,10,16,15,16,10,8,12,14,4,10,8,14,18,7,17,210,2014-15,0
4,By Year,2013-14,82,29,53,0.354,3956.0,102.9,107.3,-4.4,0.539,1.44,15.6,0.314,0.734,0.514,0.148,0.482,0.514,97.39,0.464,1,18,20,20,15,11,20,18,19,14,19,1,8,5,12,13,19,5,19,210,2013-14,0
5,By Year,2012-13,82,29,53,0.354,3961.0,100.9,105.6,-4.8,0.585,1.4,16.7,0.283,0.73,0.502,0.161,0.487,0.521,93.21,0.467,1,18,20,20,13,19,19,20,9,16,10,11,10,13,18,11,14,8,18,210,2012-13,0
6,By Year,2011-12,66,25,41,0.379,3193.0,97.8,104.0,-6.2,0.538,1.19,15.1,0.281,0.728,0.497,0.168,0.468,0.51,91.73,0.448,21,22,13,18,21,21,14,21,20,22,20,12,12,15,21,20,21,10,21,210,2011-12,0
7,By Year,2010-11,82,30,52,0.366,3976.0,104.6,109.0,-4.4,0.566,1.62,16.9,0.274,0.721,0.487,0.14,0.495,0.533,91.52,0.464,1,16,19,19,6,5,22,19,13,7,7,16,14,21,9,5,8,11,20,210,2010-11,0
8,By Year,2009-10,82,27,55,0.329,3956.0,102.4,108.9,-6.5,0.541,1.45,15.6,0.303,0.734,0.505,0.146,0.474,0.515,90.97,0.448,1,21,22,22,15,15,21,22,18,13,18,5,9,9,11,16,17,12,22,210,2009-10,0
9,By Year,2008-09,82,39,43,0.476,3981.0,104.5,105.2,-0.8,0.567,1.74,16.8,0.279,0.74,0.506,0.132,0.483,0.524,89.08,0.496,1,11,14,12,4,7,16,13,12,5,8,13,6,8,4,12,10,20,12,210,2008-09,1
10,By Year,2007-08,82,59,23,0.72,3946.0,108.0,100.0,8.0,0.611,1.92,17.9,0.294,0.737,0.514,0.129,0.495,0.539,89.9,0.552,1,2,3,2,18,1,7,1,5,2,2,7,7,4,3,6,4,15,3,210,2007-08,1
