,Unnamed: 0,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS,TEAM_ID,TEAM_NAME,EASTERN
61,17,By Year,2000-01,82,30,52,0.366,48.4,35.2,79.7,0.442,2.7,8.0,0.33399999999999996,19.0,24.9,0.765,12.4,29.8,42.1,20.8,16.5,7.8,5.3,6.6,23.2,0.0,92.2,-4.2,1,16,18,17,12,16,16,13,22,22,19,7,11,3,7,16,15,16,19,7,5,21,19,22,19,18,210,2000-01,0,1610612739,CLE,True
62,18,By Year,1999-00,82,32,50,0.39,48.4,36.3,82.1,0.442,4.2,11.2,0.373,20.2,26.9,0.75,12.3,30.5,42.8,23.7,17.4,8.7,4.4,6.1,27.1,3.0,97.0,-3.5,1,15,17,16,6,11,9,14,16,16,6,3,3,11,8,13,9,1,21,3,11,19,22,14,9,17,210,1999-00,0,1610612739,CLE,True
63,19,By Year,1998-99,50,22,28,0.44,48.2,31.2,71.2,0.439,3.6,10.7,0.341,20.3,27.1,0.7490000000000001,9.4,26.3,35.8,21.9,15.7,9.0,4.1,5.6,24.2,0.1,86.4,-1.7,22,19,4,13,19,22,22,15,18,19,17,2,2,12,20,22,22,11,18,2,16,16,21,18,22,13,210,1998-99,0,1610612739,CLE,True
64,20,By Year,1997-98,82,47,35,0.573,48.4,34.4,75.7,0.45399999999999996,3.6,9.8,0.37200000000000005,20.2,26.7,0.7559999999999999,11.6,28.4,40.1,23.1,17.3,9.9,5.1,5.5,23.6,0.1,92.5,2.7,1,9,10,9,15,19,20,7,19,20,8,3,4,5,13,20,20,3,20,1,9,13,20,16,18,7,210,1997-98,1,1610612739,CLE,True
65,21,By Year,1996-97,82,42,40,0.512,50.2,33.0,72.8,0.45299999999999996,5.9,15.7,0.376,15.6,21.6,0.723,11.1,26.3,37.4,20.9,14.5,8.0,3.8,4.3,21.1,0.2,87.5,1.8,1,11,12,11,1,21,21,9,14,14,5,22,22,18,15,21,21,14,14,4,20,6,11,15,21,9,210,1996-97,0,1610612739,CLE,True
82,0,By Year,2017-18,82,27,55,0.32899999999999996,48.4,38.7,88.8,0.435,11.0,31.1,0.355,14.6,19.2,0.758,9.6,35.0,44.7,23.5,14.0,7.6,3.5,5.2,19.2,17.4,102.9,-7.0,1,17,18,17,9,2,1,15,1,1,10,22,22,7,22,2,7,3,6,11,21,7,7,13,2,18,210,2017-18,0,1610612741,CHI,True
83,1,By Year,2016-17,82,41,41,0.5,48.2,38.6,87.1,0.444,7.6,22.3,0.34,18.0,22.5,0.7979999999999999,12.2,34.1,46.3,22.6,13.6,7.8,4.8,4.6,17.7,18.8,102.9,0.4,1,11,12,11,21,3,3,10,4,2,18,11,16,1,9,3,2,8,2,7,13,3,2,10,3,10,210,2016-17,1,1610612741,CHI,True
84,2,By Year,2015-16,82,42,40,0.512,48.5,38.6,87.4,0.441,7.9,21.4,0.371,16.5,21.0,0.787,11.1,35.2,46.3,22.8,13.9,6.0,5.7,5.7,18.8,18.7,101.6,-1.5,1,10,11,10,5,4,2,12,2,4,6,18,21,3,20,1,2,6,3,22,4,17,5,11,5,13,210,2015-16,0,1610612741,CHI,True
85,3,By Year,2014-15,82,50,32,0.61,48.5,36.6,82.9,0.442,7.9,22.3,0.353,19.7,25.2,0.7829999999999999,11.7,34.0,45.7,21.7,14.0,6.3,5.8,5.4,18.2,21.2,100.8,3.0,1,4,5,5,8,12,9,11,3,3,11,2,3,4,14,4,4,17,4,20,3,13,3,4,6,6,210,2014-15,1,1610612741,CHI,True
86,4,By Year,2013-14,82,48,34,0.585,48.6,34.7,80.2,0.43200000000000005,6.2,17.8,0.348,18.1,23.3,0.779,11.4,32.7,44.1,22.7,14.9,7.2,5.2,6.0,19.1,20.9,93.7,1.9,1,7,7,7,2,17,18,17,10,6,14,8,15,5,16,7,10,7,13,14,10,22,6,5,16,7,210,2013-14,1,1610612741,CHI,True
87,5,By Year,2012-13,82,45,37,0.5489999999999999,48.4,35.7,81.7,0.43700000000000006,5.4,15.4,0.353,16.4,21.2,0.773,12.5,30.7,43.2,23.0,14.3,7.2,5.1,5.8,19.7,19.6,93.2,0.3,1,9,9,9,13,15,14,13,14,13,12,19,19,6,7,14,14,5,8,16,11,20,8,9,17,11,210,2012-13,1,1610612741,CHI,True
88,6,By Year,2011-12,66,50,16,0.758,48.3,37.4,82.8,0.452,6.3,16.9,0.375,15.2,21.1,0.722,13.9,32.8,46.7,23.1,14.0,6.9,5.9,5.2,17.3,17.7,96.3,8.2,21,4,2,2,17,7,10,5,7,10,4,21,20,19,3,6,1,4,5,18,1,9,1,12,13,2,210,2011-12,1,1610612741,CHI,True
89,7,By Year,2010-11,82,62,20,0.7559999999999999,48.4,37.1,80.3,0.462,6.2,17.3,0.361,18.2,24.5,0.743,11.8,32.4,44.2,22.3,14.2,7.2,5.7,5.8,20.0,20.1,98.6,7.3,1,2,3,3,13,10,17,2,8,8,8,6,9,12,13,8,9,10,7,15,5,20,9,7,8,3,210,2010-11,1,1610612741,CHI,True
90,8,By Year,2009-10,82,41,41,0.5,48.5,37.6,83.2,0.451,4.3,13.0,0.33,18.0,23.9,0.754,11.4,33.1,44.5,20.8,14.3,6.5,5.8,5.3,20.1,20.0,97.5,-1.6,1,11,12,11,6,6,7,6,16,16,19,10,11,9,16,5,8,20,9,19,2,12,10,8,10,14,210,2009-10,1,1610612741,CHI,True
91,9,By Year,2008-09,82,41,41,0.5,48.6,38.1,83.5,0.457,6.0,15.8,0.381,19.9,25.0,0.7959999999999999,11.8,30.3,42.1,21.1,14.5,7.5,5.5,5.5,20.8,20.8,102.2,-0.3,1,11,12,11,2,5,6,4,11,12,2,1,4,2,12,15,18,19,11,12,7,15,12,6,4,12,210,2008-09,1,1610612741,CHI,True
92,10,By Year,2007-08,82,33,49,0.402,48.3,36.4,83.7,0.435,5.8,15.9,0.363,18.7,24.7,0.7559999999999999,12.8,30.2,43.0,22.1,14.6,7.7,5.2,5.7,21.8,21.3,97.3,-3.1,1,15,16,15,16,14,5,14,13,11,7,4,6,8,4,16,15,12,12,9,9,17,13,3,11,15,210,2007-08,0,1610612741,CHI,True
93,11,By Year,2006-07,82,49,33,0.598,48.2,37.1,81.3,0.457,5.9,15.1,0.38799999999999996,18.6,25.4,0.7340000000000001,12.0,31.7,43.7,22.3,16.0,7.8,5.4,5.3,23.3,23.2,98.8,5.0,1,6,6,6,21,9,15,3,12,15,1,5,2,16,11,10,12,9,18,8,8,10,17,1,7,5,210,2006-07,1,1610612741,CHI,True
94,12,By Year,2005-06,82,41,41,0.5,48.5,36.6,82.2,0.446,6.8,18.0,0.379,17.7,24.0,0.738,11.0,31.7,42.8,22.0,14.9,6.2,4.2,5.1,24.9,23.0,97.8,0.6,1,11,12,11,7,11,12,8,5,5,3,13,10,15,21,9,17,14,14,21,19,6,22,2,9,9,210,2005-06,1,1610612741,CHI,True
95,13,By Year,2004-05,82,47,35,0.573,48.4,34.7,80.4,0.43200000000000005,6.2,17.5,0.35700000000000004,18.7,25.0,0.75,12.2,31.6,43.8,21.3,16.7,7.0,4.5,5.3,24.7,0.0,94.5,1.1,1,8,8,8,12,16,16,18,8,7,9,3,5,10,8,11,11,18,20,17,16,11,20,21,15,8,210,2004-05,1,1610612741,CHI,True
96,14,By Year,2003-04,82,23,59,0.28,48.4,34.1,82.4,0.414,5.2,15.3,0.342,16.2,22.4,0.726,12.8,30.7,43.5,21.9,16.1,8.0,4.8,5.4,23.3,0.0,89.7,-6.4,1,18,19,18,15,19,11,21,15,14,17,20,18,17,5,13,13,15,19,5,12,14,19,20,18,17,210,2003-04,0,1610612741,CHI,True
97,15,By Year,2002-03,82,30,52,0.366,48.6,36.5,81.9,0.445,4.3,12.2,0.35,17.7,24.6,0.722,12.0,31.0,43.0,21.7,16.9,7.4,5.6,5.0,24.7,0.1,95.0,-5.1,1,16,17,16,4,13,13,9,17,19,13,12,7,18,10,12,16,16,21,13,6,5,20,19,14,16,210,2002-03,0,1610612741,CHI,True
98,16,By Year,2001-02,82,21,61,0.256,48.3,34.3,79.2,0.433,3.7,10.6,0.34600000000000003,17.2,23.9,0.722,11.3,28.8,40.0,22.2,15.3,7.7,4.4,4.9,22.4,0.2,89.5,-8.5,1,19,20,20,19,18,19,16,21,22,16,14,12,20,19,19,20,11,15,10,17,4,15,16,19,19,210,2001-02,0,1610612741,CHI,True
99,17,By Year,2000-01,82,15,67,0.183,48.4,33.2,78.2,0.424,4.0,11.6,0.34600000000000003,17.2,23.3,0.7390000000000001,11.3,27.6,38.9,22.1,15.8,8.2,4.6,5.2,23.2,0.0,87.6,-9.1,1,21,22,22,9,20,20,19,19,21,15,15,14,14,18,22,22,13,17,4,15,8,16,21,20,20,210,2000-01,0,1610612741,CHI,True
100,18,By Year,1999-00,82,17,65,0.207,48.3,31.3,75.4,0.415,4.1,12.6,0.32899999999999996,18.1,25.5,0.7090000000000001,12.6,28.3,40.9,20.0,19.0,7.9,4.7,5.6,23.3,2.6,84.8,-9.4,1,20,21,21,18,21,22,20,18,17,20,9,1,21,6,20,19,22,22,6,14,16,17,14,21,21,210,1999-00,0,1610612741,CHI,True
101,19,By Year,1998-99,50,13,37,0.26,48.3,30.8,76.7,0.401,3.5,12.2,0.29,16.8,23.7,0.7090000000000001,11.5,27.9,39.3,20.3,15.5,8.7,3.4,5.7,22.2,0.1,81.9,-9.5,22,22,9,19,20,22,21,22,22,18,22,17,13,22,15,21,21,21,16,2,22,19,14,18,22,22,210,1998-99,0,1610612741,CHI,True
102,20,By Year,1997-98,82,62,20,0.7559999999999999,48.4,37.4,82.9,0.451,3.8,11.7,0.32299999999999995,18.2,24.5,0.743,15.2,29.7,44.9,23.8,14.4,8.5,4.3,4.3,20.6,0.2,96.7,7.1,1,2,3,3,11,8,8,7,20,20,21,6,8,13,1,18,6,2,10,3,18,2,11,16,12,4,210,1997-98,1,1610612741,CHI,True
103,21,By Year,1996-97,82,69,13,0.841,49.6,40.0,84.4,0.473,6.4,17.1,0.373,16.8,22.5,0.747,15.1,30.0,45.1,26.1,13.5,8.7,4.0,3.5,18.4,0.2,103.1,10.8,1,1,1,1,1,1,4,1,6,9,5,16,16,11,2,17,5,1,1,1,20,1,4,15,1,1,210,1996-97,1,1610612741,CHI,True
236,0,By Year,2017-18,82,44,38,0.537,48.6,38.8,85.3,0.455,11.0,30.6,0.36,14.7,19.5,0.755,9.3,34.2,43.5,22.7,14.4,7.6,5.3,4.6,20.1,19.4,103.4,0.5,1,13,14,14,5,2,2,13,1,1,8,22,22,7,18,2,3,3,11,9,14,17,6,12,1,16,210,2017-18,1,1610612748,MIA,True
237,1,By Year,2016-17,82,41,41,0.5,48.2,39.0,85.8,0.455,9.9,27.0,0.365,15.2,21.6,0.706,10.6,33.0,43.6,21.2,13.4,7.2,5.7,4.9,20.5,18.7,103.2,1.1,1,17,18,18,16,1,1,14,2,2,5,20,19,19,9,3,2,7,3,14,5,19,9,13,2,14,210,2016-17,0,1610612748,MIA,True
238,2,By Year,2015-16,82,48,34,0.585,48.4,38.4,81.7,0.47,6.1,18.0,0.336,17.1,23.0,0.745,9.8,34.3,44.1,20.8,14.1,6.7,6.5,4.1,18.3,19.6,100.0,1.6,1,10,12,12,12,3,3,6,11,10,20,15,13,11,16,1,1,9,9,17,1,9,1,11,7,13,210,2015-16,1,1610612748,MIA,True
239,3,By Year,2014-15,82,37,45,0.451,48.1,35.2,77.2,0.456,6.8,20.2,0.335,17.5,23.7,0.741,9.1,30.0,39.1,19.8,14.8,7.8,4.5,4.4,20.0,20.9,94.7,-2.6,1,18,19,19,21,14,15,12,7,6,21,10,9,12,19,15,19,19,16,7,17,14,5,4,14,20,210,2014-15,0,1610612748,MIA,True
240,4,By Year,2013-14,82,54,28,0.659,48.5,38.3,76.5,0.501,8.1,22.3,0.364,17.5,23.0,0.76,7.6,29.2,36.9,22.5,14.8,8.9,4.5,3.1,19.5,20.4,102.2,4.8,1,6,8,8,7,5,19,1,5,4,6,11,15,5,22,21,22,4,15,1,18,2,4,6,4,8,210,2013-14,1,1610612748,MIA,True
241,5,By Year,2012-13,82,66,16,0.805,48.5,38.4,77.4,0.496,8.7,22.1,0.396,17.4,23.0,0.754,8.2,30.4,38.6,23.0,13.9,8.7,5.4,3.2,18.7,20.4,102.9,7.9,1,1,1,1,10,4,13,2,3,5,1,12,13,9,21,12,20,2,8,3,12,3,2,7,3,1,210,2012-13,1,1610612748,MIA,True
242,6,By Year,2011-12,66,46,20,0.6970000000000001,48.6,37.1,79.0,0.469,5.6,15.6,0.359,18.8,24.2,0.775,10.4,31.2,41.6,20.0,15.2,8.9,5.4,4.2,19.4,20.5,98.5,6.0,21,12,3,5,6,8,7,7,19,18,10,5,8,1,11,8,12,17,21,2,11,11,3,5,9,4,210,2011-12,1,1610612748,MIA,True
243,7,By Year,2010-11,82,58,24,0.7070000000000001,48.2,37.0,76.8,0.48100000000000004,6.7,18.0,0.37,21.5,27.9,0.769,9.6,32.5,42.1,20.0,13.9,6.6,5.2,3.0,20.4,21.8,102.1,7.5,1,4,6,4,16,10,17,4,9,11,4,1,3,2,17,5,7,16,7,19,15,1,8,3,5,2,210,2010-11,1,1610612748,MIA,True
244,8,By Year,2009-10,82,47,35,0.573,48.5,36.4,79.5,0.45799999999999996,6.0,17.4,0.34600000000000003,17.7,23.5,0.752,10.7,31.1,41.8,18.9,13.2,7.4,5.6,4.3,20.9,20.0,96.5,2.3,1,11,13,13,7,11,5,10,13,13,16,9,10,10,8,9,10,21,2,10,6,13,12,9,11,12,210,2009-10,1,1610612748,MIA,True
245,9,By Year,2008-09,82,43,39,0.524,48.7,37.0,81.0,0.457,7.1,19.9,0.35700000000000004,17.2,22.8,0.754,10.1,29.4,39.5,20.4,12.5,7.9,5.5,4.1,20.7,19.9,98.3,0.3,1,15,16,16,3,9,4,11,6,7,13,14,17,8,12,19,18,13,1,5,7,8,10,10,10,17,210,2008-09,1,1610612748,MIA,True
246,10,By Year,2007-08,82,15,67,0.183,48.4,34.2,77.3,0.44299999999999995,6.0,16.7,0.358,16.9,23.2,0.727,9.1,28.6,37.6,20.0,14.7,7.2,4.3,4.2,20.4,20.1,91.4,-8.6,1,22,22,22,12,17,14,18,14,15,11,17,12,16,20,22,21,15,14,13,19,10,7,8,17,22,210,2007-08,0,1610612748,MIA,True
247,11,By Year,2006-07,82,44,38,0.537,48.4,35.6,76.7,0.46399999999999997,6.4,18.8,0.34299999999999997,17.0,24.6,0.69,10.0,30.8,40.8,20.5,14.6,6.9,5.4,3.8,21.3,21.8,94.6,-0.9,1,13,14,14,11,13,18,8,10,9,19,16,7,21,14,11,15,11,13,16,9,7,15,2,15,18,210,2006-07,1,1610612748,MIA,True
248,12,By Year,2005-06,82,52,30,0.634,48.2,37.1,77.5,0.478,6.1,17.6,0.345,19.7,28.2,0.7,10.5,32.6,43.1,20.6,14.5,6.4,5.4,3.6,22.8,23.6,99.9,3.9,1,7,9,9,18,7,12,5,12,12,18,3,2,20,10,4,5,10,12,22,9,5,20,1,8,9,210,2005-06,1,1610612748,MIA,True
249,13,By Year,2004-05,82,59,23,0.72,48.7,37.8,77.7,0.486,5.8,15.4,0.377,20.2,30.1,0.672,10.8,32.2,43.0,21.8,13.7,6.4,5.8,3.2,22.1,0.0,101.5,6.5,1,3,5,3,2,6,11,3,17,19,2,2,1,22,7,6,6,5,5,21,4,4,17,21,6,3,210,2004-05,1,1610612748,MIA,True
250,14,By Year,2003-04,82,42,40,0.512,48.2,33.3,78.3,0.425,5.9,16.5,0.35700000000000004,17.8,23.4,0.762,11.5,30.0,41.5,19.1,13.9,7.2,3.8,5.4,22.1,0.0,90.3,0.5,1,16,17,17,18,19,9,21,15,16,12,7,11,4,4,16,13,20,6,12,21,22,16,20,18,15,210,2003-04,1,1610612748,MIA,True
251,15,By Year,2002-03,82,25,57,0.305,48.4,32.8,79.5,0.41200000000000003,4.2,13.4,0.316,15.8,20.6,0.765,11.6,30.0,41.6,18.3,14.2,7.2,4.0,5.3,22.6,0.1,85.6,-5.0,1,21,21,21,12,21,6,22,21,21,22,19,21,3,3,14,11,22,10,11,20,21,19,19,22,21,210,2002-03,0,1610612748,MIA,True
252,16,By Year,2001-02,82,36,46,0.439,48.6,34.2,77.8,0.439,3.8,11.0,0.34700000000000003,15.1,20.8,0.7240000000000001,11.0,31.0,42.0,20.3,14.8,6.7,5.5,4.3,22.5,0.2,87.2,-1.5,1,19,20,20,4,18,10,19,22,22,15,21,20,17,6,10,9,14,17,18,8,12,18,16,21,19,210,2001-02,0,1610612748,MIA,True
253,17,By Year,2000-01,82,50,32,0.61,48.5,32.9,76.3,0.43,5.8,16.9,0.345,17.4,22.9,0.759,9.9,29.7,39.6,19.9,13.7,7.7,3.7,5.2,21.0,0.0,88.9,2.3,1,9,11,11,7,20,20,20,16,14,17,12,16,6,15,17,17,18,4,8,22,20,13,21,20,11,210,2000-01,1,1610612748,MIA,True
254,18,By Year,1999-00,82,52,30,0.634,48.4,36.3,78.8,0.46,5.4,14.7,0.371,16.4,22.3,0.736,11.2,31.9,43.2,23.5,15.0,7.1,6.4,4.4,23.7,2.1,94.4,3.1,1,7,9,9,12,12,8,9,20,20,3,18,18,14,5,7,4,1,20,15,2,15,21,14,16,10,210,1999-00,1,1610612748,MIA,True
255,19,By Year,1998-99,50,33,17,0.66,48.1,32.3,71.3,0.45299999999999996,5.8,16.1,0.359,18.6,25.2,0.735,10.1,30.2,40.3,20.4,14.9,6.5,6.1,3.8,20.7,0.1,89.0,5.0,22,20,2,7,22,22,22,15,18,17,9,6,5,15,13,13,16,12,18,20,3,6,11,18,19,6,210,1998-99,1,1610612748,MIA,True
256,20,By Year,1997-98,82,55,27,0.6709999999999999,48.2,34.8,77.2,0.45,6.7,18.8,0.355,18.8,25.4,0.7390000000000001,12.5,29.5,42.0,21.4,15.0,8.1,5.2,4.5,24.2,0.2,95.0,4.9,1,5,7,6,18,15,16,17,8,8,14,4,4,13,1,18,8,6,19,4,16,16,22,16,12,7,210,1997-98,1,1610612748,MIA,True
257,21,By Year,1996-97,82,61,21,0.7440000000000001,50.0,34.4,76.0,0.45299999999999996,8.3,22.7,0.364,17.7,24.7,0.7190000000000001,11.7,29.3,41.0,21.2,15.9,7.9,5.4,4.8,21.2,0.3,94.8,5.5,1,2,4,2,1,16,21,16,4,3,7,8,6,18,2,20,14,8,22,5,13,18,14,15,13,5,210,1996-97,1,1610612748,MIA,True
258,0,By Year,2017-18,82,44,38,0.537,48.4,39.7,83.0,0.478,8.8,24.7,0.355,18.3,23.4,0.782,8.4,31.5,39.8,23.2,13.8,8.8,5.4,4.5,21.4,19.9,106.5,-0.3,1,3,5,4,12,1,5,1,2,1,13,8,10,3,22,2,18,4,7,4,3,7,9,9,1,11,210,2017-18,1,1610612749,MIL,True
259,1,By Year,2016-17,82,42,40,0.512,48.2,38.8,81.9,0.474,8.8,23.7,0.37,17.2,22.4,0.768,8.8,31.6,40.4,24.2,14.0,8.1,5.3,4.6,20.2,19.3,103.6,-0.2,1,4,6,5,16,2,12,2,1,2,6,13,17,9,21,1,16,1,8,10,4,10,3,12,2,9,210,2016-17,1,1610612749,MIL,True
260,2,By Year,2015-16,82,33,49,0.402,48.4,38.4,82.2,0.467,5.4,15.6,0.345,17.0,22.7,0.748,10.5,31.2,41.7,23.1,15.2,8.2,5.8,5.6,20.7,19.5,99.0,-4.2,1,15,17,17,12,4,9,4,16,16,20,15,15,14,19,5,8,5,19,7,2,22,6,10,8,19,210,2015-16,0,1610612749,MIL,True
261,3,By Year,2014-15,82,41,41,0.5,48.6,37.6,82.0,0.45899999999999996,6.6,18.3,0.363,16.0,21.1,0.757,10.7,31.4,42.1,23.6,16.7,9.6,4.9,4.8,22.1,20.1,97.8,0.4,1,7,9,8,3,9,11,9,9,9,8,20,20,11,16,3,6,2,21,1,6,12,13,8,12,5,210,2014-15,1,1610612749,MIL,True
262,4,By Year,2013-14,82,15,67,0.183,48.5,36.0,82.2,0.43799999999999994,6.7,18.9,0.353,16.8,22.5,0.747,11.8,29.3,41.1,21.5,15.1,6.6,4.9,5.0,20.9,20.6,95.5,-8.2,1,22,22,22,7,19,10,19,8,7,15,17,16,16,9,14,13,15,17,21,6,18,7,6,18,22,210,2013-14,0,1610612749,MIL,True
263,5,By Year,2012-13,82,38,44,0.46299999999999997,48.4,38.1,87.8,0.435,7.3,20.4,0.36,15.3,20.7,0.736,13.0,30.9,44.0,22.9,14.1,8.4,6.7,4.4,19.0,19.1,98.9,-1.5,1,11,13,13,15,5,1,21,4,4,10,22,21,19,1,7,1,6,11,5,1,6,1,13,10,15,210,2012-13,1,1610612749,MIL,True
264,6,By Year,2011-12,66,31,35,0.47,48.1,37.9,85.6,0.44299999999999995,6.6,19.2,0.345,16.6,21.4,0.774,12.4,30.0,42.5,23.5,14.1,8.3,5.1,4.5,19.3,19.4,99.0,0.3,21,17,3,12,22,8,2,18,10,6,19,18,19,7,4,11,3,3,10,6,5,8,2,11,9,6,210,2011-12,0,1610612749,MIL,True
265,7,By Year,2010-11,82,35,47,0.42700000000000005,48.4,34.3,79.8,0.43,5.9,17.2,0.342,17.4,22.9,0.757,10.5,30.2,40.8,18.8,13.5,7.5,4.9,4.8,20.5,20.7,91.9,-0.8,1,13,15,15,12,22,19,22,14,12,22,12,13,12,18,10,14,22,3,13,8,12,5,5,21,12,210,2010-11,0,1610612749,MIL,True
266,8,By Year,2009-10,82,46,36,0.561,48.7,37.2,85.3,0.436,7.9,22.1,0.35600000000000004,15.4,20.4,0.755,11.8,31.2,43.0,21.2,13.2,7.1,4.7,5.1,22.2,20.3,97.7,1.7,1,2,4,2,2,10,3,20,3,3,12,21,22,13,10,4,2,17,2,18,11,20,16,7,14,2,210,2009-10,1,1610612749,MIL,True
267,9,By Year,2008-09,82,34,48,0.415,48.2,36.7,82.4,0.445,6.2,17.2,0.363,19.7,25.2,0.78,11.9,28.9,40.7,22.0,14.1,7.4,3.8,4.6,24.2,22.5,99.3,-1.1,1,14,16,16,16,14,7,17,12,13,9,4,6,4,8,16,15,12,9,14,19,11,21,2,7,14,210,2008-09,0,1610612749,MIL,True
268,10,By Year,2007-08,82,26,56,0.317,48.4,36.9,82.3,0.449,5.5,16.0,0.344,17.7,24.1,0.733,12.9,28.8,41.7,21.5,14.8,6.6,4.4,4.9,21.3,21.1,97.0,-6.9,1,21,21,21,8,13,8,15,15,15,21,11,8,20,2,18,7,15,15,20,14,16,8,3,17,21,210,2007-08,0,1610612749,MIL,True
269,11,By Year,2006-07,82,28,54,0.341,48.4,38.1,81.9,0.465,6.4,18.0,0.35600000000000004,17.1,23.4,0.733,11.5,27.7,39.2,21.6,15.1,7.2,2.7,5.3,22.2,21.0,99.7,-4.4,1,19,20,20,8,6,13,6,11,11,11,14,9,22,13,19,21,13,18,17,22,21,15,4,5,20,210,2006-07,0,1610612749,MIL,True
270,12,By Year,2005-06,82,40,42,0.488,48.4,36.3,80.1,0.45299999999999996,6.2,16.3,0.38,19.0,25.8,0.738,11.3,29.9,41.2,21.6,14.6,7.3,3.3,5.0,23.2,23.6,97.8,-1.0,1,10,12,11,8,15,18,13,13,14,2,5,4,18,15,12,12,14,14,15,21,19,18,1,13,13,210,2005-06,1,1610612749,MIL,True
271,13,By Year,2004-05,82,30,52,0.366,48.2,36.1,80.2,0.45,4.0,11.3,0.35100000000000003,21.0,27.2,0.772,12.0,29.3,41.3,21.0,13.8,6.5,3.5,4.5,21.9,0.0,97.2,-3.0,1,18,19,19,16,18,16,14,20,20,17,1,1,8,6,13,10,18,6,22,20,9,12,21,16,18,210,2004-05,0,1610612749,MIL,True
272,14,By Year,2003-04,82,41,41,0.5,48.2,36.2,81.1,0.447,4.9,14.0,0.35,20.7,26.7,0.775,11.7,30.5,42.2,22.8,13.5,6.8,4.7,5.0,20.3,0.0,98.0,1.1,1,7,9,8,16,16,15,16,17,17,18,2,2,6,11,8,5,7,4,19,12,17,4,20,11,4,210,2003-04,1,1610612749,MIL,True
273,15,By Year,2002-03,82,42,40,0.512,48.5,37.1,81.3,0.457,7.1,18.6,0.38299999999999995,18.1,23.3,0.7759999999999999,10.7,28.9,39.5,22.2,12.7,7.6,4.2,4.1,22.2,0.1,99.5,0.2,1,4,6,5,5,11,14,11,6,8,1,9,11,5,16,16,19,11,1,12,17,2,14,19,6,7,210,2002-03,1,1610612749,MIL,True
274,16,By Year,2001-02,82,41,41,0.5,48.5,37.1,80.2,0.462,7.2,19.3,0.375,16.1,21.5,0.748,10.3,31.2,41.4,22.5,14.1,7.3,4.7,4.4,21.8,0.1,97.5,-0.2,1,7,9,8,6,12,17,7,5,5,4,19,18,15,20,6,9,9,12,16,9,5,11,18,15,10,210,2001-02,0,1610612749,MIL,True
275,17,By Year,2000-01,82,52,30,0.634,48.2,38.0,82.9,0.45799999999999996,6.9,18.1,0.379,18.0,22.9,0.787,11.9,30.5,42.4,22.5,13.7,8.2,4.7,4.3,23.5,0.0,100.7,3.9,1,1,2,1,16,7,6,10,7,10,3,10,14,1,7,9,4,10,5,7,10,4,20,21,4,1,210,2000-01,1,1610612749,MIL,True
276,18,By Year,1999-00,82,42,40,0.512,48.4,38.7,83.3,0.465,4.8,13.0,0.369,19.0,24.2,0.7859999999999999,12.4,28.9,41.3,22.6,15.0,8.2,4.6,4.1,24.6,2.2,101.2,0.2,1,4,6,5,8,3,4,5,18,18,7,7,7,2,5,15,11,8,16,9,13,3,22,14,3,8,210,1999-00,1,1610612749,MIL,True
277,19,By Year,1998-99,50,28,22,0.56,48.2,35.1,76.4,0.45899999999999996,4.6,12.4,0.373,16.9,23.1,0.733,11.4,27.4,38.8,20.6,14.4,8.8,4.0,3.9,22.8,0.2,91.7,1.7,22,19,1,3,21,21,22,8,19,19,5,16,12,20,14,21,22,19,13,3,18,1,17,16,22,3,210,1998-99,1,1610612749,MIL,True
278,20,By Year,1997-98,82,36,46,0.439,48.6,35.6,78.0,0.456,3.0,8.6,0.354,20.3,26.4,0.767,12.6,27.3,39.9,20.1,16.9,8.9,4.4,4.9,23.4,0.2,94.5,-1.9,1,12,14,14,3,20,20,12,22,22,14,3,3,10,3,22,17,20,22,2,15,15,19,15,20,17,210,1997-98,0,1610612749,MIL,True
279,21,By Year,1996-97,82,33,49,0.402,49.7,36.2,76.9,0.47100000000000003,4.0,11.2,0.35200000000000004,19.0,25.7,0.741,11.6,27.6,39.2,19.6,15.7,7.7,4.2,4.8,21.6,0.1,95.3,-1.9,1,15,17,17,1,17,21,3,21,21,16,6,5,17,12,20,20,21,20,11,16,12,10,17,19,16,210,1996-97,0,1610612749,MIL,True
302,0,By Year,2017-18,82,28,54,0.341,48.4,38.2,86.8,0.441,12.7,35.7,0.35600000000000004,17.4,22.6,0.772,9.7,34.8,44.4,23.7,15.2,6.2,4.8,5.5,20.6,19.7,106.6,-3.7,1,14,16,14,8,1,1,13,1,1,6,16,19,6,20,2,2,4,20,20,9,16,6,11,1,13,210,2017-18,0,1610612751,BKN,True
