,GROUP_SET,GROUP_VALUE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,CFID,CFPARAMS,PLAYOFFS
10,By Year,2007-08,82,48,34,0.585,48.2,41.5,90.3,0.459,9.3,26.6,0.348,18.8,24.9,0.752,12.7,30.4,43.2,22.4,13.2,9.1,4.6,5.0,22.9,21.2,111.0,2.2,1,6,7,6,12,5,1,9,6,5,14,7,9,13,9,10,13,11,1,5,16,13,16,5,4,6,210,2007-08,0
11,By Year,2006-07,82,42,40,0.512,48.2,39.8,86.0,0.463,8.5,24.0,0.356,18.5,25.8,0.717,11.5,29.9,41.4,23.8,16.0,9.1,5.7,4.9,23.6,22.3,106.5,-0.3,1,8,9,8,19,7,9,6,7,7,11,8,7,18,14,15,18,5,19,4,8,8,19,3,8,8,210,2006-07,1
12,By Year,2005-06,82,34,48,0.415,48.4,35.8,82.7,0.433,7.6,22.3,0.341,19.2,26.7,0.718,12.0,30.3,42.3,20.7,14.1,7.4,4.3,5.0,23.7,23.4,98.5,-1.4,1,12,14,13,7,18,19,16,12,8,16,6,4,17,11,13,16,21,4,19,19,12,20,2,15,11,210,2005-06,0
13,By Year,2004-05,82,34,48,0.415,48.5,36.9,85.8,0.43,7.6,21.6,0.352,17.2,23.8,0.722,13.0,29.7,42.7,22.1,13.6,7.8,5.1,5.1,22.4,0.0,98.7,-2.2,1,12,14,13,2,14,11,17,13,9,13,13,12,16,8,17,15,14,2,14,11,15,13,20,14,12,210,2004-05,0
14,By Year,2003-04,82,37,45,0.451,48.4,35.1,79.4,0.442,5.2,15.6,0.334,17.9,24.7,0.725,12.2,30.9,43.1,20.5,14.8,7.0,4.7,5.1,20.6,0.0,93.3,-0.7,1,10,12,10,6,20,22,14,16,16,17,10,10,14,10,9,14,22,9,21,15,16,5,19,19,9,210,2003-04,0
15,By Year,2002-03,82,38,44,0.463,48.2,37.3,84.6,0.441,5.2,15.1,0.344,22.6,29.0,0.778,15.7,31.0,46.7,20.9,15.8,7.2,6.2,6.0,21.8,0.0,102.4,-1.1,1,9,11,9,17,13,15,15,17,17,15,2,2,7,6,8,2,16,16,20,5,18,11,20,11,10,210,2002-03,0
16,By Year,2001-02,82,21,61,0.256,48.2,36.6,85.2,0.429,3.9,12.1,0.322,20.6,28.6,0.722,16.3,30.4,46.7,20.8,16.8,7.9,6.4,6.3,23.0,0.2,97.7,-5.4,1,18,19,19,15,15,13,18,19,19,19,4,3,15,3,11,3,19,21,13,4,22,17,15,17,19,210,2001-02,0
17,By Year,2000-01,82,17,65,0.207,48.2,35.8,87.5,0.409,3.4,11.8,0.293,17.4,24.7,0.706,16.4,29.1,45.5,21.8,15.9,9.0,5.0,6.0,21.1,0.0,92.5,-9.0,1,22,22,22,12,19,2,22,20,20,20,12,11,20,1,20,7,15,17,6,12,19,7,20,20,21,210,2000-01,0
18,By Year,1999-00,82,19,63,0.232,48.2,36.5,87.1,0.42,4.2,13.0,0.323,18.3,26.2,0.697,15.9,29.7,45.6,22.6,15.9,8.9,4.3,6.0,24.9,2.0,95.5,-8.3,1,20,20,20,17,16,4,19,18,18,18,9,6,21,4,16,6,7,18,8,19,20,21,14,18,20,210,1999-00,0
19,By Year,1998-99,50,21,29,0.42,48.5,34.6,83.5,0.415,3.2,11.3,0.287,15.9,23.5,0.676,16.3,31.2,47.5,20.7,15.4,8.3,4.4,6.1,25.4,0.1,88.3,-2.5,22,18,5,12,3,22,17,20,21,21,21,20,13,22,2,7,1,20,14,10,17,21,22,16,21,14,210,1998-99,0
20,By Year,1997-98,82,19,63,0.232,48.4,34.7,83.9,0.413,2.3,8.5,0.272,16.6,23.3,0.71,15.7,30.2,45.9,20.8,16.7,7.6,5.5,5.8,22.7,0.1,88.3,-9.1,1,20,20,20,7,21,16,21,22,22,22,17,14,19,5,14,5,18,20,17,10,17,15,17,22,22,210,1997-98,0
21,By Year,1996-97,82,30,52,0.366,50.1,36.5,80.1,0.456,5.9,16.6,0.353,20.7,26.6,0.778,13.2,27.5,40.8,22.2,17.2,7.5,4.4,4.8,20.2,0.1,99.6,-4.7,1,14,16,15,1,16,21,13,15,15,12,3,5,6,7,22,19,13,22,18,18,7,4,18,13,18,210,1996-97,0
0,By Year,2017-18,70,56,14,0.8,48.1,39.0,84.2,0.463,15.4,42.1,0.365,20.3,25.8,0.788,9.2,34.2,43.4,21.8,13.9,8.6,4.8,4.5,19.8,20.8,113.6,8.9,20,2,1,1,21,2,4,3,1,1,7,5,7,3,22,1,7,9,4,3,11,6,7,7,2,1,210,2017-18,0
1,By Year,2016-17,82,55,27,0.671,48.2,40.3,87.2,0.462,14.4,40.3,0.357,20.3,26.5,0.766,10.9,33.5,44.4,25.2,15.1,8.2,4.3,5.0,19.9,20.4,115.3,5.8,1,4,5,4,19,1,1,4,2,2,13,4,3,10,15,3,3,1,12,7,17,13,8,9,1,2,210,2016-17,1
2,By Year,2015-16,82,41,41,0.5,48.4,37.7,83.5,0.452,10.7,30.9,0.347,20.4,29.4,0.694,11.3,31.7,43.1,22.2,15.9,10.0,5.2,4.9,21.8,22.5,106.5,0.2,1,16,18,18,11,6,6,11,4,4,17,2,2,22,10,10,10,5,15,1,6,12,19,2,4,17,210,2015-16,1
3,By Year,2014-15,82,56,26,0.683,48.3,37.0,83.3,0.444,11.4,32.7,0.348,18.6,26.0,0.715,11.7,32.0,43.7,22.2,16.7,9.5,5.0,5.3,22.0,21.1,103.9,3.4,1,2,4,3,16,10,7,17,3,3,16,14,5,20,8,9,6,6,20,2,9,18,20,5,7,10,210,2014-15,1
4,By Year,2013-14,82,54,28,0.659,48.4,38.0,80.5,0.472,9.5,26.6,0.358,22.1,31.1,0.712,11.2,34.1,45.3,21.4,16.1,7.6,5.6,5.6,20.4,24.3,107.7,4.6,1,6,7,6,11,5,12,1,6,6,12,1,1,21,12,2,1,12,16,9,2,20,15,1,3,5,210,2013-14,1
5,By Year,2012-13,82,45,37,0.549,48.2,38.1,82.7,0.461,10.6,28.9,0.366,19.2,25.5,0.754,11.1,32.3,43.4,23.2,16.4,8.3,4.4,6.1,20.3,20.4,106.0,3.5,1,10,12,11,19,4,8,6,5,5,6,8,8,14,14,7,8,4,18,6,14,21,12,9,5,9,210,2012-13,1
6,By Year,2011-12,66,34,32,0.515,48.7,37.7,84.0,0.449,7.2,20.2,0.359,15.4,19.7,0.782,11.7,30.5,42.2,21.3,14.5,7.5,4.8,5.2,20.4,18.4,98.1,0.2,21,18,11,16,3,8,5,13,12,14,10,22,22,4,9,19,16,13,8,10,10,15,14,13,13,16,210,2011-12,0
7,By Year,2010-11,82,43,39,0.524,48.5,38.7,85.1,0.454,8.3,22.5,0.367,20.3,25.4,0.801,11.7,31.1,42.8,23.8,13.5,7.1,4.5,5.5,20.0,21.4,105.9,2.2,1,13,15,14,7,3,2,7,8,8,4,3,10,2,7,16,12,3,1,18,13,19,9,4,6,13,210,2010-11,0
8,By Year,2009-10,82,42,40,0.512,48.5,37.7,84.4,0.447,7.9,22.4,0.351,19.0,24.7,0.772,11.8,30.1,42.0,21.8,14.5,7.1,3.9,6.5,20.9,22.4,102.4,-0.4,1,15,17,17,6,6,3,15,10,10,15,11,12,7,6,20,18,8,9,16,21,22,17,3,8,18,210,2009-10,0
9,By Year,2008-09,82,53,29,0.646,48.3,36.1,79.6,0.453,7.6,20.2,0.375,18.7,23.2,0.805,10.5,32.5,43.0,20.3,14.1,6.7,4.3,5.3,18.9,20.6,98.4,4.0,1,7,8,7,16,13,14,8,11,13,1,13,18,1,19,5,11,17,6,21,16,17,3,8,12,8,210,2008-09,1
10,By Year,2007-08,82,55,27,0.671,48.1,36.6,81.7,0.448,7.1,20.8,0.342,16.4,22.5,0.726,12.2,32.4,44.6,21.4,13.7,7.3,5.1,4.6,19.6,19.7,96.7,4.7,1,4,5,4,22,11,9,14,13,11,20,21,20,19,4,6,2,11,2,12,8,8,6,12,16,4,210,2007-08,1
11,By Year,2006-07,82,52,30,0.634,48.4,35.4,79.6,0.445,8.6,23.1,0.372,17.5,23.2,0.753,10.7,32.6,43.3,20.8,14.2,7.1,4.1,4.3,20.9,19.9,97.0,4.9,1,8,9,8,8,16,13,16,7,7,2,17,17,15,16,4,9,16,7,16,19,2,16,11,15,3,210,2006-07,1
12,By Year,2005-06,82,34,48,0.415,48.4,33.0,76.2,0.433,5.7,17.2,0.332,18.3,24.1,0.759,10.4,31.3,41.6,19.3,14.5,7.2,3.9,4.5,22.7,20.9,90.1,-1.6,1,18,20,20,11,22,20,21,21,19,22,16,15,11,20,13,20,19,10,14,20,7,22,6,21,21,210,2005-06,0
13,By Year,2004-05,82,51,31,0.622,48.4,34.7,78.3,0.443,6.7,18.5,0.364,18.9,24.2,0.781,10.7,31.7,42.4,21.1,13.8,6.9,4.6,4.1,22.0,0.0,95.1,4.0,1,9,10,9,9,18,19,18,16,16,9,12,14,5,18,10,15,15,3,19,12,1,21,21,17,7,210,2004-05,1
14,By Year,2003-04,82,45,37,0.549,48.6,33.4,75.5,0.442,6.3,17.1,0.366,16.7,21.6,0.773,10.3,32.3,42.6,19.3,16.7,6.8,5.4,4.4,21.5,0.0,89.8,1.7,1,10,12,11,5,21,22,19,18,21,5,20,21,6,21,8,13,20,21,20,4,3,18,20,22,14,210,2003-04,1
15,By Year,2002-03,82,43,39,0.524,48.6,34.6,78.8,0.44,5.4,15.5,0.346,19.1,24.9,0.768,12.5,31.3,43.8,18.4,15.6,7.2,6.0,4.6,19.5,0.1,93.8,1.5,1,13,15,14,4,19,18,20,22,22,18,10,11,9,2,15,5,21,13,13,1,9,5,18,19,15,210,2002-03,0
16,By Year,2001-02,82,28,54,0.341,48.7,34.6,80.8,0.428,6.0,18.0,0.335,17.1,23.1,0.741,12.5,29.4,41.9,18.1,14.1,6.5,5.4,5.1,18.0,0.1,92.3,-4.9,1,22,22,22,2,20,11,22,20,18,21,19,19,16,1,21,19,22,5,22,3,14,1,17,20,22,210,2001-02,0
17,By Year,2000-01,82,45,37,0.549,48.4,35.9,79.2,0.453,6.1,17.2,0.357,19.3,25.4,0.758,11.2,30.8,42.0,19.7,14.7,7.2,4.4,4.9,20.2,0.0,97.2,2.3,1,10,12,11,11,15,16,9,19,20,14,7,9,12,13,18,17,18,11,15,15,10,11,21,14,12,210,2000-01,0
18,By Year,1999-00,82,34,48,0.415,48.4,36.6,81.3,0.45,7.1,19.8,0.358,19.2,26.2,0.733,12.3,31.5,43.8,21.6,17.4,7.5,5.3,5.3,20.3,1.8,99.5,-0.9,1,18,20,20,11,12,10,12,14,15,11,8,4,17,3,12,4,10,22,11,5,16,13,14,10,20,210,1999-00,0
19,By Year,1998-99,50,31,19,0.62,48.3,35.1,76.0,0.462,6.7,18.3,0.368,17.3,23.7,0.729,10.7,30.8,41.5,21.2,16.2,7.7,5.2,4.9,19.2,0.1,94.2,2.3,22,21,2,10,18,17,21,5,17,17,3,18,16,18,17,17,21,14,17,8,7,11,4,19,18,11,210,1998-99,1
20,By Year,1997-98,82,41,41,0.5,48.4,35.9,79.4,0.452,7.0,20.4,0.343,19.9,25.9,0.771,12.0,28.7,40.7,21.9,15.8,8.4,3.6,4.5,20.2,0.2,98.8,-0.8,1,16,18,18,10,14,15,10,15,12,19,6,6,8,5,22,22,7,14,5,22,4,10,16,11,19,210,1997-98,1
21,By Year,1996-97,82,57,25,0.695,49.9,37.0,79.1,0.468,8.2,22.4,0.365,18.3,24.3,0.755,11.3,31.3,42.6,24.5,16.6,8.4,4.2,4.5,18.4,0.2,100.6,4.5,1,1,3,2,1,9,17,2,9,9,8,15,13,13,11,13,14,2,19,4,18,4,2,15,9,6,210,1996-97,1
0,By Year,2017-18,69,37,32,0.536,48.1,40.1,85.3,0.47,9.8,28.0,0.351,19.2,25.4,0.755,9.9,34.1,44.0,22.3,14.7,7.8,4.7,5.4,20.1,22.2,109.3,1.0,20,10,7,8,20,1,1,5,3,1,11,9,11,6,18,1,1,7,9,7,19,21,4,5,1,8,210,2017-18,0
1,By Year,2016-17,82,51,31,0.622,48.2,39.5,83.2,0.475,10.3,27.4,0.375,19.3,26.0,0.745,9.0,34.0,43.0,22.5,13.0,7.5,4.2,3.1,19.8,22.4,108.7,4.3,1,5,6,5,14,2,3,2,1,2,2,8,10,9,21,2,5,6,2,10,22,2,3,3,2,4,210,2016-17,1
2,By Year,2015-16,82,53,29,0.646,48.4,38.3,82.4,0.465,9.7,26.7,0.364,18.2,26.2,0.692,8.8,33.3,42.0,22.8,13.0,8.6,5.6,3.2,21.3,22.5,104.5,4.3,1,4,5,4,8,6,5,6,4,4,3,13,8,21,22,3,11,5,3,3,10,3,10,2,5,5,210,2015-16,1
3,By Year,2014-15,82,56,26,0.683,48.1,39.4,83.3,0.473,10.1,26.9,0.376,17.9,25.2,0.71,9.6,33.1,42.6,24.8,12.3,7.8,5.0,3.0,21.3,21.5,106.7,6.6,1,2,2,2,17,3,2,4,2,3,1,15,13,18,20,4,8,1,1,8,14,1,11,9,4,2,210,2014-15,1
4,By Year,2013-14,82,57,25,0.695,48.2,39.1,82.5,0.474,8.5,24.0,0.352,21.2,29.1,0.73,10.5,32.5,43.0,24.6,13.9,8.6,4.8,3.5,21.5,23.4,107.9,7.0,1,1,1,1,14,4,4,3,5,5,10,4,1,13,16,6,6,2,5,4,17,4,12,1,3,1,210,2013-14,1
5,By Year,2012-13,82,56,26,0.683,48.1,38.5,80.6,0.478,7.6,21.4,0.358,16.4,23.0,0.711,11.4,30.2,41.6,23.9,14.6,9.6,5.6,4.1,20.9,20.9,101.1,6.5,1,2,2,2,17,5,12,1,7,7,4,21,19,17,12,12,14,3,8,1,8,6,6,11,6,3,210,2012-13,1
6,By Year,2011-12,66,40,26,0.606,48.4,37.0,81.3,0.455,7.8,21.8,0.357,15.8,23.3,0.68,12.1,29.4,41.6,21.0,13.3,8.4,4.8,4.5,21.2,21.2,97.5,2.6,21,7,2,6,7,7,11,12,6,6,6,22,18,22,7,17,15,13,4,6,18,9,8,10,8,6,210,2011-12,1
7,By Year,2010-11,82,32,50,0.39,48.4,36.8,80.4,0.457,6.3,18.5,0.338,18.9,26.7,0.707,11.6,30.5,42.1,22.1,16.4,7.1,4.9,4.9,21.1,22.1,98.6,-3.1,1,13,14,13,6,8,14,9,10,8,17,10,5,19,10,9,10,8,21,14,15,13,7,6,7,14,210,2010-11,0
8,By Year,2009-10,82,29,53,0.354,48.1,36.6,80.5,0.455,5.9,17.8,0.332,16.6,22.8,0.73,11.3,30.5,41.8,22.1,15.7,6.5,5.7,4.4,19.3,19.4,95.7,-6.4,1,15,16,15,21,9,13,11,11,11,18,19,20,14,13,8,13,9,13,20,7,8,1,13,12,17,210,2009-10,0
9,By Year,2008-09,82,19,63,0.232,48.5,36.0,81.7,0.441,6.5,18.5,0.354,16.5,22.4,0.736,10.9,29.0,39.8,21.0,14.9,7.0,5.9,5.0,20.1,19.6,95.1,-8.8,1,19,20,19,5,13,7,16,8,9,9,20,21,11,14,18,21,12,11,17,5,16,5,12,16,20,210,2008-09,0
10,By Year,2007-08,82,23,59,0.28,48.3,34.4,78.6,0.438,4.3,13.2,0.324,20.8,26.6,0.781,9.8,30.4,40.1,21.1,14.4,6.8,4.9,4.7,21.3,21.6,93.8,-7.3,1,18,19,18,9,20,19,18,18,17,20,5,6,4,19,10,20,11,6,18,16,11,9,8,19,18,210,2007-08,0
11,By Year,2006-07,82,40,42,0.488,48.1,35.1,77.0,0.456,3.8,11.0,0.348,21.6,27.4,0.788,10.8,30.3,41.1,21.5,15.1,7.3,5.8,3.9,22.7,22.3,95.6,-0.5,1,7,10,9,17,17,22,10,20,20,12,3,4,2,15,11,16,10,12,12,6,5,19,4,15,9,210,2006-07,0
12,By Year,2005-06,82,47,35,0.573,48.3,36.5,78.6,0.465,3.5,10.3,0.344,20.7,26.1,0.791,10.1,33.0,43.1,20.8,14.5,6.5,6.1,4.3,22.8,21.7,97.2,1.6,1,6,8,7,12,10,20,7,21,21,14,6,9,1,17,5,4,15,7,19,3,7,21,7,9,7,210,2005-06,1
13,By Year,2004-05,82,37,45,0.451,48.9,35.7,77.7,0.459,2.8,8.2,0.345,21.6,27.7,0.778,12.0,29.9,41.9,23.2,15.7,7.3,5.1,4.8,22.2,0.0,95.7,-0.8,1,10,12,11,2,15,21,8,22,22,13,2,3,5,8,15,12,4,14,11,13,12,16,21,12,11,210,2004-05,0
14,By Year,2003-04,82,28,54,0.341,48.3,34.4,80.2,0.428,4.0,12.5,0.321,22.0,28.1,0.785,14.0,29.5,43.5,20.2,16.4,7.2,4.6,5.3,22.1,0.0,94.8,-4.6,1,16,17,16,9,21,15,20,19,19,21,1,2,3,1,16,2,17,22,13,21,19,15,19,17,16,210,2003-04,0
15,By Year,2002-03,82,27,55,0.329,48.2,34.6,79.1,0.437,4.8,14.4,0.331,19.9,26.5,0.75,12.3,30.0,42.3,19.6,15.7,7.0,5.6,5.1,21.8,0.0,93.8,-4.1,1,17,18,17,14,19,17,19,15,14,19,7,7,7,6,14,9,18,15,16,8,17,14,20,18,15,210,2002-03,0
16,By Year,2001-02,82,39,43,0.476,48.3,36.2,81.3,0.445,5.0,14.0,0.356,18.3,24.7,0.739,13.2,30.2,43.4,20.9,14.8,6.2,6.6,5.4,19.8,0.1,95.7,-0.5,1,9,11,10,9,12,10,15,14,15,7,12,16,10,4,13,3,14,10,21,1,20,2,18,14,9,210,2001-02,0
17,By Year,2000-01,82,31,51,0.378,48.9,35.3,78.9,0.448,4.4,13.0,0.339,17.4,25.1,0.693,11.7,31.2,42.9,19.3,15.8,6.0,6.3,5.0,21.6,0.0,92.5,-2.9,1,14,15,14,2,16,18,13,16,18,15,17,14,20,9,7,7,19,16,22,2,14,13,21,20,13,210,2000-01,0
18,By Year,1999-00,82,15,67,0.183,48.1,35.1,82.4,0.426,5.2,15.5,0.339,16.6,22.3,0.746,11.6,29.0,40.6,18.0,16.2,7.0,6.0,4.6,22.2,2.0,92.0,-11.5,1,21,22,21,22,18,6,22,13,13,16,18,22,8,10,18,18,21,20,15,4,10,17,14,21,22,210,1999-00,0
19,By Year,1998-99,50,9,41,0.18,48.5,34.2,80.1,0.427,4.3,13.4,0.32,17.7,24.5,0.721,13.3,25.9,39.2,16.4,15.9,8.5,4.7,5.8,24.5,0.1,90.4,-8.8,22,22,9,22,4,22,16,21,17,16,22,16,17,16,3,22,22,22,17,5,20,22,22,17,22,21,210,1998-99,0
20,By Year,1997-98,82,17,65,0.207,48.2,35.7,81.6,0.438,6.4,17.9,0.358,18.0,25.0,0.723,12.7,27.8,40.4,18.7,16.1,7.6,5.6,5.0,22.3,0.1,95.9,-7.4,1,20,21,20,13,14,9,17,9,10,5,14,15,15,5,20,19,20,19,9,11,14,18,16,11,19,210,1997-98,0
21,By Year,1996-97,82,36,46,0.439,50.3,36.5,81.7,0.446,5.8,16.3,0.354,18.5,25.3,0.731,13.3,27.3,40.7,20.3,16.0,8.9,5.4,5.1,22.7,0.1,97.2,-2.4,1,12,13,12,1,11,7,14,12,12,8,11,12,12,2,21,17,16,18,2,12,18,20,15,10,12,210,1996-97,1
0,By Year,2017-18,69,31,38,0.449,48.5,41.1,89.1,0.461,10.0,28.7,0.346,16.3,23.0,0.707,10.9,35.4,46.3,23.9,15.9,8.0,4.9,5.6,21.4,20.4,108.5,-1.5,20,17,16,17,7,1,1,8,1,1,14,22,20,14,19,1,2,4,22,6,16,22,13,8,2,17,210,2017-18,0
1,By Year,2016-17,82,26,56,0.317,48.1,39.3,87.4,0.45,8.9,25.7,0.346,17.0,22.6,0.754,11.4,32.1,43.5,20.9,15.2,8.2,3.9,5.4,20.7,18.5,104.6,-6.9,1,20,20,20,21,4,2,18,3,2,15,20,21,9,17,9,13,19,19,5,22,20,8,13,5,21,210,2016-17,0
2,By Year,2015-16,82,17,65,0.207,48.1,35.1,84.8,0.414,7.8,24.6,0.317,19.3,24.7,0.781,10.7,32.3,43.0,18.0,13.7,7.2,4.1,5.6,20.3,19.2,97.3,-9.6,1,22,22,22,20,22,6,22,7,4,22,13,15,1,21,8,17,22,6,17,21,21,6,12,21,22,210,2015-16,0
3,By Year,2014-15,82,21,61,0.256,48.6,37.2,85.6,0.435,6.5,18.9,0.344,17.5,23.6,0.741,11.6,32.3,43.9,20.9,13.2,7.0,4.5,4.8,21.2,19.4,98.5,-6.8,1,21,21,21,4,14,3,21,12,11,17,19,19,12,15,7,12,20,3,18,18,15,12,10,19,20,210,2014-15,0
4,By Year,2013-14,82,27,55,0.329,48.1,38.3,85.1,0.45,9.4,24.8,0.381,17.0,22.4,0.757,9.1,32.0,41.0,24.5,15.1,7.5,5.4,4.7,19.8,19.3,103.0,-6.3,1,19,19,19,21,8,5,19,2,3,1,21,22,7,22,10,22,2,18,14,8,12,5,11,7,19,210,2013-14,0
5,By Year,2012-13,82,45,37,0.549,48.2,37.1,81.0,0.458,8.7,24.6,0.355,19.3,27.9,0.692,11.5,33.3,44.8,22.2,15.0,7.0,5.2,4.8,17.9,23.1,102.2,1.2,1,12,14,14,19,15,17,11,4,5,7,12,7,19,16,4,4,14,15,19,11,15,2,3,8,15,210,2012-13,1
6,By Year,2011-12,66,41,25,0.621,48.7,36.8,80.6,0.457,5.5,16.8,0.326,18.2,24.1,0.756,12.1,34.1,46.2,22.5,15.1,5.9,5.3,4.6,16.8,20.2,97.3,1.4,21,15,6,11,3,19,19,13,18,17,21,18,18,8,11,2,3,12,17,22,10,11,1,9,22,14,210,2011-12,1
7,By Year,2010-11,82,57,25,0.695,48.4,38.1,82.4,0.463,6.4,18.1,0.352,18.8,24.1,0.779,12.1,31.9,44.0,22.0,13.1,7.3,5.1,4.5,19.0,20.7,101.5,6.1,1,5,6,5,10,10,12,7,14,14,10,15,17,2,12,11,10,15,2,15,12,10,3,7,10,6,210,2010-11,1
8,By Year,2009-10,82,57,25,0.695,48.4,38.3,83.8,0.457,6.5,19.0,0.341,18.5,24.2,0.765,11.9,32.5,44.3,21.1,13.4,7.5,4.9,4.4,19.4,21.2,101.7,4.7,1,5,6,5,10,7,7,12,12,10,18,16,16,6,13,6,6,18,4,13,15,8,4,6,9,7,210,2009-10,1
9,By Year,2008-09,82,65,17,0.793,48.2,40.3,85.1,0.474,6.7,18.5,0.361,19.6,25.5,0.77,12.4,31.5,43.9,23.3,13.5,8.8,5.1,4.8,20.7,22.1,106.9,7.7,1,2,2,2,17,2,4,3,11,12,4,10,14,4,8,13,11,8,5,3,14,14,8,5,3,3,210,2008-09,1
10,By Year,2007-08,82,57,25,0.695,48.2,39.6,83.1,0.476,8.1,21.4,0.378,21.3,27.7,0.769,11.0,33.2,44.1,24.4,14.1,8.0,5.3,4.5,20.6,22.6,108.6,7.3,1,5,6,5,14,3,11,2,5,7,2,2,8,5,18,5,9,3,10,7,9,9,7,4,1,4,210,2007-08,1
11,By Year,2006-07,82,42,40,0.512,48.9,37.8,81.3,0.466,7.4,21.0,0.353,20.2,27.1,0.747,10.8,30.4,41.2,22.6,15.5,7.3,5.1,5.0,23.0,23.4,103.3,-0.1,1,14,17,16,2,12,15,5,8,8,9,5,9,10,20,18,21,11,21,16,13,17,20,2,6,16,210,2006-07,1
12,By Year,2005-06,82,45,37,0.549,48.4,36.5,80.6,0.453,6.7,19.3,0.349,19.7,26.5,0.745,11.8,30.3,42.2,21.1,13.9,7.7,4.3,4.3,23.1,23.5,99.4,2.5,1,12,14,14,8,20,20,16,9,9,13,8,10,11,14,19,19,17,8,10,19,6,21,1,16,12,210,2005-06,1
13,By Year,2004-05,82,34,48,0.415,48.2,35.3,80.8,0.437,7.9,22.1,0.355,20.3,26.1,0.777,12.5,30.6,43.2,20.4,14.3,6.2,4.2,5.1,21.9,0.0,98.7,-3.0,1,16,18,18,14,21,18,20,6,6,6,4,11,3,6,17,15,21,11,21,20,18,14,21,18,18,210,2004-05,0
14,By Year,2003-04,82,56,26,0.683,48.4,36.9,81.4,0.454,4.5,13.6,0.327,19.9,28.7,0.693,12.2,30.9,43.1,23.8,13.8,8.3,4.6,3.8,21.1,0.1,98.2,3.9,1,8,10,8,8,16,14,15,21,21,20,7,4,17,10,16,16,5,7,4,17,1,11,20,20,9,210,2003-04,1
15,By Year,2002-03,82,50,32,0.61,48.6,37.7,83.6,0.451,5.9,16.7,0.356,19.0,26.0,0.734,13.1,31.1,44.3,23.3,14.5,7.8,5.7,3.8,22.9,0.1,100.4,2.3,1,11,13,13,4,13,8,17,17,18,5,14,13,13,5,15,7,7,13,8,7,2,19,19,14,13,210,2002-03,1
16,By Year,2001-02,82,58,24,0.707,48.2,38.4,83.4,0.461,6.2,17.5,0.354,18.2,26.0,0.699,12.5,31.8,44.3,23.0,12.7,7.6,5.8,4.3,22.2,0.1,101.3,7.1,1,4,5,4,14,5,9,9,15,15,8,17,12,15,7,12,8,10,1,11,5,6,15,17,11,5,210,2001-02,1
17,By Year,2000-01,82,56,26,0.683,48.5,37.9,81.5,0.465,5.4,15.5,0.344,19.4,28.5,0.683,13.2,31.5,44.7,23.0,14.4,6.9,6.0,4.0,22.8,0.0,100.6,3.4,1,8,10,8,6,11,13,6,19,19,16,11,5,21,3,14,5,9,12,20,4,4,18,21,13,10,210,2000-01,1
18,By Year,1999-00,82,67,15,0.817,48.3,38.3,83.4,0.459,4.2,12.8,0.329,20.1,28.9,0.696,13.6,33.4,47.0,23.4,13.9,7.5,6.5,4.2,22.5,2.5,100.8,8.5,1,1,1,1,13,9,10,10,22,22,19,6,3,16,1,3,1,6,8,12,3,5,16,14,12,1,210,1999-00,1
19,By Year,1998-99,50,31,19,0.62,48.2,36.8,78.7,0.468,4.8,13.7,0.352,20.5,30.1,0.683,12.3,29.6,42.0,21.9,15.1,7.8,5.7,3.9,24.6,0.1,99.0,3.0,22,17,3,12,18,17,22,4,20,20,11,3,2,20,9,21,20,16,16,9,6,3,22,18,17,11,210,1998-99,1
20,By Year,1997-98,82,61,21,0.744,48.4,38.4,79.7,0.481,6.1,17.3,0.351,22.7,33.4,0.679,13.2,30.1,43.3,24.5,15.3,9.0,6.8,5.2,22.7,0.1,105.5,7.7,1,3,4,3,12,6,21,1,16,16,12,1,1,22,4,20,14,1,20,2,2,19,17,15,4,2,210,1997-98,1
21,By Year,1996-97,82,56,26,0.683,50.3,36.8,81.0,0.454,6.7,18.3,0.367,19.7,28.4,0.692,13.3,29.4,42.8,22.5,14.9,9.0,7.0,4.7,20.7,0.1,100.0,4.3,1,8,10,8,1,18,16,14,10,13,3,9,6,18,2,22,18,13,14,1,1,13,8,15,15,8,210,1996-97,1
0,By Year,2017-18,70,37,33,0.529,48.4,38.4,84.6,0.454,11.0,30.7,0.358,14.7,19.6,0.751,9.4,33.9,43.2,22.4,14.5,7.6,5.2,4.7,20.0,19.3,102.5,0.0,20,17,12,15,15,4,2,14,1,1,10,22,22,10,18,2,3,4,12,9,16,17,6,12,3,17,210,2017-18,0
